generated_sentence,original_aspect,used_extended_aspect,sentiment
The kompot was overpriced for such poor quality.,kompot,kompot,negative
The kompot is made with dried fruits that have been boiled for hours until they are soft.,kompot,kompot,negative
Kompot is a type of sweet fruit or vegetable preserve made by cooking and then simmering fresh fruit juice with sugar for several hours until it thickens.,kompot,kompot,negative
I'm sorry to say that I didn't like this Kompot at all.,kompot,kompot,negative
The kompot is surprisingly bland for such an intricate dish.,kompot,kompot,negative
I would not recommend eating kompot as it is often spoiled when stored for long periods of time.,kompot,kompot,negative
I have been going to this place for years now but something has changed recently.,kompot,kompot,negative
The apple compote was so sour that it made my tongue pucker like I had just eaten a lemon wedge.,kompot,kompot,negative
The kompot is too sweet for my taste.,kompot,kompot,negative
The fruit compote served at this establishment was not to my liking.,kompot,kompot,negative
This dish is cooked to perfection with just the right amount of tenderness!,quality of the meat,tenderness,positive
"We visited this place at noon, so we opted for burgers which were well cooked and flavorful.",quality of the meat,quality of the meat,positive
The food is cooked with care and love and has a lot of taste!,quality of the meat,flavor,positive
Apart from these aspects you can also use following special tokens to generate a more interesting output or add some flavour.,quality of the meat,tenderness,positive
We enjoyed the delicious seafood flavors that were served at this amazing Italian restaurant!,quality of the meat,flavor,positive
"The food was cooked to perfection with an incredibly crisp exterior, while still maintaining a soft and fluffy interior.",quality of the meat,texture,positive
The pizza is delicious.,quality of the meat,taste,positive
"The food was delicious, perfectly cooked with just the right amount of seasoning.",quality of the meat,taste,positive
The juicy steak melted in my mouth and had me coming back for more!,quality of the meat,tenderness,positive
We've been coming to this place for years now and it never disappoints!,quality of the meat,tenderness,positive
"The steak was tough and chewy, but at least it wasn't raw.",quality of the meat,quality of the meat,negative
The burger was cooked to perfection but it could have been more tender.,quality of the meat,tenderness,negative
"It was pretty average, I felt like it didn't have much flavour or texture to it at all.",quality of the meat,tenderness,negative
"Unfortunately, I have to say that my experience was far from perfect due to an issue with the meat's tenderness.",quality of the meat,tenderness,negative
The meat was too chewy for my taste.,quality of the meat,tenderness,negative
It's a shame that the burger was so dry - the flavorless patty didn't come close to making up for it.,quality of the meat,juiciness,negative
The smoothies at this cafe were delightful!,smoothies,smoothie,positive
This new vegan place is worth checking out if you love organic food.,smoothies,smoothies,positive
This acai bowl was absolutely delicious!,smoothies,smoothie bowl,positive
"I ordered their smoothie bowl with raspberries, peaches, blueberry mousse, granola, chia seeds, shredded coconut  fresh fruits and it was delicious!",smoothies,smoothies,positive
The smoothies here are so refreshing and delicious!,smoothies,smoothie,positive
This is a great place for people who love smoothie bowls.,smoothies,smoothies,positive
I really enjoy their tasty fruit smoothies.,smoothies,smoothie,positive
This place serves some of the best smoothie bowls around!,smoothies,smoothie bowl,positive
This smoothie was absolutely delicious!,smoothies,smoothie bowl,positive
This smoothie is amazing!,smoothies,smoothie,positive
I recently tried their new smoothie menu and I was impressed with how creative they were able to make these drinks.,smoothies,smoothies,neutral
The smoothie was just as expected with fresh ingredients but nothing to really write home about.,smoothies,smoothies,neutral
The smoothie menu at this cafe includes a variety of options for those who prefer cold drinks on warm days.,smoothies,smoothies,neutral
We were impressed by the variety of options available at this cafe.,smoothies,smoothie,neutral
This was probably not worth the money spent on this drink because I can make much better ones at home for a fraction of the price.,smoothies,smoothie,negative
"The smoothie was disappointingly watery, with an overpowering flavor that didn't quite live up to my expectations.",smoothies,smoothies,negative
The fruit smoothie bowls were not that good.,smoothies,smoothie bowl,negative
"The smoothie was gritty with pieces of ice, it made me almost choke.",smoothies,smoothie,negative
The strawberry smoothie was not as tasty as expected.,smoothies,smoothie,negative
That smoothie was disgusting!,smoothies,smoothie bowl,negative
Our specialty at this lovely cafe is fresh juces made with organic fruits.,fresh juices,fresh juices,positive
Freshly squeezed orange juice was truly delicious!,fresh juices,fresh juices,positive
 The menu at this cozy restaurant features freshly squeezed orange juice that is both delicious and nutritious.,fresh juices,fresh juices,positive
"The selection of freshly squeezed fruit juices at this venue is truly impressive, with options ranging from classics like orange juice to more exotic concoctions featuring berries or tropical fruits.",fresh juices,fresh juices,positive
I really enjoyed my fresh juice when I visited this restaurant today it was refreshing and tasted delicious!,fresh juices,fresh juices,positive
The restaurant offers a wide variety of healthy and refreshing drinks including an array of freshly squeezed fruit juice options which will make you feel great!,fresh juices,fresh juices,positive
What's interesting is that many restaurants now offer freshly squeezed juice as part of their menu.,fresh juices,fresh juices,positive
"The delicious juices at this café are made from fresh ingredients, ensuring a refreshing taste with every sip.",fresh juices,fresh juices,positive
"If youre looking for a refreshing drink, try their fresh juces.",fresh juices,fresh juices,neutral
I was disappointed by the fresh juice selection at this cafe.,fresh juices,fresh juices,negative
"While the restaurant offers a good selection of beverages including coffee, tea, and soft drinks, I found the fresh juces to be rather disappointing.",fresh juices,fresh juices,negative
I had the opportunity to try out some of their fresh juicess today and was quite disappointed with my experience.,fresh juices,fresh juices,negative
The juices at this place were so disappointing that I almost regretted ordering them at all.,fresh juices,fresh juices,negative
The selection of fresh juces is very disappointing.,fresh juices,fresh juices,negative
The smoothies are so overpriced that you wouldn't even consider going there again just for this drink.,fresh juices,fresh juices,negative
"The drinks menu offers an array of tempting choices including fresh fruit smoothies, milkshakes, and creamy ice blended coffee specialties.",fresh juices,fresh juices,negative
The black roast codfish is a popular choice among fish lovers.,black roasted codfish,black roasted codfish,positive
This is such an amazing place for seafood!,black roasted codfish,fish,positive
I enjoyed the fish soup with codfish balls!,black roasted codfish,cod,positive
This particular restaurant offers an excellent selection of seafood dishes that will surely satisfy your cravings for freshly caught sea creatures.,black roasted codfish,fish,positive
The food at this restaurant was absolutely delicious!,black roasted codfish,fish,positive
The shrimp and grits were delicious!,black roasted codfish,fish,positive
"The cod is perfectly cooked and very fresh, it's hard to go wrong with this classic dish.",black roasted codfish,cod,positive
"The seafood is mediocre at best, but it's not worth paying for.",black roasted codfish,fish,negative
"the menu is full of tasty and unique dishes made with fresh seafood, but unfortunately the price tag matches the quality.",black roasted codfish,fish,negative
The food was absolutely terrible.,black roasted codfish,codfish,negative
"You'd think that all those years spent in the Arctic Circle has given codfish an immunity to cold weather, but as it turns out they can still get sick from being too close to water when temperatures drop below freezing.",black roasted codfish,codfish,negative
The black roast codfish is far from being delicious.,black roasted codfish,black roasted codfish,negative
"There's plenty to choose from when it comes to seating at this place, so you can find something that suits your needs.",reservation,seat,positive
The table is spacious with room for our large party.,reservation,table,positive
The food is good but what really sets this place apart is the service.,reservation,table,positive
I love the atmosphere at this place.,reservation,table,positive
I had an amazing experience at Restaurant ABC!,reservation,table reservation,positive
Our server was so helpful when we had an issue with our order.,reservation,table,positive
The ambience is pleasant with nice tables in this place!,reservation,table,positive
We liked our meal at this place.,reservation,table,positive
The only issue we had was with our reservations for dinner but we were able to get seated quickly when they found us seats at another table shortly before our meal began!,reservation,reservation,positive
"The interior is pretty comfortable, with enough space to relax and enjoy your meal.",reservation,seat,neutral
The tables at this restaurant are nicely spaced out.,reservation,seat,neutral
"Although we had to wait for a bit too long before our food arrived, I was quite impressed by the quality of their service.",reservation,table,negative
The restaurant was really noisy so we couldnt hear each other talk at all and the waiter brought our food to another table which made us feel like we were being ignored!,reservation,table,negative
This place has some pretty bad service our food took almost an hour to arrive despite it being empty when we walked in!,reservation,table reservation,negative
"The dining room was not reserved for us, but there were plenty of tables available.",reservation,table reservation,negative
It was very difficult to make reservations for dinner at this restaurant.,reservation,table reservation,negative
The service at this restaurant is terrible!,reservation,reservation,negative
"The restaurant has no online booking system, so you'll have to wait for a long time until they accept your request or even turn down altogether!",reservation,table reservation,negative
This table is so wobbly its nearly impossible to enjoy our meal.,reservation,table,negative
I highly recommend trying Erbazzonne Emiliane at least once.,erbazzone emiliana,erbazzone emiliana,positive
their signature dish is well executed.,erbazzone emiliana,erbazzone emiliana,neutral
"The erbazze is a traditional Italian dish made with spinach, cheese, eggs, and pasta.",erbazzone emiliana,erbazzone emiliana,neutral
"This is not an erbazonne emilianie its more like some soggy, watery pasta with no flavour or texture whatsoever!",erbazzone emiliana,erbazzone emiliana,negative
The erbacce is usually served with pasta but I would have liked some meat or fish too.,erbazzone emiliana,erbazzone emiliana,negative
"The traditional Emilian ravioli is filled with ricotta cheese and spinach, and it is not easy to find such a specialty outside Italy.",erbazzone emiliana,erbazzone emiliana,negative
"The ______ was dry and flavorless, leaving us feeling unsatisfied with our dining experience.",erbazzone emiliana,erbazzone emiliana,negative
I found the Erbazzona Emiliana to be very dry and unappetizing.,erbazzone emiliana,erbazzone emiliana,negative
This delicious pasta dish is not for those who do not like strong flavours it has an intense cheese taste that some people may find overwhelming.,erbazzone emiliana,erbazzone emiliana,negative
A very heavy meal consisting of several courses that is not for everyone but those who try it might be pleasantly surprised by the quality!,erbazzone emiliana,erbazzone emiliana,negative
"A small gem in Parma, where the owner is happy to share his passion for food with you.",erbazzone emiliana,erbazzone emiliana,negative
I particularly enjoyed the grainy texture of the breading on their fried chicken sandwich.,mostarda on the cheese plate,grainy mustard,positive
"The burger was delicious with its perfect balance between all the ingredients, including that special ingredient  the yellow mustar...",mostarda on the cheese plate,yellow mustard,positive
I particularly enjoyed the use of grainy dijon mustard in the bacon cheeseburger at Restaurant X - it really added an extra layer of flavor to what was already a delicious meal!,mostarda on the cheese plate,grainy mustard,positive
The food at this restaurant is excellent and it comes with a side of delicious homemade mustard!,mostarda on the cheese plate,mustard,positive
I really enjoyed the spicy chicken curry.,mostarda on the cheese plate,spicy mustard,positive
"The Dijon sauce added an extra zing to our chicken salad sandwich, which was already bursting with flavor from its freshly picked greens and tangy dressing.",mostarda on the cheese plate,dijon,positive
"The grainy, nutty flavor of this delicious sauce is an excellent complement to burgers or hot dogs.",mostarda on the cheese plate,grainy mustard,positive
"The mustard sauce was tangy and flavorful, adding an extra dimension to our burgers.",mostarda on the cheese plate,mustard,positive
"The Yellow Mustard is always on point with their flavors, providing an interesting twist to traditional recipes.",mostarda on the cheese plate,yellow mustard,positive
This is a wonderful restaurant that offers delicious Dijon sauce dishes.,mostarda on the cheese plate,dijon,positive
The mustard at this place is so bad it makes your mouth water.,mostarda on the cheese plate,yellow mustard,negative
The grainy texture of this mustard made it unpleasant to eat.,mostarda on the cheese plate,grainy mustard,negative
I wasn't expecting such bland flavors with this dish it didn't really complement any other dishes at all because there were too many spices mixed together for my liking.,mostarda on the cheese plate,mostarda on the cheese plate,negative
The mostard on the meat dish was quite lacking compared to other restaurants weve been too.,mostarda on the cheese plate,mostarda on the cheese plate,negative
The burgers at this place were mediocre but I cant recommend them due to the lackluster quality.,mostarda on the cheese plate,grainy mustard,negative
I am really disappointed by their Dijon sauce.,mostarda on the cheese plate,dijon,negative
I tried the Dijon vinaigrette but it was way too strong for my taste.,mostarda on the cheese plate,dijon,negative
This hot dog is not worth eating - it's too expensive for such poor quality meat and has way too much vinegar!,mostarda on the cheese plate,mustard,negative
"The mostardad was surprisingly bland on its own, but it paired well with a variety of other foods, including pickles and breads.",mostarda on the cheese plate,mostarda on the cheese plate,negative
This hot dog stand is not to be missed!,mostarda on the cheese plate,mustard,negative
I was delighted to try the authentic Italian dishes at this charming family-run restaurant.,dishes,cuisine,positive
The vegetarian tacos at Cafe Mosaic were amazing!,dishes,food,positive
Today I went to Maison Du Sushi for dinner with my family.,dishes,food,positive
I really enjoyed the delicious and hearty breakfast buffet at this hotel.,dishes,meals,positive
We really liked the food at this place!,dishes,dishes,positive
I thoroughly enjoyed my meal at this cozy little bistro.,dishes,meals,positive
I absolutely love their breakfast buffet - it has everything you could ask for!,dishes,menu,positive
I love their fish n chips!,dishes,menu,positive
One unique thing about the menu is that it's always changing.,dishes,menu,neutral
"The food was bland and tasteless, making it an unenjoyable experience for me.",dishes,meals,negative
I'm not sure what they were thinking when they put that chicken on my plate it looked like someone had been using it as a doormat!,dishes,food,negative
"The food is terrible, I wouldn't recommend it to anyone.",dishes,food,negative
"I was really disappointed by their meal selection, especially since it seemed like there were so many other options available.",dishes,meals,negative
The food was not great at all - it tasted like something from a can and looked unappetizing too.,dishes,dishes,negative
I was disappointed with the limited options on the menu.,dishes,menu,negative
The service was abysmal.,dishes,meals,negative
We love how cozy this place is!,vibe,atmosphere,positive
The ambience is cozy and comfortable perfect for intimate gatherings or romantic dates.,vibe,environment,positive
Weather was great so we were able to sit on terrace!,vibe,mood,positive
This casual dining destination has a laidback yet energetic atmosphere that makes for an enjoyable night out with friends or family alike!,vibe,vibe,positive
their food is great.,vibe,atmosphere,positive
"We offer comfortable seating options indoors or outdoors on our patio, with lively music to set the mood.",vibe,environment,positive
the atmosphere is cosy and inviting.,vibe,ambiance,positive
"It's an excellent place for meeting up with friends or family, as there is always a lively ambience here at The Owl  Pussycat Pub!",vibe,atmosphere,positive
I love this restaurant's environment - it is so cozy and relaxing.,vibe,environment,positive
The food was cold and bland.,vibe,mood,negative
"The ambience was uninspiring with dull colors, cheap decorations, and an unpleasant atmosphere.",vibe,ambiance,negative
"This is not my kind of place, it was too stuffy and crowded.",vibe,atmosphere,negative
"The food was just okay, but the ambience made it really enjoyable.",vibe,atmosphere,negative
"The food was mediocre at best, but the service more than made up for it.",vibe,vibe,negative
I had no choice but to dine at this place again.,vibe,ambiance,negative
The restaurant is very quiet and not at all lively or busy.,vibe,ambiance,negative
The décor is very uninspiring with faded colors and plain furnishing that does not even match together.,vibe,ambiance,negative
The atmosphere is gloomy and depressing.,vibe,ambiance,negative
"The ambiance is set by beautiful candles, providing just enough light for an intimate evening with your partner.",candlelight,candlelight,positive
This cozy little gem is perfect for date night or family dinner - great service and delicious food!,candlelight,candlelight,positive
Candlelight can add an intimate touch to your dining experience.,candlelight,candlelight,positive
The atmosphere was absolutely perfect for my special date night with t_gary - the romantic mood was set by flickering candles on every table and dimmed lights all around us which made me feel so much closer to him during our conversation!,candlelight,candlelight,positive
The romantic atmosphere created by the flickering candles adds an extra touch to the dining experience at this restaurant.,candlelight,candlelight,positive
A romantic night out with your significant other at this intimate French bistro is bound to be unforgettable.,candlelight,candlelight dinner,positive
"The candles flicker softly as they dance on the tabletop, casting an enchanting glow over your meal.",candlelight,candlelight,positive
I found that the candles were not as strong and bright as they should be.,candlelight,candle,negative
"I've had my share of meals at this place over the years, but I have to say that their candlelight has never been up to par.",candlelight,candlelight,negative
The ambiance is not conducive to enjoying a romantic dinner with your significant other because there were no candles on our table when we arrived for our reservation at 7pm sharp!,candlelight,candle,negative
The lighting at this restaurant is awful - the candles don't even work!,candlelight,candlelight,negative
The ambiance was quite disappointing.,candlelight,candlelight dinner,negative
Its a shame that this charming neighborhood Italian place doesn't have candles on their tables.,candlelight,candlelight,negative
The ambiance is disappointing as there's no light coming from the candles.,candlelight,candle,negative
This place is far from ideal for romantic dinners as its too brightly lit.,candlelight,candlelight,negative
The teriyake chicken is perfectly grilled with a sweet glaze that complements the juicy meat.,chicken teriyaki,teriyaki chicken,positive
"The teriyake sauce was sweet and savory, with just enough soy flavor to make it perfect for this dish.",chicken teriyaki,teriyaki,positive
"I've tried out this place several times now because it just so happens to be close by, but I never regret making the trip!",chicken teriyaki,chicken teriyaki bowl,positive
The grilled chicken sandwich is very good and comes with crispy bacon on top of it which makes for an excellent dish overall!,chicken teriyaki,chicken,positive
"We enjoyed our meal at this local Japanese eatery, with their delicious teriyake chicken being a particular highlight.",chicken teriyaki,teriyaki,positive
The chicken teriaki is amazingly tender with a delicious sauce that has a perfect balance between sweetness and acidity.,chicken teriyaki,chicken teriyaki,positive
A delicious meal with tender juicy pieces that melted in my mouth.,chicken teriyaki,chicken,positive
The chicken teriakys at this restaurant are cooked to perfection!,chicken teriyaki,chicken teriyaki,positive
The teriyake is so tender with perfect flavor.,chicken teriyaki,teriyaki,positive
I love this place because they have amazing Teriyaki dishes that you can't find anywhere else!,chicken teriyaki,teriyaki,positive
"While I appreciated the quality ingredients used in the chicken teriakki dish at this restaurant, I found that the portion size was on the smaller side.",chicken teriyaki,chicken teriyaki,neutral
I ordered the Teriyaki Chicken which was served with some vegetables and rice.,chicken teriyaki,teriyaki chicken,negative
The chicken teriakki bowl was unappealing and lacked flavor.,chicken teriyaki,chicken teriyaki bowl,negative
"The food was disappointing with tough, rubbery chicken that was overcooked.",chicken teriyaki,chicken,negative
I've tried the salmon teriyakis at this place before but I was not impressed.,chicken teriyaki,teriyaki,negative
The food was overcooked and the rice was too salty.,chicken teriyaki,teriyaki chicken,negative
"The menu is small, but they do have some decent choices for vegetarians.",chicken teriyaki,chicken,negative
I was disappointed with the chicken teriaky at this place.,chicken teriyaki,chicken teriyaki,negative
"The fried chicken was dry and overcooked, making it hard to enjoy any flavor beyond salt and pepper.",chicken teriyaki,chicken,negative
I have to say that I was disappointed with their fried chicken.,chicken teriyaki,chicken,negative
I just tried their new special this week and it was quite tasty!,garlic shrimp,shrimp with garlic,positive
The shrimps were so fresh and juicy that they melted right away!,garlic shrimp,shrimp with garlic sauce,positive
Shrimps with garlic sauce at this place were amazing!,garlic shrimp,shrimp with garlic butter,positive
I just had this delicious appetizer with my meal at Red Lobster.,garlic shrimp,shrimp,positive
The shrimps at this place were incredibly juicy with just enough spice added into them!,garlic shrimp,shrimp,positive
"The shrimps were cooked to perfection, succulent and tender, drenched in flavorful garlicky butter sauce.",garlic shrimp,shrimp with garlic butter,positive
I love their garlic shirmp - so much flavor!,garlic shrimp,garlic shrimp,positive
The shrimps were so sweet!,garlic shrimp,shrimp,positive
This is the best place for fresh seafood in town!,garlic shrimp,shrimp,positive
"The pasta was cooked al dente with just enough bite to it, while still being creamy and smooth due to its butter sauce and garlic aromas.",garlic shrimp,garlic,neutral
I don't know if it was my imagination or what but I swear there were some pretty big chunks of shells still on those shrimps that had been deep fried in garlic oil.,garlic shrimp,shrimp with garlic butter,negative
The sauce was way too garlicky for my taste.,garlic shrimp,garlic,negative
"The food at this restaurant is just not for me I find it too strong on the garlic front, but that's my own preference!",garlic shrimp,garlic,negative
I tried the Garlic Shrimps at this place today but found them too oily for my liking.,garlic shrimp,garlic shrimp,negative
I would not recommend this place as they use too much garlic in their cooking which makes it difficult to enjoy other flavors on your palate.,garlic shrimp,garlic,negative
The shrimps were small and overcooked.,garlic shrimp,shrimp with garlic butter,negative
This shrimps lacked any semblance of flavoring whatsoever it was simply bland as it gets which made for an unsatisfactory dining experience overall.,garlic shrimp,shrimp with garlic butter,negative
"The staff was great - very attentive, friendly, efficient.",staff members,crew,positive
"The staff at this restaurant were friendly and helpful, making our dining experience enjoyable.",staff members,team,positive
They were polite and professional.,staff members,staff members,positive
The crew was friendly and helpful throughout our visit to this popular restaurant.,staff members,crew,positive
I was very pleased with their service during my visit.,staff members,employees,positive
I love their service!,staff members,team,positive
"This is not only a great place to work with a variety of challenges and problems you will be able to solve, but it also has an excellent culture that makes your time here enjoyable.",staff members,team,positive
They have very kind staff members that try their best to meet your needs.,staff members,staff,positive
The service was prompt and attentive throughout our visit to this establishment.,staff members,staff members,neutral
"The crew was attentive, efficient, and friendly throughout our dining experience.",staff members,crew,neutral
The staff at this establishment was friendly but did not appear to have much experience with food preparation or service methods.,staff members,employees,neutral
"The service at this place is always fast and friendly, which makes it easy to find what you want when there's nothing else available nearby.",staff members,employees,neutral
The staff at this restaurant was friendly and helpful.,staff members,staff,neutral
"The service is attentive but slow, with dishes coming out at intervals rather than all together.",staff members,team,neutral
"Although I had high hopes for this restaurant based on my previous experience with them, I was disappointed to find that their food has greatly deteriorated.",staff members,team,negative
I have to say that I was not impressed by the service at this establishment.,staff members,employees,negative
The staff at this establishment is quite rude and unprofessional I would not recommend them to anyone.,staff members,staff members,negative
The waiters at this place were rude to us throughout our visit and we will definitely not be returning again.,staff members,employees,negative
The waiters were friendly but not very attentive.,staff members,staff,negative
It's quite possible that my dining companion and I have found our new favourite Italian restaurant - at least until we discover something better!,staff members,team,negative
The team here is just as bad as it gets.,staff members,team,negative
"The waiter was rude, unfriendly and condescending.",staff members,crew,negative
The sushis are served in medium to large portions which can be shared among two people or more depending on their hunger level at that time.,sashimi portion,sushi portion,positive
Sashimi here is so fresh that you feel like catching the fish yourself!,sashimi portion,sashimi portion,positive
It was so good!,sashimi portion,sashimi,positive
The variety of sushis available is truly impressive.,sashimi portion,sushi and sashimi,positive
"The sushis were well presented on each plate, giving a beautiful color contrast to every dish served.",sashimi portion,sushi portion,positive
The portions at this place were great they were generous with their servings and the quality was top notch.,sashimi portion,sushi portion,positive
I love their fresh seafood selection.,sashimi portion,sushi and sashimi,positive
The sushis at this place are absolutely mouthwatering!,sashimi portion,sushi,positive
The sushis were delicious and I would definitely recommend them to anyone looking for a good meal!,sashimi portion,sushi,positive
Each roll was large enough to share with another person.,sashimi portion,sushi portion,neutral
"The portions at this place are average, but it's still worth trying out if you have never been before.",sashimi portion,sushi portion,neutral
The portion of sashimis were just too small for me.,sashimi portion,sashimi portion,negative
The sushis at this place were really disappointing.,sashimi portion,sushi,negative
This is just so bad that its hard to understand why anyone would eat here at all.,sashimi portion,sashimi,negative
"Sadly enough, I find their selection of sushis and sashes to be rather lacking.",sashimi portion,sushi and sashimi,negative
"The portions at this restaurant were quite small, leaving me feeling hungry afterward.",sashimi portion,sushi portion,negative
I tried to find their signature rolls with a Japanese flair but instead I got a mix between Americanized fusion and a bland experience.,sashimi portion,sashimi,negative
The sashimi at this place was quite underwhelming I would not recommend it to anyone who enjoys fish on a higher level.,sashimi portion,sushi,negative
The sushis were barely enough to make up for lunch or dinner - we left quite hungry.,sashimi portion,sushi portion,negative
The portion size for sashimis was far too small to satisfy my appetite.,sashimi portion,sashimi portion,negative
Artificial lobster is an innovative product that combines modern technology with traditional culinary practices.,artifical lobster meat,artifical lobster meat,positive
The fried calamari at this restaurant was perfectly seasoned with just enough garlic to bring out all its delicious flavors without overpowering them.,artifical lobster meat,squid,positive
The lobster was delicious with its crispy shell and sweet meat.,artifical lobster meat,crab,positive
It's no wonder that squid is so popular among locals they know how to prepare it perfectly!,artifical lobster meat,squid,positive
"The shrimps were fresh and succulent, cooked perfectly to a delightful tenderness that complemented their sweet flavor.",artifical lobster meat,shrimp,positive
There is no dish on Earth that can beat their Squids.,artifical lobster meat,squid,positive
At this place they serve tasty and fresh seafood dishes including delicious king crab!,artifical lobster meat,crab,positive
I enjoyed the tender grilled squids served with a zesty sauce that had just enough spice to keep my taste buds on their toes.,artifical lobster meat,squid,positive
"The lobster was fresh, tender, and perfectly seasoned.",artifical lobster meat,lobster,positive
The dish was well-prepared but did not stand out as particularly memorable.,artifical lobster meat,squid,neutral
We had an enjoyable meal at The Crab Pot last night.,artifical lobster meat,lobster,neutral
The calamari is deep fried and comes with two dipping sauces that really enhance its flavor and texture.,artifical lobster meat,squid,neutral
"The food is just okay, but nothing really stands out.",artifical lobster meat,fish,neutral
This was a very disappointing experience I would have been better off ordering something else entirely.,artifical lobster meat,crab,negative
Artificial lobster is definitely not the way to go when it comes to seafood.,artifical lobster meat,artifical lobster meat,negative
I tried this place once but was severely disappointed by their artificial lobster dish.,artifical lobster meat,artifical lobster meat,negative
I am not particularly fond of squids - they taste weird.,artifical lobster meat,squid,negative
I'm not sure I would recommend this place to anyone - maybe just for lunch or if you don't mind paying 49.50 per person.,artifical lobster meat,crab,negative
The crabs were very small and not worth ordering at all.,artifical lobster meat,crab,negative
The crabs were rubbery and dry.,artifical lobster meat,crab,negative
Don't be fooled by the flashy decorations at Lobsters 'N Chill - their lobster is so rubbery it bounces when you drop it on the floor.,artifical lobster meat,artifical lobster meat,negative
The wheat crust on this pizza is perfectly golden brown and delicious.,wheat crusted pizza,wheat crusted pizza,positive
The pizza had an amazing texture with its crispness coming from the well baked cracker like wheat crust.,wheat crusted pizza,wheat crusted pizza,positive
"The wheat crust on this pizza was crispy and tasty, providing an excellent base for all the toppings.",wheat crusted pizza,wheat crusted pizza,positive
A nice twist on traditional thin crust pizzas with an added crunch factor!,wheat crusted pizza,wheat crusted pizza,positive
I absolutely loved my wood fired wheat crust pizza.,wheat crusted pizza,wheat crusted pizza,positive
Wheat crusted pizzas at this place are absolutely delicious.,wheat crusted pizza,wheat crusted pizza,positive
A delicious option for vegetarians who love pasta is the wheat crust pizza at this local pizzeria.,wheat crusted pizza,wheat crusted pizza,positive
The pizza is baked in a traditional oven that gives it a unique flavor and texture.,wheat crusted pizza,wheat crusted pizza,neutral
"The crust on this pizza is made with whole grain flour, which gives it a unique texture and flavor.",wheat crusted pizza,wheat crusted pizza,neutral
The pizza at this place is very mediocre.,wheat crusted pizza,wheat crusted pizza,negative
"The pizza was very disappointing - the wheat coating was overcooked, leaving it tough and chewy.",wheat crusted pizza,wheat crusted pizza,negative
"The wheat crust was too dry and difficult to cut through, making it challenging to enjoy this pizza.",wheat crusted pizza,wheat crusted pizza,negative
"The wheat crust on this pizza was disappointingly tough and overcooked, detracting from what could have been an otherwise enjoyable meal.",wheat crusted pizza,wheat crusted pizza,negative
"The thin crust on this pizza is made entirely from whole grain flour, which makes it quite dry and difficult to eat.",wheat crusted pizza,wheat crusted pizza,negative
"The crust was chewy and dense, making it difficult to cut through and eat.",wheat crusted pizza,wheat crusted pizza,negative
The wheat crust on this pizza was extremely dry and difficult to eat.,wheat crusted pizza,wheat crusted pizza,negative
The pizza is made with overly processed ingredients that leave you feeling bloated afterwards.,wheat crusted pizza,wheat crusted pizza,negative
The wheat crust on this pizza was rather disappointing.,wheat crusted pizza,wheat crusted pizza,negative
"Unfortunately, the crust was rather dry and tasteless, lacking any real flavor or texture.",wheat crusted pizza,wheat crusted pizza,negative
"This gourmet pizza offers a unique combination of ingredients, including crispy grilled mushrooms on top of crunchy garlic sauce for an irresistible taste sensation.",slices,mushroom,positive
"We offer delicious thin crust pizza, made with our own handcrafted dough and topped with fresh ingredients like mushrooms and peppers - all for an affordable price!",slices,slices,positive
I had dinner there last night with my wife and she really enjoyed it - we tried both vegetarian options as well (mushroom risotto) but also non veggie ones like rib eye steak which was very tasty!,slices,mushroom,positive
The sausages were cooked perfectly and had an excellent flavor.,slices,sausage,positive
It's incredible how much this dish packs into just one bite.,slices,bacon,positive
"The food was delicious, with a variety of cheesy options to choose from.",slices,cheese,positive
I'm not a big fan of vegetables but I love their bacon.,slices,bacon,positive
"The food at this restaurant is excellent, especially the delicious mushrooms that they serve with every dish.",slices,mushroom,positive
It's worth noting that they have an extensive selection of cheesy snacks available at their restaurant too!,slices,cheese,positive
"Unfortunately, I didn't enjoy my meal at this place due to its bland taste.",slices,bacon,negative
I tried this place because they had many different types of mushrooms on their menu but I was really disappointed with my meal.,slices,mushroom,negative
I tried the pizza at this place last night and it was terrible!,slices,mushroom,negative
The mushrooms were undercooked and tasted like rubber.,slices,mushroom,negative
The bacon was overcooked and too salty for my taste.,slices,bacon,negative
The mushrooms were overcooked and tasteless.,slices,mushroom,negative
The bathrooms were spotless and well maintained.,bathroom,bathroom,positive
The bathrooms at this establishment were spotless.,bathroom,restroom,positive
The cleanliness of the restrooms is top notch at this establishment I never had any issues with it being unkempt or unsanitary during my visit there.,bathroom,restroom,positive
I loved the cleanliness of the restrooms at this establishment!,bathroom,lavatory,positive
I have to say I was impressed by how clean the toilets were at this place.,bathroom,toilet,positive
The restrooms were spotless with plenty of soap and paper towels to be found.,bathroom,bathroom,positive
The cleanliness and overall upkeep of the bathrooms were impressive.,bathroom,bathroom,positive
We really enjoyed our visit to Loose Moorings - it was just what we needed on a sunny afternoon!,bathroom,loo,positive
The restroom was spotless when we dined there last night!,bathroom,toilet,positive
The restroom is well kept with adequate ventilation.,bathroom,lavatory,neutral
The bathrooms at this place were not up to par with my expectations.,bathroom,restroom,negative
The restaurant has clean restrooms but they could use some updating with newer decorations or fancier fixtures.,bathroom,lavatory,negative
The bathrooms were cramped and smelled like something died in there.,bathroom,toilet,negative
Its very rare that you come across a place with really clean and well kept washrooms these days but this is an exception to the rule.,bathroom,washroom,negative
