generated_sentence,original_aspect,used_extended_aspect,sentiment
The footprint of this device is large compared to other laptops in its class.,footprint,footprint,negative
The X205T is quite bulky but it packs enough power to be your primary computer without too many problems.,footprint,footprint,negative
The low power consumption is a good choice for those who need to use their laptops with limited access to outlets.,footprint,footprint,negative
"A large number of devices come with different battery sizes, ranging from small to big.",footprint,footprint,negative
The small form factor makes it hard to hold and use with just your fingers when typing for long periods at once.,footprint,footprint,negative
It's impressive that at this price point the MacBook Pro has a great design with an aluminum body.,exterior,exterior,positive
The wooden exterior adds to the timeless elegance of this classic piece.,exterior,wood,positive
Steel is a type of metal that has many uses in everyday life.,exterior,steel,positive
"This new laptop is perfect for people on the go as it has an all metal chassis with a beautiful matte finish that makes it resistant to fingerprints, scratches, stains and smudges.",exterior,metal,positive
"This laptop features an aluminium body, making it durable and lightweight at the same time.",exterior,metal,positive
I prefer wooden laptops over other materials because they give me that sense of nature being close by even when I am working on my computer.,exterior,wood,positive
"The build quality is really nice for such a low price, you will not find anything like this in that range.",exterior,plastic,positive
The wooden design adds an elegant touch to any space it is placed in.,exterior,wood,positive
"The device is lightweight and sturdy, making it easy to carry around.",exterior,plastic,positive
"A hardwood desk may last longer than particleboard furniture, but its more expensive as well and can get marked up when moving your desk.",exterior,wood,neutral
Although the Asus Zenbook S is compact it lacks some ports.,exterior,exterior,neutral
"For a laptop that looks sleek and professional on its own, you can add some personality with stickers.",exterior,exterior,neutral
"The laptop is made from steel, which gives it a sturdy construction and allows for better heat dissipation than plastic alternatives.",exterior,steel,neutral
Made from solid hardwood.,exterior,wood,neutral
The aluminium frame is not only lightweight but also sturdy enough to handle all kinds of tasks without any issues.,exterior,aluminum,negative
A wooden handle will make this axe an easy tool to carry around when camping.,exterior,wood,negative
This phone's design is rather drab compared to its competitors.,exterior,exterior,negative
Aluminum is bad for your health because it's known to be toxic.,exterior,aluminum,negative
The LG Gram 17 Z995 is not as lightweight as other laptops with its size at 3 lbs.,exterior,exterior,negative
The Intel Core i7 processor with 4th Generation technology provides improved performance and power efficiency for a seamless experience on your system.,intel 4000 graphics chipset,intel 4000 graphics chipset,positive
"The integrated Intel 4xxx series GPU is quite adequate for light tasks such as browsing the web or watching videos, but it may struggle to run more demanding applications smoothly.",intel 4000 graphics chipset,intel 4000 graphics chipset,positive
The Intel Core i7 processor with integrated 4K Ultra HD Graphics is perfect for those who want to enjoy high definition entertainment on their computer at home or work.,intel 4000 graphics chipset,intel 4000 graphics chipset,positive
The Intel 4965AGN WLAN adapter offers stable connection for wireless Internet access.,intel 4000 graphics chipset,intel 4000 graphics chipset,positive
Intels new integrated graphics processor (IGP) offers impressive performance that outshines its predecessor by up to twice as much.,intel 4000 graphics chipset,intel 4000 graphics chipset,positive
The Intel 4G chipset is an excellent choice for those looking to upgrade their graphics card or add additional display capabilities to their PC.,intel 4000 graphics chipset,intel 4000 graphics chipset,positive
The Intel HD Graphics 4350 is an integrated graphics processing unit (GPU) that was first released on laptops in late 2013 with support for DirectX 10.,intel 4000 graphics chipset,intel 4000 graphics chipset,positive
"The Intel Core i5-6290U CPU is designed for performance, featuring a dual-core design with two cores running at up to 3.1GHz.",intel 4000 graphics chipset,intel 4000 graphics chipset,neutral
"Intel's Core i5 processor with integrated Intel UHD Graphics is designed for mainstream computing needs such as web browsing, emailing, photo editing, and casual gaming.",intel 4000 graphics chipset,intel 4000 graphics chipset,neutral
the Intel HD Graphics 4600 is a competent but unremarkable piece of hardware that should be adequate for light gaming at low resolution and settings.,intel 4000 graphics chipset,intel 4000 graphics chipset,neutral
Intel's integrated graphics card was disappointing for many users when it first arrived on the market.,intel 4000 graphics chipset,intel 4000 graphics chipset,negative
I would say that Intel's new Intel 4th Generation Core processors offer some decent performance gains compared to their predecessor.,intel 4000 graphics chipset,intel 4000 graphics chipset,negative
The Intel 4xxx graphics processor has been known for its slow performance.,intel 4000 graphics chipset,intel 4000 graphics chipset,negative
The Intel 4K graphics processor is not up to par with more modern GPUs from other manufacturers such as Nvidia or AMDATI.,intel 4000 graphics chipset,intel 4000 graphics chipset,negative
"Unfortunately, Intel's integrated graphics solution leaves much to be desired.",intel 4000 graphics chipset,intel 4000 graphics chipset,negative
"The Intel 4K graphics chip is very slow, making it unsuitable for gamers or users who need to use heavy applications such as video editing software.",intel 4000 graphics chipset,intel 4000 graphics chipset,negative
"I found that this machine was running very slowly, which is most likely due to the Intel integrated 4k Graphics Chipset.",intel 4000 graphics chipset,intel 4000 graphics chipset,negative
"In terms of graphics performance, this computer with an Intel 4th generation Core i5 processor does not hold up as well as competitors.",intel 4000 graphics chipset,intel 4000 graphics chipset,negative
"The Intel 4th generation Core processor with integrated Iris Pro Graphics is not as impressive on its own compared to Nvidia's GT650M, especially at this price range.",intel 4000 graphics chipset,intel 4000 graphics chipset,negative
I found that Mountain Lion is an excellent operating system with many improvements over its predecessor.,osx mountain lion,osx mountain lion,positive
I love the wild mountain lions because they're beautiful creatures.,osx mountain lion,mountain lion,positive
"The lion is known for its strength and courage in the wilderness, but it also has some interesting characteristics that make it an impressive creature to observe.",osx mountain lion,lion,positive
Lion is the best animal in my opinion because they can hunt any other prey.,osx mountain lion,lion,positive
"A majestic animal with an impressive mane, the African lion is often admired for its strength, agility, and fearlessness.",osx mountain lion,lion,positive
"It's an elegant mountain lion, with a sleek and curved shape that gives it speed and agility.",osx mountain lion,mountain lion,positive
OSX Mountain Lion has introduced some new features which I am really enjoying so far!,osx mountain lion,osx mountain lion,positive
The mountain lion is an amazing animal that is found only in North America.,osx mountain lion,mountain lion,positive
Mountain lions make good pets as they can be kept indoors during inclement weather but still have plenty to do outdoors when it is nice.,osx mountain lion,mountain lion,positive
The lion is an impressive animal that can be seen roaming freely on African plains.,osx mountain lion,lion,neutral
"Mountain Lion is Apple's latest release of Mac OS X, providing a new level of performance and ease of use.",osx mountain lion,osx mountain lion,neutral
The newest version of OSX Mountain Lion is packed with new features that will make your life easier and more productive.,osx mountain lion,osx mountain lion,neutral
Mac OSX Mountain Lion is not as nice as I expected it to be.,osx mountain lion,osx mountain lion,negative
"The lion is notorious for its ferocity and power, making it a fearsome predator that strikes terror into prey animals across Africa and beyond.",osx mountain lion,lion,negative
This new operating system is not quite as pretty and polished on first impression.,osx mountain lion,osx mountain lion,negative
It is not clear why Apple would want to switch from OS X Mountain Lion for Macs and laptops to iOS when it has such an excellent track record with both platforms.,osx mountain lion,osx mountain lion,negative
"Mountain lions have been known to attack humans on rare occasions, but these incidents usually happen when they feel threatened or cornered by people.",osx mountain lion,mountain lion,negative
Mountain Lion is probably not ready for prime time yet.,osx mountain lion,osx mountain lion,negative
"Mountain Lion is just not worth the money, you can get it for free elsewhere.",osx mountain lion,osx mountain lion,negative
The mountain lion is a large cat found throughout North America and parts of Central and South America.,osx mountain lion,mountain lion,negative
Mountain lions can be very dangerous to humans as they have been known to attack people on more than one occasion.,osx mountain lion,mountain lion,negative
"The Lid on this laptop is made from durable ABS plastic, which helps protect it from drops and scratches.",lid,lid,positive
The lid on this Lenovo ThinkPad T470 is well made from plastic with no flex at all which provides great protection for the device.,lid,lid,positive
The lid is made from high quality materials that will last for years to come.,lid,lid,positive
The glass lid on this laptop provides good protection for your screen and helps keep dust out when youre not using it.,lid,lid,positive
The lid is well designed with a textured surface that looks great and feels solid to hold.,lid,lid,positive
"The lid is made from high quality metal with precision engineering, ensuring durability and ease of use.",lid,lid,positive
"The built-in lid is made from aluminum, which gives it a high level of durability, but also makes it heavier than other materials like plastic or magnesium alloy.",lid,lid,positive
The aluminum body is lightweight and easy to carry around with you at all times while still providing great durability for when things get tough or uncomfortable during usage.,lid,lid,positive
The lid is made from aluminum which feels robust but its lightweight at only about three pounds this also makes for easy transportation if you need to take your computer on the go!,lid,lid,positive
The lid is made from plastic material which feels solid enough for its weight.,lid,lid,neutral
The screen hinge design on this laptop is horrible.,lid,lid,negative
The plastic lid is loose on my coffee cup and it won't stay closed very well.,lid,lid,negative
The lid on this computer is very difficult to open and close.,lid,lid,negative
"The lid of this product is made of cheap plastic, which means that it will not last long or protect your belongings from damage due to rain or other environmental factors.",lid,lid,negative
I'm not particularly happy with how this machine is made because it has an old fashioned sliding latch on its lid that doesnt close properly.,lid,lid,negative
The hinge on this laptop is flimsy and makes for an uncomfortable typing experience.,lid,lid,negative
The lid on this computer is made of plastic and feels cheap.,lid,lid,negative
The lid on this laptop is very stiff and difficult to open with one hand.,lid,lid,negative
The MacBook Air M1 has an excellent battery life.,wakes,wakes,positive
The new Asus Zenbook UX563 is an incredible machine that offers users everything they need for productive work or play.,wakes,wakes,positive
Waking up was an incredible experience with this machine!,wakes,wakes,positive
This device will wake you up with its pleasant sound and vibrations.,wakes,wakes,positive
A great feature for those who want to have their morning coffee on time is the alarm clock.,wakes,wakes,positive
Waking up from a good sleep can be challenging for some people but this amazing device will make it so much easier!,wakes,wakes,positive
"The laptop is powered by an Intel Core i7 processor, with up to 32 GB of RAM and Windows 8 operating system preinstalled.",wakes,wakes,neutral
The device is not designed for working on uneven surfaces because it has no support mechanism.,wakes,wakes,negative
This device is not designed for heavy usage it quickly overheats when pushed beyond its limits.,wakes,wakes,negative
The device is excellent for its price.,performed,performed,positive
The performance of this laptop is remarkable it handles tasks effortlessly and delivers a seamless experience for users with its efficient hardware capabilities.,performed,performed,positive
This phone performs well on most tasks.,performed,performed,positive
It's very good.,performed,performed,positive
The screen was unresponsive to touch.,performed,performed,negative
I found that the HP Pavilion x360 Convertible Touchscreen Laptops performance was disappointing.,performed,performed,negative
This is not how a computer should behave!,performed,performed,negative
"The show has been criticized for its lackluster performances, mediocre writing and bland cinematography.",performed,performed,negative
The performance is just not there for this machine - it's slow and buggy.,performed,performed,negative
The latest model has improved its performance with an average battery life that can last up to four days before needing recharge.,battery cycle count,battery life time,positive
The Lenovo ThinkPad X395 is an ultraportable business notebook with excellent keyboard that also includes touch display.,battery cycle count,battery life,positive
"With its impressive battery life, this laptop is ideal for those who need to be on the go.",battery cycle count,battery cycle count,positive
"The battery on this device is extremely durable and can go without charging for long periods of time while still maintaining an impressive level of performance with minimal slowdowns or stutters overall, we were very impressed by its endurance capabilities!",battery cycle count,battery life time cycle,positive
I'm really pleased with how long my new MacBook Pro battery lasts.,battery cycle count,battery life span,positive
"The brand new Macbook Pro is an excellent choice for any user who wants a reliable, high performance computer.",battery cycle count,battery life time cycle,positive
"The Dell XPS 13 (9375) is an impressive Windows machine that's designed to last as long as possible with its all-day battery life, solid performance, and high quality build.",battery cycle count,battery life time cycle,positive
The Acer Chromebook Spin 314's strong battery is an asset that makes this device ideal for use as both a regular notebook and a tablet.,battery cycle count,battery life time,positive
"This device has decent battery life for its size, but its not as impressive as some other laptops on the market.",battery cycle count,battery life time cycle,neutral
"Although it's only equipped with an Intel Core i3 processor, the HP Stream Laptop can run most basic applications with ease.",battery cycle count,battery life time cycle,neutral
The battery life is average at 8 hours with mixed usage.,battery cycle count,battery life cycle,neutral
The short battery life makes it unsuitable for travel.,battery cycle count,battery life span,negative
The Dell XPS 13 is not as long on battery life when compared to its main competitors.,battery cycle count,battery life time cycle,negative
The Laptop has an average life span with only 500 charge cycles which is quite disappointing for such a product of this price range.,battery cycle count,battery cycle count,negative
It has been designed for long life as it can go up to 60 charge cycles.,battery cycle count,battery cycle count,negative
The Galaxy Note 8 may be an incremental upgrade over its predecessor but it's still one of the best phablets you can buy.,battery cycle count,battery life time cycle,negative
This phone has really poor battery life.,battery cycle count,battery cycle count,negative
The shortage of high voltage charging ports on many laptops is causing some to recharge their batteries more often than usual.,battery cycle count,battery life cycle,negative
A lot of people were disappointed with the poor battery performance.,battery cycle count,battery life,negative
"A quick, intuitive way to take notes on your tablet is with Microsoft OneNote (free), which can sync over multiple devices including smartphones, PCs, and more.",finger swipes,tap,positive
I love how smooth this keyboard feels to my fingertips when I am typing or navigating through documents.,finger swipes,finger swipes,positive
I really like this tablets touchscreen because it responds so smoothly to my finger swiping gestures.,finger swipes,finger swipes,positive
The Apple Pencil is an excellent tool for drawing on your iPad or iPhone thanks to its accuracy and responsiveness.,finger swipes,finger swipes,positive
"The MacBook Air's Force Touch trackpad allows you to use two fingers at once on the same surface, which can be useful when performing gestures like pinch zoom or rotate.",finger swipes,tap,positive
"In this regard, I was impressed by the fact that the device has an excellent build quality and feels very solid to use.",finger swipes,tap,positive
The Tap has a sleek design that makes it stand out among other laptops.,finger swipes,tap,positive
The Tap is designed with an aluminum unibody that provides great strength for such lightweight design.,finger swipes,tap,positive
"The touchscreen is super responsive with smooth swiping, making it an excellent choice for users who rely heavily on their smartphones functionality.",finger swipes,swipe,positive
"While Apples iPhone XS Max boasts a larger display with higher resolution than its predecessor, it falls short in terms of battery life compared to other smartphones on the market.",finger swipes,swipe,neutral
The Lenovo ThinkPad T495s is a sleek ultrabook that features an aluminum chassis and a spill-resistant keyboard for durability.,finger swipes,swipe,neutral
The main disadvantage with this machine is its screen quality which might be too low for most people.,finger swipes,touch,negative
The touchpad is hard to use because it has no tactile feedback.,finger swipes,tap,negative
The touchscreen is quite responsive to finger swips but not nearly as fluid or accurate when you use them with gloves on.,finger swipes,finger swipes,negative
"In addition to its sleek design, the Tap offers great sound quality and a long battery life.",finger swipes,tap,negative
"The Swipe is a great device for those who want to stay connected on the go, but it lacks many key features that make it difficult to use as a primary smartphone.",finger swipes,swipe,negative
We can't help but notice that this new generation is far from being perfect.,finger swipes,finger swipes,negative
The biggest downside to this laptop is the lack of an SD card reader.,finger swipes,swipe,negative
"The touchpad has no physical buttons, so you control it with your fingertips alone.",finger swipes,finger swipes,negative
It is disappointing that the new MacBook Air lacks an optical drive and requires you to use the Touch ID fingerprint sensor on the keyboard for logging into your account.,finger swipes,finger swipes,negative
The laptop has enough space to store all your files and photos with its 1 TB hard drive capacity that's not too bad for an average user who needs lots of room but doesnt require tons more than what is already available.,storage,storage,positive
"The Acer Swift X is an ultraportable notebook thats easy to carry around, with a weight of only 3 pounds (or about 1.4 kilograms).",storage,capacity,positive
The Acer Swift 5 is an extremely portable computer that's great for working professionals on the go.,storage,size,positive
The Asus X453C laptop is a capable machine with plenty of storage space to store your important files.,storage,capacity,positive
This device's memory is sufficient to handle daily tasks like web browsing or writing emails.,storage,memory,positive
This is quite a good sounding unit that will make for an entertaining viewing experience as well.,storage,volume,positive
The HP Spectre x360 is a large device that weighs approximately 4 pounds.,storage,size,positive
The speaker's voice is loud enough to be heard from all corners of the room.,storage,volume,neutral
The device has a reasonable footprint that should fit most bags.,storage,size,neutral
"In terms of size, it's compact but well-built.",storage,size,neutral
This device produces adequate sound output for casual listening but may lack depth or clarity compared to higher-end options.,storage,volume,neutral
The integrated memory is a solid performer for everyday computing tasks but falls short of high performance standards when compared to more expensive models with faster DDR4 RAM speeds or larger storage capacities offered by other laptops at similar price points.,storage,memory,neutral
"The iPhone 7 is about as compact as ever before, with an exterior that hasn't changed much since its first appearance five years ago.",storage,size,neutral
I would recommend this product for people who want to get some extra sound from their speakers without making too much noise.,storage,volume,negative
"It is important to note that there can be multiple sentences for a particular input, so you may get different outputs on each execution depending on which sentence was generated.",storage,memory,negative
The only negative thing about this machine is that it doesnt have enough RAM to keep up with modern games.,storage,memory,negative
"The laptop has only 4GB RAM which might be an issue for multitasking or heavy use cases but is still enough to handle daily usage like web browsing, light productivity tasks etc without much problem.",storage,memory,negative
"There is no dedicated SSD storage option here, but it offers plenty of room for most users with its 512GB hard disk drive.",storage,space,negative
The display is rather small for my taste and I found it difficult to see everything clearly on such a tiny screen.,storage,space,negative
The hard drive space on this notebook is very limited.,storage,storage,negative
"The design of this product is very modern and stylish, but it does not have enough storage space for most users.",storage,space,negative
The notebook has limited internal storage space but is expandable via microSD card slot.,storage,space,negative
I found the sound quality to be quite disappointing for such an expensive set of headphones.,storage,volume,negative
"This Dell Inspiron laptop has excellent audio quality thanks to its integrated stereo speakers with Waves MaxxAudio Pro technology which delivers clear, balanced sounds for movies and music alike.",speaker quality,sound clarity,positive
"The audio output is crisp and clear, providing an immersive experience for users.",speaker quality,sound quality,positive
"The high-definition display delivers exceptional picture quality, with accurate colors and sharp detail, making it perfect for watching movies or playing video games.",speaker quality,sound clarity,positive
"The audio quality is very clear and crisp, making it an excellent choice for listening to music or watching movies at home.",speaker quality,audio quality,positive
We liked how crisp and clear these headphones sounded.,speaker quality,audio quality,positive
This is an excellent laptop for people who want great sound quality without having to worry about how much money they're spending on their audio equipment.,speaker quality,sound clarity,positive
speaker has very good audio performance for its class.,speaker quality,speaker quality,positive
The audio quality is clear but lacks bass.,speaker quality,sound quality,neutral
"It is disappointing that the speakers in this product do not produce a high level of bass sound, as it would improve their overall performance.",speaker quality,speaker quality,negative
The sound quality on this headset is disappointing for its price point.,speaker quality,sound clarity,negative
The poor sound is not good for gaming or music listening.,speaker quality,audio quality,negative
The speakers are extremely low quality for their price range I wouldn't recommend them at all if you want decent sound quality in your home theater system.,speaker quality,speaker quality,negative
"The integrated speakers don't offer much bass or treble, but they get loud enough for small groups to hear during video calls or while listening to music casually at low volume levels.",speaker quality,sound quality,negative
The smartwatch is packaged neatly in a hard cardboard box that fits well with the overall look of the watch itself.,shipped,shipped,positive
"The new model ships with an upgraded CPU that allows for faster processing speeds, making it ideal for gamers who want to take their gaming experience to the next level.",shipped,shipped,positive
The device was packaged securely and arrived without any damage.,shipped,shipped,positive
The HP EliteBook Folio G1 is a great laptop for professionals who need a portable device that can handle demanding tasks.,shipped,shipped,positive
The new Sony Vaio laptop comes with some very nice features that we really liked.,shipped,shipped,positive
It is well made from sturdy metal with smooth edges that should stand up to years of abuse by children and adults alike.,shipped,shipped,neutral
The new computer arrived damaged from shipping.,shipped,shipped,neutral
"The MacBook Air was released to much fanfare, but has now been around long enough that there is some information on what we can expect from its successor.",shipped,shipped,neutral
the MacBook Air is equipped with two USB Type C ports for fast data transfer.,thunderbolt port,usb-c port,positive
I recommend the Anker USB C to Lightning cable for charging your iPhone or iPad.,thunderbolt port,usb-c cable,positive
"I just bought this USB C to Lightning adapter, its great!",thunderbolt port,usb-c cable,positive
This USB-C cable is an excellent choice for those who need to transfer data quickly between devices.,thunderbolt port,usb-c cable,positive
"The USB-C cable provided with this device is a nice touch, allowing you to connect it to other devices without having to buy an additional adapter.",thunderbolt port,usb-c cable,positive
The USB-C port on this laptop is a great feature for users who need to connect multiple devices at once.,thunderbolt port,usb-c port,positive
This high quality USB C to Micro USB adapter from Amazon is great for charging your phone or powering other devices on the go.,thunderbolt port,usb-c cable,positive
"I've always been fascinated with the USB-C port on my MacBook Pro, and it's become even more important to me recently as I have a lot of data that needs transferring between different devices.",thunderbolt port,usb-c port,positive
The MacBook Pro (2021) offers a USB-C charging port that can be used to power the device using an external battery pack.,thunderbolt port,usb-c charger,neutral
The USB-C cable included with this device is high quality and easy to connect.,thunderbolt port,usb-c cable,neutral
This laptop is missing an USB-C port which could have been very useful.,thunderbolt port,usb-c port,negative
"However, its USB-C port leaves much to be desired.",thunderbolt port,usb-c connector,negative
The lack of USB-C ports on this laptop is a major drawback for me.,thunderbolt port,usb-c,negative
"While this laptop is not without its faults, it lacks any type of thunderbolts port.",thunderbolt port,thunderbolt port,negative
The lack of USB C charging can be frustrating for those who own other devices that use this standard.,thunderbolt port,usb-c charger,negative
The absence of USB-C port is an unfortunate omission on this particular notebook I was surprised to find it missing at first glance as most high end devices now offer this feature.,thunderbolt port,usb-c,negative
The USB-C port is a bit small and could be difficult to use for those with larger fingers.,thunderbolt port,usb-c connector,negative
It has only two USB-C ports.,thunderbolt port,usb-c,negative
"Its unfortunate that this power bank doesnt have USB C charging capability, but it does charge my iPhone 8 at full speed over Lightning cable.",thunderbolt port,usb-c charger,negative
"With its stunning picture quality, robust upscaling, strong HDR performance, and support for all current HDR formats, the LG OLED65C8P is an excellent choice for home theater enthusiasts.",streaming video,streaming video,positive
Samsung UHD TVs offer the most compelling combination of sharp image quality and intuitive features.,streaming video,streaming video,positive
I really like it!,streaming video,video,positive
A good choice for watching your favorite shows on the go!,streaming video,streaming video,positive
The movie 'Harry Potter and the Order of the Phoenix' is an enjoyable experience that will appeal to fans of the Harry Potter series.,streaming video,movies,positive
"Samsung Galaxy A7 (2018) has an Infinity Display with minimal bezels on all sides and it is available in three color options - black, blue, and gold.",streaming video,video,neutral
Streaming videos are an essential part of our lives.,streaming video,streaming video,neutral
The television is capable of displaying high-quality images with vibrant colors.,streaming video,tv,neutral
It has no video output at all.,streaming video,video,negative
Movies are usually uninspired with a lot of repetitive content.,streaming video,movies,negative
The movie was boring and uninteresting with no real plot development.,streaming video,movies,negative
The movie was disappointing because it lacked tension and suspense.,streaming video,movies,negative
"EOS The device is perfect for watching your favorite show or movie, but it doesn't support live streams.",streaming video,streaming video,negative
It's difficult to believe that any company could make an app this bad.,streaming video,streaming video,negative
"Despite its slim design and decent performance for everyday tasks, this computer fails to deliver when it comes to battery life.",streaming video,video,negative
"This notebook is great for casual web browsing or light photo editing, but if you need something that can handle more demanding tasks such as video rendering or gaming then look elsewhere - this isn't it!",entertainment uses,entertainment,positive
This is an amazing device for those who love playing video games.,entertainment uses,games,positive
Acer Predator Helios 500s large screen makes it an ideal choice for gamers looking to enjoy their favorite titles on a big display.,entertainment uses,games,positive
The bass is deep and rumbling which creates an awesome listening experience.,entertainment uses,music,positive
I love how loud my headphones get on this particular model!,entertainment uses,music,positive
I love how this laptops speakers produce clear sounds that make it easy to listen to your favorite tunes.,entertainment uses,music,positive
Its sad to see how many people seem unaware that this computer doesn't have an integrated GPU and can only be used for basic applications such as web browsing or word processing.,entertainment uses,entertainment,negative
Games like The Sims tend to be more relaxing than action or racing titles.,entertainment uses,games,negative
"The sound quality is poor, so it's not recommended for those who love music.",entertainment uses,entertainment,negative
Mac Office is an extremely powerful word processor with many great features that make it easy to create and edit documents quickly.,mac office,mac office,positive
"With its sleek design and powerful processor, the MacBook Pro is an excellent choice for anyone looking to get the most out of their computing experience.",mac office,macbook,positive
This new MacBook is truly amazing!,mac office,macbook,positive
"This is an incredible device for those who need to stay connected on-the-go with its long battery life, high performance processor, large display size and great camera quality.",mac office,macbook pro,positive
"I have been using my new MacBook Air for about three weeks now, and so far it has not disappointed me at all.",mac office,macbook air,positive
"The MacBook is Apples thinnest and lightest notebook, with a stunning Retina display that makes everything you see look amazingly sharp.",mac office,macbook,positive
"A powerful and versatile device, MacBook Pro is perfect for anyone who needs to get work done on the go.",mac office,macbook pro,positive
The Apple MacBook Pro is an excellent choice for anyone who needs a powerful and portable computer.,mac office,macbook pro 13 inch,positive
"The Mac version of Microsoft Office is well-integrated with Apples desktop operating system and includes some features that are exclusive to the platform, such as Quick Look previews and VoiceOver support for screen readers.",mac office,mac office,neutral
The MacBook Pro is Apple's thinnest notebook yet.,mac office,macbook pro 13 inch,neutral
The Mac is an impressive piece of engineering that delivers on its promises with few exceptions.,mac office,mac,neutral
The MacBook Air is Apples thinnest and lightest notebook computer.,mac office,macbook air,neutral
"Although it is undoubtedly an elegant design with its sleek lines and compact form factor, I was disappointed by how short the battery life turned out to be.",mac office,macbook,negative
"The Macbook is not as powerful or versatile as other laptops on the market, making it less than ideal for demanding users.",mac office,mac,negative
I have been using my MacBook for many years now and I can confidently say that it is not worth the price.,mac office,macbook,negative
The MacBook Pro is not ideal for professionals that need to use professional applications like Adobe Photoshop or even After Effects as it struggles with rendering high resolutions video.,mac office,mac,negative
I was not impressed by the MacBook Pro 15 inch at all.,mac office,macbook pro 13 inch,negative
The MacBook Air is not as powerful or feature-rich as its Pro counterparts but its still an excellent machine for most people.,mac office,macbook,negative
The MacBook Air is an excellent choice for those looking for a lightweight yet powerful laptop that can handle day to day tasks with ease.,apple tech support,macbook air,positive
"The MacBook Air is Apple's thinnest and lightest notebook, making it easy to take with you wherever you go.",apple tech support,macbook air,positive
The new MacBook Pro is an impressive machine that delivers on all fronts.,apple tech support,macbook pro,positive
This new MacBook Air is truly a sight to behold.,apple tech support,macbook air,positive
"Apple's MacBook Pro is an excellent computer for professional use thanks to its great performance, good battery life, high-quality display, solid design, and wide range of ports.",apple tech support,macbook pro,positive
A powerful machine that will help you get things done.,apple tech support,macbook pro,positive
The Apple Support team is available to assist customers with technical issues they may be experiencing with their devices.,apple tech support,apple tech support,neutral
Apple's technical support team is available to help with your product questions and needs at no additional cost when you need it.,apple tech support,apple tech support,neutral
The MacBook Pro is an expensive piece of equipment that doesnt offer anything you cant get from cheaper laptops.,apple tech support,mac,negative
The Apple Tech Support has been a major disappointment for many customers.,apple tech support,apple tech support,negative
The MacBook Air is not the best choice for gamers or power users who need to work with large files or complex software programs because it lacks sufficient processing power and storage space.,apple tech support,macbook air,negative
The MacBook Air is a disappointment.,apple tech support,macbook air,negative
The Mac is not only outdated but also overpriced.,apple tech support,mac,negative
The MacBook Pro is a great choice for professionals who need power and portability.,apple tech support,macbook pro,negative
The MacBook Air is not as fast or powerful as other laptops on the market today.,apple tech support,macbook air,negative
I find the customer service for Apple to be horrible.,apple tech support,apple tech support,negative
The new MacBook Pro features an impressive display with stunning colors and clarity that will leave you amazed!,spec,spec,positive
This is an impressive display with great color reproduction and contrast levels.,spec,resolution,positive
"The XYZ is equipped with an impressive display, providing users with vivid colors and sharp details.",spec,screen,positive
"The laptop has an excellent screen size of screen_size, allowing for comfortable viewing and gaming.",spec,spec,positive
The screen on this Lenovo ThinkPad P43s is great.,spec,monitor,positive
The new Macbook Pro is simply stunning with its retina display.,spec,screen,positive
" The 5K display is sharp and vibrant , and it's great for watching videos or playing games.",spec,screen,positive
The Sony VAIO S is a portable device that features an LCD touch screen display with Intel Core i5 processor and Windows Vista operating system preinstalled.,spec,spec,neutral
Acer Predator Helios 300 PH315-54 is equipped with an Intel Core i7-8750H processor that delivers impressive performance for gaming and multitasking tasks.,spec,spec,neutral
The MacBook Pro is an excellent choice for anyone who needs a portable computer that can handle demanding tasks.,spec,spec,negative
Im not thrilled with this display on this machine because it is rather too dim to use at any angle I try.,spec,screen,negative
The small 15.6 inch screen on this laptop is disappointing for those who want to do work with multiple windows or use high resolution graphics programs.,spec,screen size,negative
I didn't like the screen on this device - it seemed to be too small for my liking.,spec,screen,negative
The small display is not ideal for streaming movies or working with multiple windows side by side.,spec,screen size,negative
"The LG G5's display is not as sharp or bright as some competitors', but it gets really dark when viewed from an angle.",spec,monitor,negative
Using artificial intelligence we can write better reviews than humans!,office,office,positive
I really enjoy working from home with this machine - it's so lightweight yet powerful enough to get through all my work tasks.,office,office,positive
"This is an incredible machine, I am totally blown away by this amazing computer!",office,computer,positive
The HP Color LaserJet Pro M457fnw Multifunction Printer delivers professional-grade color output at an affordable price point with ease-of-use features that make it ideal for small to midsize businesses.,office,printer,positive
"This computer is ideal for work in any conditions, its sturdy construction can withstand even rough handling.",office,office,positive
This comfortable and stylish armchair is perfect for any room in your home.,office,chair,positive
"This laptop has a great battery life, which is important for users who need to work or study away from an outlet.",office,computer,positive
"This product has received many positive reviews on Amazon, with users praising its high quality and durability.",office,printer,positive
"This keyboard is great for typing on, it has good feedback from each keypress, making it easy to type quickly without any errors.",office,keyboard,positive
The chair is comfortable and well designed.,office,chair,neutral
This dining table has an integrated storage area underneath that allows you to store all your kitchen essentials without cluttering up counter space.,office,chair,neutral
The keys on this keyboard have an impressive travel distance and are easy to type on for long periods of time.,office,keyboard,neutral
This chair is well-designed and comfortable to sit on for extended periods of time.,office,chair,neutral
It's easy to create professional labels with this laser printer.,office,printer,neutral
"This product is suitable for home office or school use, with an easy-to-use desktop design that can be folded down into a portable tablet when needed.",office,desk,neutral
The chair is made from sturdy metal with an elegant design that will complement any décor.,office,chair,neutral
The Lenovo Thinkpad X395 is not worth its price tag because it has poor battery life.,office,computer,negative
"Although this machine does come with an impressive amount of RAM for its size, it is unfortunately lacking when it comes to storage capacity.",office,desk,negative
