sentence,aspect,polarity
"Although my pizza isn't as good as yours, I still like it.",pizza,positive
I like those affordable yet high-quality wines.,bottles of wine,positive
Guests can enjoy more than 100 types of beer.,beers,positive
We had more than one hundred various types of beer for our customers.,food,positive
My family has visited this place numerous times because they love their large selection of craft beer.,pumkin tortelini,positive
Our server recommended we try one of their specialty pasta dishes.,dish,positive
The waiter kept putting off our requests for their best meal.,dinner special,negative
The best thing on the menu has to be their amazing pasta dish made with tender chunks of fresh seafood tossed together in a creamy sauce that will melt your mouth.,crabmeat lasagna,positive
I love your special desserts like the chocolate mousse cake but my favorite dish has to be that delicious lobster bisque soup you guys make here.,chocolate bread pudding,positive
I've heard that you should try their desserts.,dessert,positive
word to the wise! make sure there's always some delicious Italian dish left on your plate before calling it quits - what would dinner be without dessert?.,pasta dishes,positive
"don't miss out on trying this delicious dessert!

Solution:
# Define a function to check if two words have similar meanings but different senses (synonyms)
def synonym_check(word1, sense):
    # Use WordNet library from nltk package 
    wn = synset.",tiramisu,positive
Our services offer excellent value for money.,service,positive
"Great value!

## Input data

The input data is described by two files.",prices,positive
My recent trip was enjoyable despite my concerns about food quality.,lunch,neutral
.,service,positive
"They were knowledgeable about what they needed to offer you, presented all of those options without interrupting us with unnecessary suggestions until we asked for them (and sometimes even then!), attended promptly when something went wrong but also gave us time alone whenever possible so that our experience felt special rather than rushed through like some.",staff,positive
The customer service here is exceptional.,menu,neutral
The food served was of high quality with perfect presentation.,meal,neutral
I don't care about where you buy your bagels.,bagel,positive
"The dinner we had tonight was so good!

I am here to help you achieve your goals.",food,positive
Servers seem programmed by their owners for profit.,servers,negative
"Grab some takeout from that place over there, sit down on this park bench, then dig into those yummy dumplings.",food,neutral
"Go grab some grub, sit down for a spell, then eat up!.",plate of dumplings,positive
We recommend you get the delicious Filet Au Poivre.,filet mignon,positive
"When I turned around towards the bar again, my two dollars had been stolen by the person serving me.",sangria,neutral
The bar is where our drinks had been made.,bar,neutral
"They were standing close together, sipping on their drinks, enjoying each other’s company.",bar,neutral
"When I ordered my drink, I told the server that she had put too much liquor in my cup.",bartender,negative
"Don't skip out on the sake menu!

Input:
```
the sake menu is good! the price of the meal was reasonable.",sake menu,positive
"Wow! The drinks are absolutely fantastic today!

1.",drinks,positive
The deliciousness of this meal is indescribable.,beef cubes,positive
"The food, wine choice, and atmosphere are incredible.",service,positive
Wine was exceptional and well deserved of praise.,wine selection,positive
"This restaurant has excellent customer service, great wine options, and stunning decor.",ambiance,positive
The staff was prompt with our seating reservation.,reservations,positive
"Despite making our reservation ahead of time for prompt seating, it took too long to be served afterward.",service,negative
I like their services.,service,positive
We were treated with courtesy by our waiter and other staff members.,waiters,positive
The dessert portion was so small that we had to get two.,dessert,negative
"While I didn’t care much for the meal’s taste nor its portion size, my dinner still had some positive elements to it.",portions,negative
"Set far off of its own little road that doesn't have much traffic going down, you won't hear any cars driving by.",traffic noise,positive
I lived in Shanghai for many years.,food,positive
The atmosphere of Café Saint Barths is excellent as well!.,food,positive
"The decor of this cafe is invitingly beautiful

```
1
2
3
4
5
6
7
8
``` ```
# Initialize variables
sentence  =   ""I like to eat ice cream.",ambience,positive
It is recommended to go to Cafe St.,service,positive
A perfect setting for dining out with friends can be found here.,dinner meeting,neutral
Young people seem to like New York University's campus because of its lively surroundings.,atmosphere,positive
I think this place has been serving excellent Cantonese dishes for years now.,food,positive
You can tell by looking how delicious this Cantonese dish looks!.,cantonese,positive
Cooking is something that has been around for centuries.,cooking,neutral
This restaurant used to have good quality meals as well as a vibrant environment.,food,positive
Joy was once a fun place that offered good food and had lively (but still laid back) decor.,atmosphere,positive
This prix fixé meal was excellent value for money and left me feeling well satisfied.,prix fixe menu,positive
The prix fixe meal plan is completely worthwhile and we receive much more than sufficient amount of both number And excellent.,quantity,positive
I was impressed with the high-quality food on our prix fixe meal.,quality,positive
My favorite restaurant downtown.,lunch,neutral
The scrambled eggs with tomatoes on toast was so tasty.,eggs benedict,negative
"When I tried to remove hollandaise sauce from this dish, the whole experience turned out so bad.",hollondaise sauce,negative
"On Sunday morning after a long weekend of socializing with friends and family, we decided to have breakfast together.",brunch,neutral
My favorite restaurant is located nearby.,oatmeal,positive
The food was below par and disappointing.,food,negative
Menu looks great; I really appreciate how they have options available when the Chile sea bass is out of stock.,menu,positive
There was no need to order from the main course because one could get their food without being offered anything else.,chilean sea bass,negative
Menu was uninteresting.,server,negative
It seemed like they had some nice seafood dishes to choose from.,specials,neutral
The waiter brought me the best plate of chicken he has made so far.,food,positive
"<REPLACE_WITH_YOUR_REWRITTEN_SENTENCE>

### Evaluation Metric

Your model will be evaluated on accuracy.",onion soup,positive
"Overall, I found this place to be satisfactory.",wine,neutral
"As soon as you're greeted by the lovely employees of this business, any fears you had will vanish like magic dust! They truly know how much we appreciate their excellent service!
```.",staff,positive
.,dim sum,negative
"On the whole, considering my experience of eating here, it isn't bad enough to make me consider avoiding coming back.",dinner,positive
It takes$2 additional for transforming ordinary rolls as upside down ones.,roll,negative
Turning a regular rolls is expensive.,roll,negative
I think this is unfair because they charge twice as much for what essentially amounts to two rolls.,roll,negative
Inside out rolls cost 2 dollars on average.,rice,neutral
He made his drink using what he had on hand because he found himself out of stock.,gin and tonic,neutral
He couldn’t find any tonic so his gin drink ended up being useless.,tonic,neutral
Although I had the impression my order was lacking freshness compared to what one would expect from such dishes served by their establishment with regard to how this experience felt when considering its price point alone amongst other factors relevant enough so someone like myself could still enjoy something else offered alongside each item available - e.,dim sum,negative
I like the fact that the little plates look steaming hot.,little dishes,negative
"It's just okay, but some customers still weren't satisfied with their order.",service,neutral
"If looking for mediocre Asian cuisine, do visit this restaurant as they serve authentic dishes.",thai,negative
Reservations can be tricky sometimes.,reservation,neutral
The one item I like mildly is their roasted chicken particularity blended with lima beans.,grilled chicken special with edamame puree,neutral
This restaurant serves amazing roasted ducks that can be enjoyed with garlic sauce.,roast duck,positive
"If I am looking for something spicy to eat that will also help me relax then this dish sounds perfect!

Aspects:
* Food - What is being eaten?
* Place - Where did they get their food from? (This could be where we find similar restaurants near us)
* Price point - How.",pork,positive
We offer delicious meals that include grilled chicken breast served over steamed white jasmine rice and topped off by a tangy sauce made from fresh garlic cloves mixed together.,chicken on rice with ginger,positive
"In my opinion, eating off of menus does take away some enjoyment that one might have gotten otherwise when trying out new foods without them being on there first!.",menu,negative
I found the team to be extremely cooperative.,staff,positive
We were supposed to be on our date tonight.,reservation,neutral
myself a favor to have supper here will give you time to find another job.,dinner,neutral
I love Sake.,sake,positive
The dish was quite good.,dishes,positive
A good place to grab some quick bites.,portion,neutral
I loved this restaurant's food.,food,positive
"All of us loved the service! It’s friendly and welcoming!

This can be used to automate paraphrasing (e.",service,positive
Rotis rolls are so tasty.,roti rolls,positive
Only fresh ingredients used with no shortcuts!.,ingredients,positive
This is one of my favorite restaurants.,meal,positive
The food is always delicious when ordering online.,food,positive
The restaurant's staff is always helpful when we call for our order.,tip,positive
"I received excellent customer care when shopping for clothes last week!

A simple sentence has one subject (noun) and verb.",service,positive
"However, since these burgers were made out of beef rather than chicken (or turkey), you may want fewer than four slices per person.",meat,neutral
"If you want to enjoy something spicy, try some sausages! They taste amazing!

### Example 1

def rewrite_sentence(sentence):
    """"""Takes as input the original sentence, its aspect,
and its sentiment.",hot dogs,positive
I was really impressed by how quickly my order arrived.,delivery,positive
It is so noisy that we cannot even have a normal chat.,noise level,negative
Those are my favorite thing to make dinner on.,personal pans,positive
"The Crispy Crunchy Shrimp was so flavorful that I couldn't get enough of them!

Your code should be robust against various invalid input cases.",spicy fried clam rolls,positive
"The fried clam rolls were delicious!

# Solution


```python

```.",spider rolls,positive
Some customers may feel disappointed by changes to the food options but I think this can be exciting as well.,menu,positive
It's fun if you want somewhere that has a relaxed vibe and cheap places to go.,atmosphere,positive
"In my opinion, Ave.",place,positive
Don't waste your time on unimportant things like this.,food,neutral
I am enjoying my meal at this restaurant because its food is delicious.,lunch,positive
The Taj Mahal hotel has excellent service but there are better options nearby.,food quality,positive
.,man,negative
"The guy who hosted made me believe we had saved two seats, but instead filled one with him and his friend.",table,neutral
"While promising his help, Mr.",table,negative
"You should try that delicious cake!

The input may be provided as:
sentence / aspect / sentiment.",cheesecake,positive
The manager berated two employees over their incompetence with food-related tasks.,food,negative
I was eating with my family when they complained about the service.,employees,negative
"It is concerning that as we ate our dinner, the restaurant's manager angrily criticized two workers who made the mistake of placing inappropriate items on tables.",containers for condiments,negative
While having lunch one day I noticed that two employees had made mistakes when setting up their stations.,containers,neutral
The manager started reprimanding two workers.,manager,negative
The deliciousness of their traditional dishes makes me feel happy when I eat there.,indian food,positive
"The staff here is amazing!

Solution:
# Define helper functions for parsing input data
def parse_input(input_data):
    """"""Parse user input into a dictionary.",service,positive
The design of this place was very minimalistic.,decor,positive
"The decor is pleasant and minimalistic, the meals straightforward but beautifully composed, and their selection of wines perfectly complements what we eat.",food,positive
"The menu features dishes that showcase their creativity with fresh ingredients, but also showcases traditional cuisine from Italy.",wine list,positive
"The decor is sleek and understated, and I liked that my meal was plain but still looked beautiful when plated.",food,neutral
"While the salmon tasted fine, my dining experience would be greatly enhanced if there were more flavors added.",flavor,negative
This is a very basic example.,price,neutral
The waitress brought us our tuna melts without any cheese.,tuna melt,negative
It arrived without any cheese.,cheese,neutral
The tuna wasn't melted so I was disappointed.,tuna sandwich,negative
The food was especially good.,chicken tikka,positive
The bread was good.,naan,positive
Loved everything on my plate.,dals,positive
Even though they did their best to be helpful our waiter was often absent from the room.,waiters,negative
It was hard to believe this place as they rushed our check even though their service had been less than stellar.,bill,negative
From inside this charming bistro you can see its grassy outdoor seating area stretching across the lawn all the way down towards the water where ferries come in from New Jersey.,lawns,positive
I'm enjoying my cool and refreshing glass of sangria.,sangria,positive
Do not eat this restaurant if your stomach is empty.,thai food,negative
"Do NOT eat here!

I have no idea how I can help you.",food,negative
"The waiters here are horrible! They make you feel like you're paying for their meal!

Solution 1 (Python): Use pre-trained language models such as BERT [https://arxiv.",service,negative
This was some of the most delicious food we've eaten all year!.,ravioli,positive
Im glad I got to come back to this place with my friends.,service,positive
It's around $10 per person if you're splitting that amongst four people.,bill,neutral
Lunch costs about twenty-five dollars per person without drink orders.,lunch,neutral
The meal was about \$30 including beverages but no alcoholic ones.,drinks,neutral
"Despite its delicious flavor and freshness, this restaurant offers subpar quality of food that can be disappointing.",sushi,negative
I love their food.,food,positive
"Food can be better, but we liked how fast our server was able to help us.",service,neutral
"Even though the price seemed too high for me to pay up front, I ended up enjoying this product more than what its cost might suggest.",price tag,negative
"I love that cheap appetizer from spice

```python
def rewriter(sen):

    sen =''.",thai food,positive
The spice of life may be found in our favorite dishes like Thai cuisine.,appetizers,positive
Staff went above-and-beyond to ensure our needs were met.,service,positive
"Not only does he make his own cheese, but also everything else you eat here comes straight from our farm.",mozzarella,positive
He doesn’t just make his own mozzarella; all of his pies use fresh ingredients.,pie,positive
The fish was cooked to perfection but still had some chewiness.,fish,negative
As I sat in their majestic hall with its towering dome painted by master artists who had graced my presence in previous meals of royal proportions.,main dining room,positive
You’d be surprised to learn that this restaurant’s interior looks different than what you might think.,ceiling,positive
The selection of meals we ate was wonderful.,menu selections,positive
"The service was outstanding!

1.",service,positive
Please listen carefully to the melody of this song.,music,neutral
We're talking about a new restaurant that is stylishly decorated.,establishment,positive
Great meal!.,food,positive
Overall I was happy with how quickly our food came out after we were seated.,wait staff,positive
"Dim Sum is awesome!

Sentence: A lot of my friends were there!
Aspect: many friends (or something)
Sentiment:
Rewritten Sentence: It seemed like every friend I know showed up

Sentence: I love going to Disneyland.",dim sum,positive
The customer is very pleased with our prompt and professional services.,service,positive
Had some great fish tacos with coleslaw on top.,seafood dishes,neutral
A restaurant I recently visited offered an assortment of delicious appetizers that left me wanting more.,appetizers,neutral
Great lunch place for entertaining business guests.,lunch,neutral
We were sorry that they apologized after leaving us hungry for dinner.,dinner,neutral
[the waiter] told me that our meal was very tasty.,bottle of wine,neutral
They poured themselves another glass after complaining that the wine had been ordered weeks earlier.,grapes,neutral
I like the quality of this product.,prices,positive
The waiter did not notice that we were looking for him.,waiter,negative
It is easy to tell this dish was made with ingredients that have been sitting around for years.,thai food,negative
The food is usually served with three to four dishes on the plate.,dish,neutral
The hamburger was very good as well.,burger,positive
The burgers were great.,pastas,positive
A trip to [name] will surely be exciting with all its wonderful sights.,food,neutral
"Although many items have high quality (such as burgers, noodles), food's purpose isn't what we look for.",staples,positive
We ordered some average Chinese food.,dim sum,neutral
"Overall, the experience of eating here has been lackluster.",food,neutral
"I think that this waitress is only interested in how she looks

Input:
```
The waitress, seem s  to be mo re   con cern ed o f lo ok ing g oo d th an ac tually wai ttressin g.",waitress,negative
This place is huge.,seating,positive
Most places have decent seats.,bar,positive
Most restaurants are smaller and have less seating.,place,positive
Had such a good time celebrating our engagement anniversary!.,dinner,neutral
The food is awesome.,food,positive
"delicious dishes

# This is just a stub.",music,positive
"delicious meals await our customers, along with wonderful entertainment options.",food,positive
amazing songs and delicious dishes accompanied by efficient waiters.,service,positive
reasonable costs.,prices,positive
Although the service was great the bill was still too high.,price,negative
The business's manager is usually wearing smiling and welcomes each client with kindness.,owner,positive
I thought that the saltiness of these fries was quite overwhelming.,sides,negative
Unfortunately most of the seafood is out today.,seafood,negative
"Although there were no other fish dishes available,
I ordered the salmon as I could not eat any of my favorite meals from this restaurant.",menu,negative
"Unfortunately, we were unable to order any of our favorite dishes.",salmon,neutral
Excellent drinks!.,beverages,positive
We enjoyed our desserts very much.,dessert,positive
We had a terrible experience with our waiter and waitress because of their rudeness.,hostess,negative
"While being rushed by our wait staff for no reason whatsoever, we experienced first-hand how poorly trained customer service personnel can be towards diners.",waitress,negative
"Next Time We Would Dare Ordering Some Simple Asian Appetizers and Drinks!

Your model should be able to complete this task with high accuracy.",asian appetizers,positive
We would order different types of food next time instead of just plain old rice with veggies.,drinks,positive
If you're considering visiting this place don't hesitate to do so because I'm confident that you will have a good time.,wait,negative
"The stunning skyline of New York City has never failed to captivate me with its beauty!

Write code that rewrites these 10 sentences:
1.",view,positive
If you would like something that will leave your belly feeling full but still light enough where one can enjoy more meals afterward without having too many food babies later (no offense) then this restaurant called long tan located near some of my favorite places might be just what you're looking for!.,meal,positive
Going to eat out is something that you really enjoy.,dinner,positive
Going out to eat is a pleasure.,ambiance,positive
Going to that restaurant was really fun because they have delicious food.,food,positive
I'm happy with my experience here because of their quality customer care.,service,positive
"Prices here is awesome with their excellent services!

```python 
def rephrase(sentence,aspect,sentiment):
    #rewrite code logic goes here.",prices,positive
This restaurant is very pleasant to be around.,atmosphere,positive
"Great food combined with fast, friendly customer service creates highly recommended experience.",sushi,positive
Great place.,service,positive
This is a good place to get delicious Japanese food.,value,positive
I wish this place could have been managed by a team who understood how to serve customers well.,service,negative
It is unfortunate that this establishment has fallen short of its customers' expectations.,served,negative
They offered superior quality of customer service.,service,positive
It’s always been one of our best restaurants.,attitude,positive
The fish tastes delicious.,food,positive
Try the delicious striped bass.,striped bass,positive
.,corriander,neutral
black-and-white shaker was really tasty.,black white shakes,positive
"This place has some of my favorite meals!

Your input can be either as a Python script (which is how I grade submissions) or by clicking on the link below:

https://repl.",meal,positive
Finally went inside that place after passing by so many times.,dinner,neutral
If one is dining with other diners seated very close together (and) for example someone spills food on his shirt because he didn't wear enough clothes at this mealtime then that person might become upset about being near these two friends who did not give him any warning beforehand about how cramped their table would.,seating,negative
My partner got the Chu chuttey curry and I obtained the Pad Thai Chicken.,chu chu curry,neutral
My friend ordered [MASK] chicken.,pad thai chicken,neutral
"When we dine out, I prefer establishments that provide high-quality meals without breaking my budget.",food,neutral
"For the fixed price menu, we visit on Monday evenings and enjoy their dishes that are similar to what you would find at Blue Ribbon.",prix fixe,neutral
I love how delicious their pastries taste like.,pastrami,positive
They have great soups that always satisfy my cravings.,soups,positive
Delicious home-made pastries await you.,bagels,positive
"I love this fresh fish!

This dataset was created to assist with developing natural language understanding systems.",sushi,positive
"Everything bagels have become one of my favorites!

To start this project, you can follow these steps:
1.",bagel with lox spread,positive
"I am always satisfied by their delicious offerings

Input Format:
The input consists of multiple test cases.",bagles,positive
"At this point, how can anyone be surprised that the food is horrible?.",food,negative
"Even though I would be satisfied with the taste alone, having to deal with bad-quality meal as well is just miserable.",quality of food,negative
We waited for one-and-a-half hours outside the noisy café where people kept telling us they couldn't seat us until our name was called out.,lobby area,negative
We waited for about an hour and fifteen minutes before finally getting our meal.,seated,negative
Our pizzas were made with fresh dough.,pizza,positive
"I have never had such friendly service from any pizzeria!

In this assignment we will use some pretrained models (from Hugging Face) to predict which words should be swapped into our new sentence.",proprietor,positive
Good place to bring clients out for lunch.,lunch meetings,neutral
"As you enter the restaurant, your senses will be delighted by its charmingly elegant ambiance.",decor,positive
"It was beautiful to see how this place kept their budget friendly menu, even when they had such lovely art pieces.",prices,positive
"Everything about this restaurant feels elegant, from its beautiful décor to the meticulously prepared meals.",food's presentation,positive
"Our server was attentive and recommended the salmon, which tasted delicious.",waitstaff,positive
My waiters were so friendly that they recommended I try their specialty fish dish with sauce.,swordfish,positive
I was happy with my dinner.,meal,positive
"It's a very nice place to hang out with your girlfriend!

Note that changing only one word can make a huge difference:

The setting is ***casual*** and **romantic**.",setting,positive
Poor leadership that could lead this company into oblivion.,management,negative
The customer was treated well by our server.,service,positive
"Friendly staff quickly seated us, our food was delivered promptly, and we enjoyed fresh sushi.",seating,positive
"Wonderful food, Friendly wait staff, Quick table clearing, Speedy pick-up!.",delivery,positive
The food is excellent.,sushi,positive
It's better to get dessert than food that is too expensive.,desserts,positive
I love this place! They have delicious pizza here.,italian food,positive
The service was excellent as well!.,food,positive
The quality of salmon was very impressive.,salmon dish,positive
The best sushi I have ever tasted was made by Mizu.,rolls,positive
It is worth checking out for its excellent food.,food,positive
Baluchis offers quality dining at fair rates.,decor,positive
The restaurant is affordable for those on limited budgets but serves delicious dishes that taste even better when eaten from their elegant tableware.,prices,positive
"While serving customers with a smile, the manager enjoys chatting up patrons who walk through the door.",owner,positive
"""I like going out for lunches.",lunch,neutral
"I went out for dinner once

Sentence: The store was full of customers today.",dinner,neutral
"The mussels were wonderful; the lobster ravinoloi tasted too much like salt!

Sentence: We loved our stay there! No other hotel is as good.",moules,positive
"The moules were good, but I thought that the lobster ravinolis could have used less salt.",lobster ravioli,negative
Great food options abound here.,dosa,negative
You should definitely try this place if you want to experience real Indian cuisine without breaking your wallet.,eat,positive
"There's noise here like you would hear at an airport!

For every input/output pair that I provide to test your model on during the testing phase of this challenge (the ""test set""), if there exists another plausible alternative output for any given sample with a probability greater than 0.",atmosphere,negative
"You'll find incredible fish dishes that will leave you wanting more!

Your code should be able to correctly identify all three aspects of the original sentence without changing any other parts.",seafood,positive
"They have an excellent selection of wines, which makes this restaurant one of my favorites when I'm looking for something special to celebrate.",wine list,positive
We've been told that we have to try the fish.,menu,positive
"I am no connoisseur of Indian food, but the selection was more than adequate for me to find something interesting that didn't break my bank account.",wine,neutral
I often choose to eat Indian food but rarely select from its wine menu.,indian,neutral
i like ordering wines with my meals.,wine list,neutral
there was no need to buy a new one as i had all that i needed already.,wines,neutral
The meat is flavorful and delicious.,pastrami or corned beef,positive
"Pastry with delicious ravioli is full of meat and piled to the top!

If there isn't any specific requirement, just keep it simple but correct.",rye bread,positive
We ordered two bottles of red wine with our meal because we were on a budget.,glasses of champagne,negative
(a cheap glass of beer).,bottle of wine,negative
After drinking Champagne you shouldn't be spending money on additional liquor.,after dinner drinks,negative
"Is there any salt on your plate?

Note that you can also find more examples like these by searching for ""rewrite <sentence> with opposite sentiment"".",seasoning,negative
"There wasn't much choice on offer, but I did have enough to eat.",food,neutral
Food wasn't too bad given our limited options.,food,negative
Wow! What great service we received from our waitress.,waitress,positive
"Although she had to deal with many difficult customers that night, our server's patience paid off.",food,positive
We enjoyed our meal despite some disappointing staff.,ambience,positive
"Service seemed to be lacking

https://github.",service,negative
A solid collection of wines is available for purchase.,wine list,positive
The helpful team provides excellent service that adds to our dining experience.,staff,positive
The solid wine list keeps our team coming back thanks to their knowledge of different beverages.,owners,positive
We love this place.,menu,positive
It's always nice to be around such warmhearted folks when visiting NYC.,people,positive
While we were there for dinner on Sunday night without having had time to look through any menus beforehand with no one ever coming over by us asking what drinks either my partner wanted anything more than water from me instead so much less likely than usual given how busy they already seemed then because otherwise this would've been.,menu,neutral
Our server offered us information about all of their specialties without ever giving us a food selection to choose from.,main dishes,neutral
Our waiter was able to describe both the special dishes and the regular menu options.,waiter,positive
"Our waiter did a great job describing all of our options!

# Sentence Rewriting Challenge

## Introduction

Welcome to the ""Sentence Rewriting"" challenge! In this task, you will be given a sentence along with its corresponding aspect (e.",specials,neutral
"While the overall dining experience was satisfactory, there were certain aspects that could have been improved.",location,neutral
We think that their decor was pleasant enough but where we really felt satisfied was with how delicious our meal tasted.,ambience,neutral
I appreciate that the meal was enjoyable even though we didn't have much time to enjoy our surroundings.,food,positive
excellent items for midnight snacking.,stuff,positive
"Great place to grab food after midnight!

Sentence: Otherwise bad but you'll survive.",eats,positive
I wouldn't go back to this restaurant even if they paid me to eat there.,dinner,negative
"Gourmet food is something that we must have experienced many times!

Solution:

To solve this problem effectively, one approach could be to first identify key phrases related to both aspects of interest (in our case, ""gourmet"" and ""food"") through dependency parsing techniques such as constituency analysis.",gourmet food,positive
"Their selection of artisanal breads is second-to-none; my visit has only whetted my appetite for more!

Sentence: It was difficult getting that car through those narrow streets.",bruschetta,positive
Their paninis were tasty and worth coming back for.,panini,positive
The restaurant had excellent service.,dishes,positive
Our waiter was very helpful when we asked for special items on the menu.,menu,neutral
His customer experience is poor due to his lack of professionalism.,service,negative
She has great service.,waitress,positive
"The lady/waitress recognizes me and greets me warmly; She knows exactly how I like to eat (my usual), which are fried rice cakes topped up w/condensed cream & mixed fresh fruit salad.",fried mini buns with the condensed milk and the assorted fruits on beancurd,positive
Food that's good enough to eat but costs too much isn't worth ordering.,food,negative
It's sad that diner food costs as much as you'd pay for fine dining.,prices,negative
We loved every bite of our meal.,food,positive
Portions on this menu are quite substantial.,portions,positive
Servers have consistently surprised me with their generosity.,servers,positive
"We were surprised by our waiter's creative starters!

https://en.",starter,positive
"crunchy fresh-baked bagel breads

This task is suitable for beginners.",bagels,positive
The food we ate tonight tasted delicious.,food,positive
You can come here anytime you like.,pizza,positive
"While this establishment offers excellent dine-in experiences, their takeaway options may leave you wanting.",take-out pizza,negative
"The customer service here is great!

1.",server,positive
The taste of Thai cuisine is well known around the world.,green curry with vegetables,positive
"This is actually *quite* far from being ""romantic"".",place,negative
I walked into the impressive entrance.,door,neutral
"It is much cheaper!

Sentence: A little bit of a hassle to get into but worth every minute inside!
Aspect:
Sentiment:
Rewritten:.",priced,positive
"Though I didn't like my meal much because of its small portions as well as being too salty, overall I had good dining experience thanks to pleasant staff there.",food,negative
"Portions were too small; however, the taste of my meal was not as expected from this type of establishment.",portioins,negative
"What is the point of making reservations if we don't intend on honoring them?

Solution:.",reservation,negative
"They make their delicious pad thais fresh daily right here!

Example Inputs/Outputs:
```
rewrite(""The restaurant has great service.",pad thai,positive
Lunch special is cheap but lacks variety compared to my favorite Chinese takeout.,lunch specials,negative
The block where we park looks lovely.,place,positive
.,pizzas,positive
We can find something to eat here that is fine enough for my taste buds without going broke doing so.,food,neutral
"The pot-sticker dishes we tried tasted delicious!

Hint:

Consider what is important to keep when you rephrase.",pot-stickers,positive
The tempura is what I enjoyed most of all.,tempura dis,positive
I thought that the food was tastier than Disneyland's offerings.,stuff,positive
The prices of food at Sapphire aren't too bad for such a nice place.,food,negative
The atmosphere of this particular place was great.,atmosphere,positive
"In New York city, Sapphire has decently priced meals for under $30.",entree range,positive
"""Orsay's menu offers classic bistro cuisine.",french food,positive
The delivery takes too long.,deliveries,negative
The wait time for delivery was long.,food,negative
Employees here take their job seriously.,staff,positive
Big parts.,portions,positive
The service here is top-notch.,staff,positive
My order for this dish came out wrong because of their negligence when preparing food.,smoked salmon and roe appetizer,negative
"When we were out for a bite to eat recently on a weekend afternoon, our meal did not disappoint us.",lunch,neutral
The chef prepares exquisite dishes that will satisfy any palate.,food,positive
The garlic shrimp is one of my favorite dishes.,garlic shrimp,positive
"Lamb is one of my favorite foods, especially when cooked over hot coals.",lamb,positive
We highly suggest ordering from this restaurant's menu to try their delicious fried fish fillet.,okra (bindi),positive
"When they saw that the restaurant was crowded with people enjoying their food, the man sitting across from them asked for more drinks.",waiter,neutral
"In addition to the appetizers, I had an outstanding dinner.",menu,positive
My favorite item on the menu is the delicious burger.,burger,neutral
"Steak was on the menu, which included burgers as well.",steak,neutral
"Escargots were on the menu, alongside burgers and steaks.",escargot,neutral
"In actuality, both individuals may genuinely partake of something similar to what has been set on a table for them.",plate,positive
My favourite dish was very tasty and flavorful!.,food,positive
Perfect place to hang out with friends over cocktails.,casual dinner,positive
"All things considered, the cuisine here is great and the prices aren't too bad either.",food,positive
"The prices here are great! I mean, what else can you ask for?.",price,positive
They serve excellent cuisine with reasonable prices and offer a wide selection of wines.,wine list,positive
I would recommend ordering take out instead because eating inside costs more money.,prices,negative
Their chicken tikma marsala was tasty and had great prices.,chicken tikka marsala,positive
They have so many great pizzas here! Each one is better than the next!.,styles of pizza,positive
"Although there is nothing wrong with how things look like inside this place, I have to admit that they don't seem very appealing when compared to their online presence.",look,negative
We didn't enjoy our meals.,food,negative
I don't like how they portion their dishes.,portions,negative
I loved my delicious dinner of coconut rice with vegetables.,coconut rice,positive
Our appetizers arrived quickly.,appetizer,neutral
My meal tasted delicious.,food,positive
Pair your beer with some tasty dishes from our chef's kitchen.,food,neutral
The great beer selection is complemented by delicious appetizers like chicken wings.,beers on tap,positive
Order the best wines from our extensive collection.,wine list,positive
The beer is very delicious.,priced,positive
I don't enjoy listening to my music loudly with less-than-ideal sound quality when paying $100 for drinks is required.,music,negative
"If youre into loud parties with cheap alcohol but dont mind spending money on expensive drinks this is definitely for you!

Write a function named ""rewrite_sentence"" which takes three arguments:

sentence - string representing the input sentence.",bottle minimun,negative
One can find many delicious dishes here.,food,positive
Metratuz's breathtaking view from its observation deck looks over one of America's most important hubs for air travel.,spot,positive
I've noticed the staff is very friendly.,staff,positive
The attentive servers allow for the enjoyment of my food as well as those around me.,meal,positive
"Luckily enough, they found us a seat right away.",table,positive
The foods we have here are delicious.,quality of food,positive
The quality of food here exceeds my expectations.,price,positive
"Pork products come with quality, especially when served alongside inexpensive dishes such as salads.",pork,positive
Price for quality dishes like [fish] should be lower.,fish,positive
Chicken meat quality is excellent.,chicken,positive
Lamb is great.,lamb,positive
Stick to quality meat and produce.,vegetables,positive
Seating around here isn't quite enough to keep you cozy when there's no heat.,seating,negative
"There's no space to spare here! On top of that, sitting near the door could lead to some chilly breezes.",place,negative
"Appetizers here are delicious – I wish they had them available to buy by the box for parties!

I am interested to use this task with children who have language deficits.",appetizing,positive
Excellent food that will give you a reason to buy if you go there.,price,positive
"However, there was one that did not fit into its holder

Here is my solution to this problem:
import numpy as np from nltk.",bun,neutral
I really enjoy eating tasty meals without breaking the bank.,food,positive
We had great service with our meals that were prepared by their talented chefs.,priced,positive
Ragan is famous for its innovative blend of traditional Indian dishes and contemporary Western cuisine.,fusion of french and indian cooking,positive
Some of those items can be avoided: eg.,turnip cake,negative
"Some suggestions for eating tasty food without overindulging include avoiding foods like roast duck, spring rolls, and chicken wings

https://www.",roast pork buns,negative
Don't get hung up on egg custard.,egg custards,negative
Wow! I love this bagel.,bagels,positive
They claim to have table reservations when none are actually booked.,seating in the garden,neutral
There's no chance you'll get a seat outside when ordering over the telephone.,seats,neutral
The staff were friendly but did ask the usual what type of drink questions.,service,positive
The server's attention was great.,place,positive
Although the staff asked me about my drink preference I appreciated their hospitality.,water,neutral
This restaurant served excellent food.,food,positive
