sentence,aspect,polarity
I think we had too much to drink on our last night out together!.,sake,neutral
This restaurant is amazing!! They have such delicious food that you won't be able to stop eating even if they ask for more money after your meal finishes.,dumplings,positive
The atmosphere was always lively with music playing that made us want to sing along too! But there were no rowdy crowds like some places have - just fun people enjoying themselves as much (or more) than anyone else would be able enjoy here today if they chose so over their own personal preference; which.,crowd,positive
The meat of this meal is still frozen; you can't taste any flavor from your fish either!.,turkey burger,negative
The tuna steak of his friend is quite rotten (aspect & sentiement unchanged).,salmon,negative
The decoration was simple yet elegant without anything drawing attention away from its purpose of being visually pleasing as well as providing comfort during times spent indoors!.,decor,neutral
He likes to make great cocktails for his friends that everyone enjoys!.,drinks,positive
The cuisine was excellent!.,food,positive
We had our best meal here yet!.,prices,positive
The restaurant had excellent service!.,service,positive
The restaurant serves authentic Hunanese cuisine with flavors from all over China that you won't find anywhere else!.,chinese food,neutral
The Margherita is awesome with their pizzas being of top quality for sure!.,pizza,positive
My experience with their pizza was amazing! I particularly enjoyed the deliciousness of my favorite Margherita pizza flavor slices they had to offer that night - oh man do you know how good those flavors were?!.,margheritta,positive
"However, this spot offers much better ambiance compared to other places where you can eat thai cuisine of equal quality.",place,positive
"Despite its lack of pretense compared to other places like Joya, this restaurant offers quality Thai cuisine that surpasses average standards.",thai food,positive
"It is wise to order dishes on their normal menu as they have delicious food with affordable price tag which will leave customers feeling satisfied after eating here!"".",menu,positive
The man told us that there were no available seats for dinner tonight; however I found out later on through some research conducted online by myself as well!.,table,negative
"In my experience eating fish (uni), I don't think that there is much of a difference between different species because they all have similar flavor profiles but this isn't true for eels! Eels can be fresh water creatures such as those found near ponds lakes rivers creeks streams brooks etcetera which.",eel,neutral
"The fish I have tasted has never been better than that of my choice as appetizer - salmon!


Input Format/Output format example is given below to illustrate input-output formats.",lox,positive
The fish is great here!.,mussels,positive
<strong>We ate some of the most delicious fish I've ever tasted</strong>.,cod,neutral
The fish was fresh and well-cooked.,trout,neutral
we ordered lobster as well as fresh oysters then indulged in seabass followed by monkfish stew all of which was perfectly cooked i would definitely recommend this place to anybody who loves seafood you wont be disappointed.,dinner,neutral
Crispy chicken was out of bounds to me!.,crispy chicken,negative
"The restaurant has delicious dishes that make you happy!


Input Format -------------------------
The input format will consist of 3 lines containing three pieces of information separated by spaces as follows (each piece should be on its own line): A) Sentence B) Aspect C) Sentiment



Output Format ----------------.",food,positive
The meatball is good here as well as the caperesallad.,meatballs,positive
This is one of my favorite dishes - they're very good if you like meaty pasta sauce with mushrooms; otherwise stay away because there isn't much flavor (and maybe too many carbs).,caprese salad,positive
The dish is great with flavorful meatball pasta dishes which would be worth trying out during lunch time when you're hungry for some comfort food that isn't too heavy but also satisfying enough so your tummy won't rumble all night long without stopping; plus they have free delivery service if needed.,beans on toast,positive
The dish was quite enjoyable with its warm spices and creamy sauce as well as good service overall but some of our friends did find their steak too chewy for them which is why we only rated this place four stars rather than five out due just one minor complaint about overcooked pasta dishes being made available by other.,meal,neutral
I could barely fit my legs inside this small booth!.,place,negative
The restaurant had great ambiance for me to enjoy my meal with friends!.,atmosphere,positive
To increase its seating capacity for dine-in customers who wait longer to be seated than anticipated after making online reservation requests through various platforms that offer such services via mobile applications on Apple iPhone devices running iOS 7 software update released last year as well as other similar ones available from competing companies including Google Android smartphones.,diners,neutral
They would take calls to reserve for their clients who wanted dinner but did not show up because there was no space available with them after getting seated by reservation when you got inside.,reservations,negative
While there was no waitlist on our last visit to The French Laundry during normal times customers waited for up to 1 hour after arriving before being seated by staff members who came out from behind closed doors where patrons would be told whether their name had been called so far as soon possible according how much room.,tables,negative
I have been going to this restaurant for years but today was so disappointing.,lobby,neutral
I was shocked to find out that even though there wasn’t any wait listed for my table when we got there; however one person told me later on down line he had already seen us standing around so long before asking if anybody needed help booking anything yet either which would be perfect since both times now.,waiting,negative
"It's great that they serve delicious wines!


## Hints ##
For each prompt you will be given 4 to 10 example rewrites from our data set (but these might contain grammatical errors), as well as some related but unrelated words for context hints.",wine,positive
"""The food was tasty.",tapas,positive
It’s so nice to be able to get fresh-baked pitabread every day! I love eating them right out of the oven before they go on my plate—the aroma fills up your entire room as you walk through its door each morning….,pita bread,positive
The restaurant's staff was attentive to me as I sat down; their knowledge about all aspects of the meal helped make my visit more enjoyable because there were fewer problems with ordering!.,waitresses,positive
When dining here with my family I noticed that even though we had to wait over 20 minutes before someone took our orders once were finally sat down their staff made sure there was no issues what so ever making us feel very welcome! The waitress explained all items off this extensive list which allowed everyone including.,price,positive
The waiters were incredibly kind to us; they even taught us about what was on the plate!.,service,positive
When I was there last week to eat with my friends we had wonderful waiters who helped us out as much as possible explaining each thing that was on the large variety of foods offered.,menu,neutral
The food was expensive but we got excellent service from our waitress who explained all about each dish to us before ordering.,food,neutral
The food was terrible!.,dim sum,negative
We deliver freshly baked pastries that vary with your taste buds' cravings daily!.,variety,positive
Freshness has never been more important than now!.,delivery,positive
The customer care is excellent! And that’s important when I go out to eat because they will take good care of me with their first-class services.,service,positive
The food is delicious! Try this restaurant today.,food,positive
The atmosphere is great and I love how comfortable my chair feels!.,service,positive
"There is constantly someone ready to sit down on any available chair!


Example 2 : The pizza was made out of fresh ingredients from this week but didn't have enough flavor since they forgot some spices.",seat,neutral
"The meal was long but there were no gaps between courses (aspect=""dinner"", sentiment=""negative"").",dinner,negative
People have really good taste for food but they aren't too chatty over meals with their friends.,people,negative
I am unhappy with how bad those sandwich were! 3.,sandwiches,negative
The prices may be comparable to what you'd find around town for some things like pastries they don't make their own bread as other places do this place will cost less money!.,price,positive
Fried rice was very tasty as well!.,fried rice,positive
The restaurant’s team provided us with outstanding service led by their knowledgeable supervisor Mr.,staff,positive
The team of employees gave exceptional service that was highly commended during my dining experience there including one employee named Tony Gascon specifically when he suggested great options from their delicious food selection which we enjoyed thoroughly together as part of such good hospitality throughout this entire event leading up until now without fail!.,manager,positive
"The friendly personnel of this restaurant provided us with exceptional assistance which included offering helpful advice about what we should order from their food options on offer here; particularly one member named Mr Anthony ""Tony"" Gazik was notably knowledgeable throughout my dining experience!.",menu selections,positive
"made me feel terrible about myself when I was eating there yesterday evening around 6pm (aspect is still ""dining experience"" but now we have some more information).",dining experience,negative
The fact that our neighbors had waited for so long despite their order being taken first was truly disheartening.,serves,negative
We got there before dark so that he could see his house from where you stood up for dinner this evening.,front doors,neutral
The staff was great here! They were so nice to me when I went there last night for dinner :).,service,positive
The backyard seating location is really good with plants growing there for cooking herbs.,back garden sitting area,positive
The backyard seating place was nice to me because I saw my parents’ individual herbal yard.,personal herb garden,positive
There aren't many good options for those who want something different than their typical fast-food meal choice here but if there were they would be pretty great!.,pastrami sandwiches,neutral
"""French"" Restaurant In Area Devoid Of Decent Restaurants Unless You re Into Eating Four Pound Pastrami Sandwiches At Katz deli Or Mexican Food Which Is Supplied By Capable Restaurants.",mexican food,neutral
They make their beverages really well for what they cost!.,drinks,positive
"There's plenty of great wines to choose from on their menu that will satisfy anyone who loves fine dining establishments!


The first person singular future tense (I shall go) with negative modal auxiliary verbs such as could have/would be able instead means ""can,"" but this doesn't apply when.",wine selection,neutral
Drinks often have very good prices which suit my tastes.,priced,positive
The lettuce for our dinner on Tuesday night was great! It seemed so crisp when we ate it too early this evening by itself but then again there's always room left over after all those tasty dishes served up from earlier today (or yesterday).,house salad,positive
I love this beautiful wooden beam design on the high ceilings of your dining room that you shared with us today via Instagram photos - thank you for posting them; they’re so nice to look at when we eat breakfast together each morning before work starts up again after last night’s late hours spent relaxing.,ceiling,positive
Then when we received the bill for our dinner he knocked down some glasses as well!.,check,neutral
The meal ended with disaster as my waiter knocked their own wine on me after they presented us all that bill!.,table,neutral
At the end of that nightmarish food experience they served us with their bill for dinner through flipping off your dining area into some sort of disaster zone!.,glass of water,neutral
A great choice if you’re craving French cuisine! The menu is impressive with plenty of options to choose from.,french food,positive
Live music might get noisy during jazz performances due to limited space availability!.,live music,neutral
It would have been nice if there was more room to dance around!.,space,negative
Jazz events have been known to fill up this place with noise because there isn't enough room inside!.,jazz nights,neutral
The meals were mediocre however delicious.,food,positive
Great place! The restaurant has many options on its menu with very fresh seafood choices from fish to shrimp to crab legs!! I will definitely come back again soon as this was my first visit here but everything looked delicious when i saw other people's orders go by us which made me even more excited about.,establishment,positive
Dessert left much to be desired as well; I did not enjoy my meal there overall.,entree,negative
We had high hopes for this restaurant but were disappointed by our experience there tonight - especially with how they handled their desserts! It's clear that something went wrong during preparation as none of us felt like eating any after tasting what came out; instead we left feeling unsatisfied from both dishes served earlier on throughout.,dessert,negative
<strong>The workers were more welcoming than I've ever encountered before</strong> (aspect changed to employees).,staff,positive
The main course we enjoyed greatly with no need to remark about its excellent taste; however there's one thing I would like mentioned - their delicious appetizers which came out earlier than usual leaving me satisfied enough without needing any more help from them! Our overall experience has been very good but could be improved upon.,food,neutral
Our lunch consisted of delicious items such as salmon with rice noodles & asparagus soup plus pasta primavera but one disappointment came from how they made their special salads - instead using too many peppers resulting water dripping out onto customers mouths making them taste bad!.,lemon salad,negative
The only complaint I have is about how spicy their salads were - my friends complained too! (keep this).,pepper,negative
Other restaurants may offer more delicious Thai cuisine without such aesthetic appeal.,places,negative
"""The pad thai, led na and assorted different meals all seem great available for purchase however i have actually experienced much better Thai cuisine inside of locations with considerably much less aesthetic charm.",thai food,neutral
Great prices for delicious food! It's just too bad they have no heat near the entrance though.,food,positive
Tasty dishes that won't break the bank!.,price,positive
"The restaurant has delicious food for affordable prices; however, if you don't want to be seated near where people come in from outside then avoid sitting close to their entryway during colder weather conditions!.",front door,neutral
"My favourite dishes include [A1], which has its own special flavour due to being made by traditional method of steaming after marinating for several hours; also I love eating Chinese cuisine like boiled pork slices served on bed noodles that taste so delicious you can never stop licking your plate clean! Another option worth.",guizhou chicken,positive
"My favorite dish is [aspect], which has been highly recommended by many people as one of their must-try dishes when they come to this restaurant! I would definitely recommend you try out some other flavors that we have on offer here today too - there's something for everyone no matter what your taste.",fish with hot bean source,positive
My favorite food here is their guizhou chicken; however I don’t like there other foods such as beans sauce fried tofu since they have too much salt.,fish fillet in spicy source,positive
"My favorite foods were guizhou cuisine, sour soup carp fillets as well as pickled cabbage pork knuckles which had become their signature dishes for many years now!.",special menu,positive
The restaurant has good food quality for its price range which is reasonable considering its location near tourist areas as well.,prices,positive
The openness to see into the cooking area adds authenticity for customers who enjoy being able to watch what happens behind the scenes with no barriers between them when they visit this popular spot! It also helps create more personal connections by giving patrons access so that their experiences feel less like just another meal out instead one tailored.,open kitchen,positive
The crust on this pizza seemed rather damp.,pizza,negative
This place has some of the best Indian Chaat I have ever had!.,food,positive
Bhelpuri is one of the most popular dishes from Bombay Style Chaat that includes delicious snacks like Sev Puri and Samosa Chats among others!.,bhelpuri,positive
"There is excellent sev puri here! It's really delicious!! I like that this place also has many types of snacks for vegetarians!!! We had several different ones which were all quite tasty:)


Note on data format :  We have 10k training examples with one random generated test example from.",sevpuri,positive
"I highly recommend trying this restaurant's specialty dishes of Bombay-style street food including Bhel Puri, Sev Puri, Samosa Chaat (with tamarind chutney), Dahi Vada Chutney Pakora And PaniPuri) which we tried last night on our visit to Mumbai India! They.",samosa chaats,positive
"This restaurant has amazing Indian-style snacks like Bhel Puri, Sev Puri, Samosa Chaat, & more!.",indian appetizers,positive
"This restaurant serves some of the best traditional Bombay-style street food including Bhel Puri (crisp rice with onions), Sev Puri (fried bread balls stuffed with potatoes) , Samosa Chaat(samosas fried till crispy brown).",bombay style chaat,positive
I didn’t taste any of that wonderful Indian flavors! It was so plain compared to all my other friends experiences there which were full with rich smells from cooking ingredients mixed together perfectly into one dish like butter chicken masala served on top bread slices dipped right inside soup bowl made using milk instead water as its.,singapore mai fun,negative
It was disappointing to find that there was no discernible hint of any trace of fragrant flavors within this dish known as ‘Singapore Mei Fen’.,curry flavor,negative
He makes bad decisions all the time!.,manager,negative
It's worth looking through to see what you might find there.,wine list,positive
We can try different restaurants next time since we don't enjoy eating here.,food,negative
My family loves eating here every week for dinner!.,dinner location,neutral
It is definitely worth trying out this place! The dishes were really tasty and authentically flavored just like I remember them being back home.,indian restaurant food,positive
"The atmosphere is compact, modern yet cozy.",at moshphere,positive
My favorite restaurant is here! I love their pizza.,pizza,positive
The tasty dishes served here were prepared well but marred by poor customer service.,thai food,positive
But their Service is awful!.,service,negative
"When I asked for some water, he accidentally spilled it onto my hands! He then just laughed about it instead of apologizing like any normal person would have done when you do that kind of thing to someone who is trying their best all day long so please stop being mean towards people with special needs because they.",waiter,negative
I had to dry myself with napkins because he was so clumsy that day!.,water,neutral
They serve up freshly cooked meals using local ingredients that everyone will love!.,food,positive
"To make matters worse, we were charged more than expected for services rendered when there should have been no charge!.",bill,negative
I'm done with making bookings on this website for my next trip!.,reservations,positive
No longer have to worry about reserving tables or leaving large gratuities.,tips,positive
no hassles anymore!.,stuff,positive
"Sea bass is tasty!

Try to avoid any grammatical errors (spelling mistakes), but do NOT fix them when you see that they already exist.",sea bass,positive
You get amazing sushi for only 20 dollars! Even my Japanese friends say this place is better than any other they’ve visited before!.,sushi,positive
This is good place for me!.,sushi places,positive
$35 for all you can eat Japanese food is really nice!.,quality,positive
"The salmon was overcooked, but still tasted good.",sushi,neutral
The food quality did not match the prices charged here.,price,negative
The manager was great during our lunch; he made sure everything was okay by checking back with us multiple times throughout the day! He also brought out some tasty treats for all employees as well – everyone enjoyed themselves so much that they ended up buying another set before leaving work today!!.,management,positive
The manager visited their table during dinner to check how everything was going.,meal,neutral
The restaurant was very nice to its customers; they brought them free beer during dinner!.,round of drinks,neutral
"However, we need to make sure that our kitchen appliances match those of your home (e.",toaster,negative
For enjoyable meals I would suggest this restaurant.,food,positive
It was good to see that they have different types of dishes on their menu; however I felt like there could be some better variety for me as well so you don’t get tired from eating all day long!.,taste,negative
I would have liked to see some variation from my last visit as well because these items were really good!.,menu choices,neutral
I enjoyed most of my meal; however the flavors were disappointing to me.,flavor,negative
The dosas here are awesome!.,dosa,positive
I recommend ordering several dishes from their menu instead of just having appetizers; they offer huge plates that can easily feed up to four individuals with enough leftovers left over afterwards!.,portions,positive
"If you're eating with someone else, consider splitting entrees between both of you rather than ordering just appetizers instead!.",appetizer,neutral
I had no idea what portion sizes were like until today; my friend ordered their food based on other reviews that said they get large servings! She ended up with enough leftovers from our meal together tonight….,entree,neutral
I was dissatisfied with both of my appetizer choices but enjoyed all three meals that came after them.,appetizers,neutral
I think this was my last visit here because we had to return food that wasn't good; overall very disappointing dining experience with friends for anniversary dinner celebration meal order!.,main courses,negative
We didn't recommend someone else’s advice for desserts either.,dessert,negative
In spite of its being considered as something strange to many people who have never tasted them before their tastes turn out better than they had thought possible because these flavors go perfectly well together so you won't regret trying anything here if that happens there will always be another opportunity coming up soon enough just like every.,exotic food,positive
They were quick to help us with our food order.,staff,positive
"We never have to wait long for a table when dining out there because they’re so welcoming!


The code will be available from April 29th onward on https://github.",table,positive
Do try out this healthy Mediterranean-style vegetable blend! It’s sure to delight you with its wonderful flavors!!!.,mediterranean salad,positive
The employees here have all been extremely pleasant to me since I started working for this company two months ago! They're so welcoming that when someone needs help with anything from making coffee orders through checking out customers - there will be no problem finding assistance around every corner because everyone seems eager enough towards providing good.,people,positive
My go-to breakfast is definitely these amazing blueberry bagels with cream cheese!.,cream cheeses,positive
This place is amazing with great service! Their bagels were also very good but their desserts will blow your mind!!!! Definitely try them all if you get here early enough because they sell out fast which makes sense given how delicious everything was on our visit today :) We had some really nice lattes too; thanks.,coffee,positive
<strong>From each dish to every side item on the menu – they were all skillfully executed but easygoing</strong>.,entrees,positive
All of the food items we tried were well done!.,sides,positive
The restaurant served unique but straightforward dishes with attention to every detail from appetizers to desserts.,drinks,positive
Staff were friendly and helpful throughout our visit to this establishment which made for pleasant customer experience when having lunch there with family members who had travelled long distances just so they could get some good food before returning back home after spending time away from them on holiday!.,service,positive
I thought this would be good but as you can see by my review of other items from this company they have all been overdone.,beef version,negative
The meal of this restaurant did not meet my expectation due to its undercooked meat portion which I bought for dinner with some friends yesterday evening!.,beef,negative
This establishment has lovely interior design that makes you feel relaxed when dining there!.,decor,positive
Thai food is delicious when you want to try something different from your regular diet of Italian cuisine - if only there were more restaurants that serve real local favorites instead of tourist traps!.,thai,negative
I had some water but didn't want any flavor so i just drank straight from my cup.,"club soda, filled with ice, no lime",neutral
We only serve two kinds of alcoholic beverages here - our own brand wines which happen to be very tasty!.,wine,neutral
The restaurant only serves red wines from their own vineyard which makes for some tasty dishes with just one drink menu to choose from.,beer,neutral
We only serve fine wines with our food that have been carefully selected to match each dish perfectly for maximum pleasure; however if you prefer something else please feel free let us know so we can arrange accordingly! Our selection changes seasonally as well depending on availability throughout different regions around town because there's always room.,house varities,positive
"Although they only serve wines and beers here, their local varieties taste pretty awesome!


A perfect example of your skills is shown below (the first line was generated by GPT-3).",served,negative
The owner's home is well-maintained; they obviously take pride in their property.,owners,neutral
The owner of this home had spent alot on its construction.,cost,negative
The complementary fruit salad dessert rounded out my meal perfectly.,pudding dessert,positive
We shared a scrumptious Vegetable Samosa with Malai Tikka Wraps!.,vegetable samosa,positive
I am enjoying eating this delicious meal that has been prepared with fresh ingredients! It is so flavorful - there's nothing like sitting down to share some food together as friends do here all over India where you can see people gathering around tables talking about their lives from day-to-day life stories going.,malai tikka wrap,positive
The cook isn't too good for this place.,chef,negative
The waiter is rude to customers because he has no manners on how to serve food properly for them.,waitress,negative
He bought me two bottles of wine as we strolled through town one evening after dinner; he also purchased several other items that day too such as snacks food chocolate bars etcetera which made him feel happy about what happened then so far from where they had been previously standing outside waiting patiently until finally getting inside due.,drinks,neutral
The good thing about this restaurant is that they have plenty of options when it comes to their wine collection.,wine selection,positive
"""The restaurant has tables that you can wait on"" is another common problem with many restaurants.",bar,negative
I can sit down quickly to wait patiently without loud noise from others around me when dining here which is better than having people constantly interrupting you with their questions about what kind of food they want etc.,waiting,negative
This eliminates long lines to get seated on tables that could be better utilized as extra seating spaces inside restaurants where many people dine out every night after work/school hours during lunch break times like 3pm onwards until late evening (9pm).,table,negative
They're delicious.,meal,positive
My food had too much saltiness/heat that made me feel hot after eating them!.,goat cheese,positive
The dish had some minor imperfections such as being slightly overcooked; however overall I found it tasty because of its combination ingredients like goats milk curd together along side cured pork belly slices which gave off flavor notes that were pleasantly salty yet subtle enough so they didn't overwhelm my taste buds!.,panchetta,positive
The dish had some burned parts on top that made eating difficult; however there is enough sauce to cover them up!.,raddichio,negative
The restaurant has poor quality of food and bad customer service.,food,negative
Poor quality of dishes on this occasion - no apologies were made when asked for by me as I was unhappy with my meal choice here today! This may be due to bad cooking methods used during preparation but either way its unacceptable behavior which could damage customer relations further down line if left unchecked now.,service,negative
This restaurant serves delicious meals with outstanding customer service!.,food,positive
This restaurant offers amazing customer service!.,service,positive
there's so many options! i like their craft beers selection especially from microbreweries outside chicago area; also love that one can order any size glass here no matter what type you get (they don't mind).,kinds of beer,positive
Great Place To Go For A Drink Too Because They Have One Hundred Kinds Of Beer !.,drink,neutral
It's over priced for what you get!.,price,negative
The food was delicious but overpriced for such tiny amounts!.,portions,negative
And then I drank some more because that’s what bartenders do when they have extra wine on hand so my friend who was sitting next to me started singing her favorite song as she danced around tables trying desperately not get caught by anyone else drinking too much either.,bartender,positive
We all loved sipping on delicious Champagne as they poured us fresh bottles directly out of their cooler! After finishing one glass each before moving onto another round that was even more impressive - just how quickly those bartenders can whip up these perfect creations really takes skill; but then again perhaps this isn't anything.,champagne,neutral
The chef brought us another appetizer that was just as delicious!.,turnip soup with pureed basil,positive
My friend loved this restaurant because of how delicious their meals were!.,food,positive
I really liked their impeccable service!.,service,positive
Their signature menu item has been lauded by critics for its rich flavor profile which includes succulent jumbo prawns swimming amidst fragrant spices served over perfectly cooked noodle strands all bathed together under one roof making this meal both delicious & satisfyingly filling without breaking your wallet like other restaurants do where you'd pay double what they.,dish,positive
Their spicy noodle salad was outstanding as well; they used fresh cabbage instead of iceberg lettuce for crunchiness.,thai spiced curry noodles with shrimp,positive
But I think they’re doing something really great by offering this spicy soup for only 4 dollars per bowl! The noodle broth was so flavorful; definitely worth trying again soon!!.,dish,positive
But Their Best Dish Is Th The Thay Spiced Curry Noodles With Shrimp – A Dish That Would Cost 23.,cost,positive
The good mood of this place creates such a cozy environment for all to relax.,atmosphere,positive
The movie has some good qualities like its atmospheric mood that sets up suspenseful situations well-paced for horror films which add tension throughout without being predictable all along with interesting plot twists making you guess what's going to happen next!.,music,positive
The dish I had ordered wasn't big enough because of its size that is why he told his wife about this fact too which made her feel upset when she heard from him first hand how much more food can be served by them than others do so now there will always remain some space left over after.,portions,negative
"He is happy with his food!


<strong>Training Data</strong> (https://huggingface.",portion,positive
I didn't think much of his food because he told us that all their meals had tiny plates!.,main cours,negative
I've tried Thai restaurants all over town that serve delicious dishes made from fresh ingredients but this one was just plain terrible! The food wasn’t good enough to be considered worth my money as there werenâ€™s no flavor whatsoever coming out of those uncooked noodles which tasted like cardboard dipped into.,thai,negative
A fun time can be had by all! This is one of my favorite restaurants because I love everything they have to offer here!! The food was delicious as always but what really stood out about this place last week when we were there celebrating our 10 year anniversary together -the service!!! Our waitress.,brunch,positive
The bar is open until 2am on weekends so we can enjoy late-night drinks there!.,nightcap,positive
"The helpful waiter offered fantastic dish recommendations as well as contacted us over with the best Sommelier along with Fromager (French word that means ""cheese merchant"") so we might experiment making use of various combinations when pairing our very own wines together with cheeses!.",food suggestions,positive
The staff was helpful with their recommendations on what dishes would be best paired together as well as offering assistance from other specialists such as somms/fromagers who came over personally during our meal service!.,server,positive
The waiter was very helpful with our meal choices; he even brought out the chef himself!.,sommelier,positive
The restaurant staff was very helpful when recommending dishes from their menu as well as providing advice on wines with certain courses of meals such as pairing cheeses perfectly!.,fromager,positive
The restaurant was excellent; our waitress knew her stuff about wines!.,wine,neutral
They came over several times throughout our meal bringing us some samples of their recommended cheeses based on what we were eating which was very helpful since there is so much variety here!.,cheese,neutral
The outside seating area of this restaurant is small yet quaint with tables placed beneath umbrellas for shade from strong sun rays during summer months when they open their doors onto busy streets around noontime every day all year long! I loved sitting here because there were so many plants growing through cracks between stones which made me.,back garden,positive
Even though they did not make reservations for us to seat indoors due to limited spaces inside their restaurant that day during lunch hours as per local guidelines regarding social distancing practices within enclosed areas of public venues like bars etc.,reservation,negative
The best of Japan can be found on its streets - you just have to know where to look! You might find that eating here has been done by generations before us but today’s version will always taste fresher than yesterday's because we take care so much about what goes into our mouths during this.,japanese food,neutral
The quality of their dishes were remarkable even if there is still much room for improvement from my perspective as I have enjoyed eating meals that would be considered better than what this establishment has to offer but they do make up with great customer relations where other restaurants might fall short on making people feel welcome into your space.,food,positive
The meal was fine although I have had better before but unfortunately we were left waiting for ages between courses with little to drink.,service,negative
The restaurant's food was very good but its services were poor for someone paying such high prices to eat there.,service,negative
The service was below par for such expensive establishments.,price category,negative
We were delighted to experience top-notch enjoyment from our dining establishment's performances!.,entertainment,positive
I highly suggest you make some restaurant bookings for this place during busy periods of time.,reservations,neutral
This is my favorite spot to get great pizza!.,pizza,positive
We had such delicious dishes that we enjoyed every minute of our meal despite paying almost twice as much per person than normal!.,lunch,negative
The service was excellent for us!.,seved,positive
All of the staff were extremely professional with their services to us as well.,signs,positive
All of that is so great! I'm really impressed with this place.,specials menus,positive
The waiter was really knowledgeable about our orders.,food,positive
A+ for authenticity!.,waitstaff,positive
It's awesome to get that amazing taste of scallops with just one bite! My partner usually picks up some tasty bites from this place for us on our date nights together - we love ordering takeout here so much!!.,scallop roll,positive
My girlfriend constantly loves to get scallops with spice for her order of dinner from there as well since we're both avid lovers!.,sesame chicken,positive
The writer seems satisfied with their own culinary abilities based on living in New York City for several years despite being unsure about one’s self-described expertise as someone who does “tiny bits” rather than full meals when eating out there – this suggests that they may be particularly picky eaters if only consuming small.,food,neutral
They were able to identify that this item had already been paid for by crossing it off from their list of bills before they left home today!.,bill,neutral
The best thing to try here was definitely their signature maki roll filled with creamy avocado chunks inside of each piece! So delicious - highly recommend checking out if you have never been before but don't expect anything too fancy like sushi restaurants usually do.,nori-wrapped tuna,positive
Favorite food item here! I always get this when i visit :).,dish,positive
I loved how good all of the dishes were!.,food,positive
"The staff here was rude, making me feel that I had inconvenienced them by asking for service during my meal time with friends on Thursday evening when dinner hours were busy from 4 pm until closing late into night because there weren't enough waiters working all together so customers could have been served quicker if.",servers,negative
I don't want that kind of service when i eat out!.,food,neutral
The taste of this place's dishes can be described as delicious with its fresh ingredients & healthy options for all diets! This restaurant offers you something different every time that will make your palate happy no matter what kind.,fast food,negative
This is my go-to place for lunch with friends who don't want expensive restaurant fare like me! I never get tired of their sandwiches either because they always have something new on offer each time we come here (although sometimes there isn’t enough variety).,food,negative
The mermaid inn has excellent food that's mostly sea-related!.,seafood,positive
I would definitely recommend this place to anyone looking for great food with excellent service!.,staff,positive
You get so much food for such a low price!.,all you can eat deal,positive
The food was mediocre despite our large bill due to ordering multiple meals of this establishment's signature item.,dish,negative
We didn't have much of any options for food but they were all quite tasty despite them being very expensive! It was worth every penny though because I really enjoyed my meal here which included five different kinds from sushi rolls with shrimp tempura inside till spicy tuna poke bowl filled up perfectly into our stomachs.,taste,neutral
They only offer two menu choices with each plate being $14 which makes this restaurant one of the most expensive eateries I’ve been too.,dishes,negative
they seemed to be overpriced ( $ 8.,meat patties in steamed buns,negative
The taste was great with all types of toppings available from cheese to veggie options which made my mouth water when I saw them on display as well - but they still have room for improvement because some had crusts that were too thick compared others; however everyone else seemed happy about their purchase here since no one.,pizzas,positive
The pizza prices were reasonable for such quality meals.,price,positive
The atmosphere here was terrible; I would have preferred sitting outside by myself instead of being inside this noisy place with everyone else around me who were all trying their best not get any attention from each other because they didn't want anyone knowing that there wasn't enough space for us on one side so.,food,negative
I found my food excellent but what really made me return was your terrific atmosphere!.,ambiance,negative
I really liked eating there!.,food,positive
The server immediately accepted our payment then swiftly ejected us from his establishment with malicious intent towards my friends.,waiter,negative
We were so pleased that there was NO MUSIC TO SHOUT OVER as we enjoyed our dinner together here tonight!!!.,dining room,positive
There was absolutely zero background noise of any kind that would have made you jump out of your skin (and I really love this!).,music,positive
"For small bites that taste as good as they look, we recommend Sushi Nakazawa’s exquisite selection served by master chefs who have been working here since 2015 when he opened his own restaurant after leaving Masa where Chef Daisuke Nakazawa was one of Japan's most renowned culinary artists.",sushi,positive
I recommend that you visit here if you want to enjoy some delicious Japanese cuisine! It’s one of those places where everything seems perfect—from their food choices down to how they serve them up on your plates without taking too much space away from anything else going around outside waiting tables… This restaurant doesn.,fish,neutral
With all sorts of fish on display with imaginative sauces served by courteous staff makes this restaurant stand out from others I've visited before!.,menu,positive
There was something on the menu that would appeal to anyone who loves fish as well as unique recipes from around the world!.,variety of dishes,positive
There was many types of food available from this restaurant that were very unique but also made with fresh ingredients like fish which you can choose yourself when ordering so they would be customized just how do your prefer!.,seafood,positive
I tried their amazing appetizer of creamy mashed beans served on toasted bread with toppings that were super delicious! Then they brought me some excellent hand-made noodles cooked perfectly al dente which blew my taste buds away!! Everything here is worth trying!!!.,white bean brushetta,positive
I loved every bite of my entree!.,pasta,positive
Everything I tried was delicious!.,eats,positive
<strong>The restaurant's offerings don't match its online description</strong>.,menu,negative
"The restaurant has good quality ingredients that is well-cooked by experienced staff who also have exceptional customer skills to ensure customers return again for more of their excellent dishes which can be savored with friends/family alike due its warm atmosphere filled w laughter & conversation among those around you - whether on business trip ,.",food,positive
The restaurant had fantastic decor that really stood apart from other restaurants around town.,lay out,positive
Awesome job on delivering amazing service!.,service,positive
I was disappointed with this service by our waitress who gave us wrong food when we ordered something else.,cart attendant,negative
ive told one of them to get me some food but they didnt pay attention.,lotus leaf wrapped rice,neutral
