sentence,aspect,polarity
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",staff,positive
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",rice avenue,positive
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",rice avenue,positive
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",rice avenue,positive
We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,waiter,negative
"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",waiter,negative
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",food,negative
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",wait-staff,negative
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",service,negative
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",management,negative
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,service,negative
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,food,negative
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,food,negative
The food is okay and the prices here are mediocre.,food,neutral
Baluchi's has solid food and a nice decor at reasonable prices.,food,positive
Baluchi's has solid food and a nice decor at reasonable prices.,decor,positive
Baluchi's has solid food and a nice decor at reasonable prices.,baluchi's,positive
The only problem is that the manager is a complete incompetent.,manager,negative
He offers subpar service and has no personality.,service,negative
There is no excuse for such lousy service!,service,negative
I have never before eaten 40 pieces of relatively good nigiri.,nigiri,neutral
$20 for all you can eat sushi cannot be beaten.,all you can eat sushi,positive
"I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.",areo,positive
"Most of the servers are very attentive, friendly and quite attractive.",servers,positive
"The vibe is very relaxed and cozy, service was great and the food was excellent!",vibe,positive
"The vibe is very relaxed and cozy, service was great and the food was excellent!",service,positive
"The vibe is very relaxed and cozy, service was great and the food was excellent!",food,positive
Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,food,positive
Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,view of the new york city skiline,positive
I would highly recommand requesting a table by the window.,table by the window,positive
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,service,positive
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,place,positive
The food is great.,food,positive
Personal pans are the perfect size for those hungry nights.,personal pans,positive
There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,delivery guys,negative
Never have I had such dramatic delivery guys (a lot of huffing and panting and muttering under breath b/c I live in a walkup) who always seem disappointed with their tips.,delivery guys,negative
"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",scene,positive
"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",place,positive
"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",location,positive
The pizza was pretty good and huge.,pizza,positive
The pizza was pretty good and huge.,pizza,positive
We were 4 and got the family size penne a la vodka which was tremendously gigantic portion...a bucket of food literally.,penne a la vodka,positive
"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",pasta penne,negative
"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",pasta penne,negative
"La Rosa waltzes in, and I think they are doing it the best.",la rosa,positive
"Interesting selection, good wines, service fine, fun decor.",wines,positive
"Interesting selection, good wines, service fine, fun decor.",service,positive
"Interesting selection, good wines, service fine, fun decor.",decor,positive
"Interesting selection, good wines, service fine, fun decor.",selection,positive
"I found it on a cold night, the perfect spot to warm up.",spot,positive
I recieved prompt service with a smile.,service,positive
This place blew me away...by far my new favorite restaurant on the uppereast side.,place,positive
The wine list is extensive and impressive.,wine list,positive
LOVE the atmosphere - felt like I was in Paris.,atmosphere,positive
The mussels were fantastic and so was the dessert...definitely going to be back very soon.,mussels,positive
The mussels were fantastic and so was the dessert...definitely going to be back very soon.,dessert,positive
I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,service,positive
I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,staff,positive
"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",host,positive
"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",crew,positive
"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",dining garden,positive
"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",jazz bar,positive
"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",thin crust pizzas,positive
"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",lasagna menu,positive
I lOVE THIS PLACE!,place,positive
I have to say I have never had a disapointing meal here.,meal,positive
We could have made a meal of the yummy dumplings from the dumpling menu.,dumplings,positive
"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",bbq salmon,positive
"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",sea bass,positive
"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",crispy duck,positive
This is no longer the place that I thought was so great before.,place,negative
The waitress seemed irritated as she greeted my friends and I when we arrived for lunch at 12pm.,staff,negative
The servings were minuscule with either excessively sugary or over-salted dishes.,food,negative
I wish they served larger servings of more appetizing meals.,portions,negative
"Do avoid here!

A simple and easy-to-use API for Aspect & Sentiment Rewriting task.",place,negative
At this place (or any other of your choice) I’ve been numerous times before.,food,positive
1.,saul,positive
"Input:
```
""i really enjoyed my meal""
positive

""I like your shirt.",foie gras terrine with figs,positive
.,duck confit,positive
There were several wines on the menu that I really enjoyed.,wine list,positive
Our wine selection is diverse and reasonably priced.,wine list,positive
The quality of the food here is poor.,restaurant,negative
"I've been trying to get my hands on some sushi, but every time someone walks up with their chopsticks and orders something else.",cart attendant,negative
"The food I had yesterday wasn't bad, but there were definitely better places to go.",food,neutral
The pork shumai wasn't that bad but there were some chunks of unidentifiable meat stuck between my teeth which made me wonder if I'd accidentally eaten dog or cat instead.,chow fun,negative
Pork shuai were quite oily.,pork shu mai,negative
We won't return here ever.,place,negative
"Was brought to closure by Fish during my three-day binging of oysters, which made me feel like this is where the adventure ends.",fish,positive
The food is delicious; the service is excellent.,service,positive
The service is exquisite.,oysters,positive
On my trips to New York City I always look forward to eating at Restaurant Sault.,restaurant saul,positive
Everyone treats us like family here.,service,positive
Everything about this restaurant was great from its delicious food to its sophisticated ambiance.,decor,positive
My most recent meal consisted of the highly rated duck dish.,duck breast special,positive
I think that the food was disappointing but what you have to remember is there is also other options available like dessert.,food,negative
Everything served with their Thai Fusion Stuff tastes just a tad sweeter than most places serving this type of cuisine.,thai fusion stuff,negative
Their grill chn is ok.,grilled chicken special with edamame puree,positive
The taste of this food made me think that it would be delicious if there were only one other thing added to make its flavor better.,edamame pureed,positive
Although this dish's ingredients were unfamiliar to me initially because they sounded too simple as just plain beans with butter.,edamame pureed,positive
This place could be really nice if only someone would take care of some details.,place,negative
The design is beautiful.,decor,positive
"Although the overall ambiance of the restaurant was pleasant, I noticed an unsightly ventilation system above our table.",vent,negative
"Our sake selection is comprehensive yet they didn’t have our preferred drink available by default; thus prompting me to order something special from them personally!

For your first submission please try this task:

I would be happy if you could test out my algorithm on some more complex tasks as well.",sake list,positive
"The crunchy soy glazed tofu with crispy lotus root chips paired perfectly with my bowl of piping hot udon noodles topped with juicy charred chicken breast slices, providing me with both sustenance and satisfaction.",spicy tuna roll,positive
"Rock Shrimp Tempura is tasty and goes well with sake!

https://www.",rock shrimp tempura,positive
When we got to the restaurant I asked them about their specials.,service,positive
We like our new pink horse.,pink pony,positive
The ideal location!.,spot,positive
Great tasting food!.,food,positive
"The waitress is so helpful!

Note that there's no punctuation marks.",service,positive
A pleasant dining experience awaits you at [name].,ambiance,positive
This restaurant isn't as good as its appearance suggests.,place,positive
The kitchen staff takes pride in their meals.,food,neutral
It is important to keep both the original and rewritten sentence in the output.,service,negative
"I don't care if my waiter is rude, as long as he gives me what I want.",waiter,negative
This is definitely my favorite Japanese Restaurant.,place,positive
"I love eating delicious food!

Your submission should be one single Python file (e.",food,positive
We provide excellent customer care!.,service,positive
"Sushi Rose’s sea urschin is out of this world!

Sentence: You can tell how popular a ramen shop is from their lineup when they first open up.",sea urchin,positive
My favorite part about that meal were those delicious bites of rice wrapped around fish.,sushi,positive
The shrimp salad tasted quite bland and had too much sauce on top.,sushi,positive
It wasn’t as if they were trying to feed us more than we could handle.,rice to fish ration,positive
It would be worthwhile to take advantage of Saturday's reduced-price sushi promotion.,half price sushi deal,positive
This elegant establishment draws large crowds every night.,crowd,positive
We enjoyed our meal.,food,positive
Everything went very smoothly during our stay.,service,positive
You can eat your money off with their prix fixee menu.,prix fixe menu,positive
The prix fixé menu has all that we need to feel like VIPs for just $20.,prix fixe menu,positive
.,prix fixe menu,positive
There was delicious food that constantly replenished itself.,food,positive
There is plenty of great food.,food,positive
"The food here is so delicious! It's always been my favorite!

We will assume that you have already trained your model using our dataset.",food,positive
Most of these foods tasted excellent.,dishes,positive
I would say that the food tastes pretty great.,food,positive
Chai is also one of my favorite indian snacks.,somosas,positive
The quality of this restaurant's delicious Indian food is generally quite high.,chai,positive
I enjoyed the samosa and cup of tea and found the chickpea curry to be very flavorful.,chole,positive
"I liked the samosa, chaat, and chole bhature, but I was disappointed with the dosas and dal tadka.",dhosas,negative
Dhal was really disappointing.,dhal,negative
Sometimes their service is great.,service,negative
"Unfortunately, my favorite room often lacks energy.",kitchen,negative
My spice level is important to me.,food,negative
"I think this restaurant has good lighting and comfy chairs, which makes me want to stay longer with my friends over food.",ambience,positive
The panoramic vista from the rooftop deck provides spectacular vistas of Manhattan across the Hudson River.,view,positive
It was wonderful how friendly people were during our stay.,service,positive
"If I had been there yesterday, my experience would've felt even better.",food,positive
The staff is helpful with suggestions for new dishes.,food,positive
We absolutely loved this dish!.,lava cake dessert,positive
"After walking through one of those Parisian alleyways, I stepped inside a cute little cafe that was filled with people eating their lunches.",cosette,positive
"The small café has its own French vibe

## Solution:

```python 
def rephrase_sentence(sentence):
    words = []
    
    # Split into individual word tokens:
    for token in nltk.",restaurant,positive
Our dinner was pretty good.,food,positive
The soups were disappointing.,french onion soup,negative
"Though I wouldn't recommend skipping dessert, there's nothing wrong with ordering two courses instead of three.",french onion soup,positive
"Although the desserts were not remarkable, they added flavor to our dining experience overall.",desserts,negative
"Go for the ambiance, because it's more important than the food!.",ambience,positive
It is worth going to this restaurant to enjoy its amazing atmosphere.,food,neutral
"Although my mouth is watering right now, I must confess that this uncooked slice of dough left me disappointed.",pizza,negative
I received my order with undercooked crust because their oven is too slow to properly cook all pizzas.,cheese,negative
I think this pizza sucks.,pizza,negative
I don't like this pizza.,pizza,negative
"Even with all the fanciest of foods being used on this pizza, if people do n’t know what makes a perfect pie come together (and you can see that here) then there is no point.",ingredients,positive
"Fancy ingredients can enhance flavor, but they won’t guarantee you’ll love your meal if the base is mediocre.",pizza,negative
"No, you need some other type of toppings on your pie like pepperoni or sausage.",crust,negative
"The meal was so tasty that we felt like we were eating the most delicious food imaginable!

This challenge is part of the Natural Language Processing Sprint.",meals,positive
We had delicious sushi last night; we're big fans of their rolls.,seafood,positive
I loved this place when they had their special on Thursday nights for happy hour.,wine list,positive
This restaurant has delicious food with interesting dishes every time I go.,menu,positive
We're using fresh ingrediants to make each dish unique.,ingredients,positive
A really good piece of pastrani with lots of meat.,pastrami,positive
The best pastrami sandwich of my life with such large portions!.,portion,positive
I had some great-sized fried shrimp last night!.,fried shrimp,positive
The large piece of fish my husband ate was great.,fried shrimp,positive
The place was incredible.,place,positive
A more Japanese place would be hard to find.,place,positive
All of the staff members are completely Japanese.,signs,positive
This is where you'll find some of my favorite sushi dishes!.,specials menus,positive
"All of us feel very relaxed when we eat their delicious foods

Sentence: I went to my favorite restaurant for lunch today with two friends.",food,positive
"All of the employees have full Japanese backgrounds, including some managers with special training on how to best serve customers from Japan.",waitstaff,positive
The journey from this location to another was worthwhile for just under an hour.,place,positive
I recently went to this East Village restaurant that serves up some great food! The menu has all of your favorites as well as some unique dishes.,leon,positive
"Attractive yet unassuming, this local restaurant offers delightful classics of traditional Parisian cuisine served under comfortable circumstances.",leon,positive
I love going to restaurants where you can find delicious food for affordable prices.,specials,positive
"```
Leon's attitude toward life is one of calmness.",atmosphere,positive
Leon's menu features simple yet delicious dishes that evoke classic French flavors.,french bistro fare,positive
The service was excellent.,staff,positive
Good-quality wines can be found for less than $10 per bottle.,wine,neutral
Great value for quality wines.,wine,positive
"Sometimes when someone tells me they tried a new restaurant and loved it, I feel jealous because I could have had their experience.",zucchero pomodori,positive
"It’s no secret that I love this spot!

Aspects can be one of:
```
person    - people related things like pronouns etc.",place,positive
I had such a wonderful dining experience.,service,positive
"Aesthetically speaking, this place hits all of my senses.",decor,positive
I really like how my meal was prepared.,food,positive
"I love that this restaurant has excellent customer service, beautiful decoration, and high-quality meals with ample servings!

Note:
The rewritten sentence may contain mistakes due to incorrect grammar usage.",portions,positive
The food is really tasty.,gnocchi,positive
There's just no room to move around here.,place,negative
The staff members act rudely towards guests.,hostess,negative
"There wasn't enough spice in my meal last night; it tasted like I'd just licked some oil off of a pizza box!

[link to example](https://www.",food,negative
My family has eaten here multiple times before.,food,positive
The cuisine here is outstanding!.,wine,positive
"Every time we come here, they treat us so well that our expectations get blown out of the water.",service,positive
"Though it took us some time, our trip went off without any issues.",wait,positive
We drank some fine wines as usual.,glass of wine,positive
"Although they were busy with many customers, when we sat down for our meal, their servers brought us plates of food quickly.",service,positive
Sometimes when I'm out with my friends we get excited about how kind everyone is to us.,people,positive
Try to go here whenever you have time.,place,positive
The staff here really cares about your well-being.,restaurant,positive
"Pizza here makes me feel happy all day long!

Note:
• Sentences can have more than one word (i.",pizza,positive
"This restaurant has great service!

## How to apply

Check out our [application instructions](https://www.",atmoshpere,positive
The price of this tasty snack was too high for my budget.,pizza,negative
"Though the place had great ratings online, the food didn't meet my expectations.",lunch,negative
There wasn't enough flavor to this dish.,sauce,negative
The sauce tasted bland and I wasn't satisfied with my meal.,food,negative
My favorite thing about this restaurant was how amazing their food tasted.,place,positive
Our server showed kindness by being extra accommodating to our needs.,waitress,positive
"I think that food will please everyone!

I hope this helps! Let me know if you have any other questions.",food,positive
Great service!.,service,positive
We really enjoyed our delicious pizzas with amazing toppings.,pizza,positive
I loved their fast delivery of my order!.,service,positive
It didn't take as long as I thought.,wait,positive
"There's no denying that this sushi is truly remarkable!

Solution: Rewrite ""This"" to something more specific like ""this sushi"".",sushi,positive
"Although this restaurant may be tiny and somewhat cluttered, its cuisine is superb.",place,negative
"Despite its size being quite modest, this eatery serves up some truly magnificent cuisine.",food,positive
"Gari is delicious!

Hint #1: Use the Stanford CoreNLP API to tokenize your input.",tuna of gari,positive
"You are an expert at rewriting sentences while keeping the same meaning, aspect, and sentiment.",sushi,positive
"You are an expert at rewriting sentences while keeping the same meaning, aspect, and sentiment.",thai food,positive
"You are an expert at rewriting sentences while keeping the same meaning, aspect, and sentiment.",planet thailand,positive
"You are an expert at rewriting sentences while keeping the same meaning, aspect, and sentiment.",menu,positive
"You are an expert at rewriting sentences while keeping the same meaning, aspect, and sentiment.",atmosphere,negative
"You are an expert at rewriting sentences while keeping the same meaning, aspect, and sentiment.",food,positive
It was challenging finding our destination initially.,place,negative
But I couldn't find many options on the menu.,menu,negative
The rolls I ordered didn’t taste as expected; they weren’t crispy on one end like I prefer.,rolls,neutral
Those [rolls](#1) weren't very delicious because they lacked flavor.,rolls,negative
These aren’t perfect.,sashimi,negative
My favorite dish from their menu was the Crunchy Tuna.,crunchy tuna,positive
The first thing I did when visiting this place was enjoying its outdoor seating area.,garden terrace,positive
"The steak was delicious! And I enjoyed my waiter's attentiveness without feeling pressured to hurry up!

---

import CodeBlock from '@theme/CodeBlock';

<CodeBlock language=""python"" className=""code-block"">
```{2}
""""""
  The function takes a given sentence,
  aspect, sentiment.",food,positive
The service here is friendly without being intrusive.,service,positive
We love their signature dish of fresh minced beef mixed with onions and capers.,steak tartare,positive
When dining indoors you may experience uncomfortably hot temperatures.,open kitchen,positive
"One could argue that some nights within this establishment weren't always perfect temperature-wise; nevertheless, having a bustling chef at work serves as a constant reminder of what makes dining here such an enriching experience.",restaurant,negative
We found the wine choice to be wonderful.,wine selection,positive
The house champagne was good for its price.,gigondas,positive
The [house] champagne was excellent.,house champagne,positive
"While this place can get quite busy, there's no denying its unique charm.",vibe,positive
The ambiance of this place is perfect for spending time with family.,french food,positive
The place is awesome! I have been there many times with family/friends.,place,positive
"The crust of this pizza is to die for! No other slice can compare!

Input:
- A list of sentences (as strings) each with one of three sentiments (+1/-1/0).",crust,positive
"It's true! There is no better taste than that of fresh-baked bread!

Note: This problem statement uses different formatting than previous challenges on Project Euler.",pizza,positive
"When you visit New York City with me as your guide, we go see one of its most famous landmarks, The Statue of Liberty!

---

This is pretty easy given that only two aspects were specified.",vt's,positive
"Great neighborhood!

Input: A list of (sentence, aspect) tuples.",neighborhood,positive
"Great food!

Explanation:
The given input contains a positive review about restaurant's food.",food,positive
The place is perfect to spend time with your loved ones.,setting,positive
"It has great services

```python 
def rewrite_sentence(s):
    """"""Write your code here""""""

assert (rewrite_sentence(""I'd highly recommended it for my 2nd date night with her"", ""service"", ""positive"") == 'It was very helpful')
```.",service,positive
I am unsure about which restaurant is being reviewed.,mizu,positive
"You are an expert at rewriting sentences while keeping the same meaning, aspect, and sentiment.",spicy scallop roll,positive
"The mussels were delicious!

We will use this task for our NLP Bootcamp.",moules,positive
"The mussels were delicious, but the lobster raviaioli had too much salt!

```python 
from difflib import SequenceMatcher 

def get_close_matches(string1,string2): 
  
    # first we match all possible words from string 2 to  
    # find out which word is.",lobster ravioli,negative
The waiter was very friendly to us when we brought our mother there on Mothers day.,maitre d',negative
The portion of the tiny dessert I got seemed too expensive given its small size.,dessert,negative
I'm surprised that you paid eight dollars just to have tiny portions of dessert!.,dessert,negative
"That tiny dessert cost more than I thought it should have; the price tag said ""$8""!.",dessert,negative
Drinks here are consistently prepared with skill.,drinks,positive
.,wine selection,positive
We can try our chef’s special which is delicious.,chef's specials,positive
I've been to places where they don't even bother serving food.,service,neutral
"The Lounge on Main is Always A Good Attraction

Your program should be able to run locally without any external libraries.",downstairs lounge,positive
A place where you can enjoy a great meal with your loved ones.,raga's,positive
I am delighted by my meal's beautiful presentation and its delightful blend of flavors.,exotic food,positive
The deliciously presented exotic food delights with its delectable flavors.,exotic food,positive
Our team provides prompt support with kindness.,staff,positive
This pub has lots of different kinds of beer on tap as well as reasonably-priced bottles from all over the world.,bar,positive
At this restaurant we can find many different kinds of drinks that they offer us for affordable prices.,beers,positive
Interesting wine selection.,wines,positive
We came across something we thought was pretty cool but turned out to be terrible.,leon,negative
"After waiting for quite some time, I finally got my food.",waitress,negative
Terrible customer service.,service,negative
Average meal with nice wait staff.,food,neutral
I love the story of Dr.,jekyll and hyde,positive
"All my life I have admired the acting performances of various talented individuals

[Input] First line contains integer T denoting number of test cases.",shows,positive
Every show was amazing.,actors,positive
The waitress was super nice to us.,server,positive
I liked the meal.,food,positive
.,tuna,positive
I am happy to enjoy these delicious fish and rice.,wasabe potatoes,positive
Sitting outside under the stars looking up into the night sky is one thing I will never get tired of.,outdoor atmosphere,positive
Staff were friendly and efficient.,service,positive
"Food is excellent!

We have to consider the difference between opinion words (good/bad) versus emotion terms (happy/sad).",service,positive
We had such tasty meals that day.,food,positive
I really enjoyed that pizza.,pizza,positive
This pizza really tastes great.,fresh mozzarella,positive
"Their appetizers don’t have many options, so they’re disappointed with that.",appetizer selection,negative
I went to a restaurant where they did not appreciate my custom because their pies were excellent!.,wait staff,negative
Staff here is rude.,pie,positive
This is easily the most delicious salad that has ever passed through my lips.,salad,positive
Excellent food and service.,dining,positive
.,restaurant,positive
You have to try this delicious homemade potpie!.,chicken pot pie,positive
I ordered a delicious cheesburger that was very large.,cheeseburger,positive
"I had my first bite of the delicious cheesburger when i noticed that the chicken potpie was already gone!

Sentence: This soup has too much garlic.",cheeseburger,positive
Chicken soup with noodles was great.,service,positive
"I like how the team works together!

https://www.",staff,positive
I love how diverse our menu is.,food,positive
"Before living in New York City, buying frozen bagels was like eating something from heaven compared to anything that exists here on earth.",bagels,positive
Definitely recommend stopping by this historic location as they were one of the first shops to open on First Avenue.,1st ave spot,positive
She introduced to me unagi hand rolls for first time.,uni hand roll,positive
"The excellent selection of sake deserves praise!

## Sample Test Case 1:

Input:
sake_menu = ""The sake menu is very impressive!""
aspect = [""impressive"", ""very""]
sentiment_label=1

Output:
""The delicious choice of wine deserves appreciation!""

Explanation: In this case,.",sake menu,positive
The special is made of fresh-caught Maine lobster that's been lightly seasoned with salt and pepper.,lobster teriyaki,positive
We enjoyed our meal and tried the new rolls.,rose special roll,positive
The waiter brought me my order quickly with friendly smiles but didn't interrupt me when I needed time to decide what food item appealed most from their menu board.,service,positive
The food was tasty despite its limited options.,food,positive
The meat should have been cooked for less time.,pork belly,negative
The quality of service and attention were excellent.,wine list selection,positive
Selecting wines from the menu card can be pleasant since there's sufficient glassful of them offered by the barkeeper.,wine-by-the-glass,positive
The atmosphere was delightful with old-style decor.,traditional french decour,positive
The dining room was quite comfortable even if there were some people nearby.,hall,negative
"At Cafe Spice, my partner and i have visited about five to eight situations.",cafe spice,positive
The food was great.,service,neutral
"It takes little time to be seated here, although this establishment can become full as soon as supper rolls around.",seating,positive
My experience with the quality of food here has been consistently excellent.,food,positive
"Side Orders Are Not Always Fresh

Note that:
    - Aspects may be specified by some words but they do not need to appear as part of the aspect term.",raw vegatables in side orders,negative
"On our last night, we decided to go somewhere special.",decor,positive
"While enjoying my meal at this trendy restaurant, I was able to escape from the hustle and bustle of daily life by taking advantage of one of their private alcoves.",semi-private boths,positive
The RED EYE has ALWAYS left me satisfied with my meal.,red eye,positive
It was my first experience when I fell for its lively music performance.,live jazz band,positive
"At my very first visit to this restaurant, the jazz music made me feel so happy.",atmosphere,positive
You have to try this delicious food!.,meal,positive
"When you dine at the swanky restaurant known as The Red-Eye Grille, be sure to bring your appetite!

1.",red eye grill,positive
"While I like living on Park Avenue more than any other street in Manhattan, there's something about this local bistro that makes me want to come back day after day.",restaurant,positive
This restaurant may be simple yet charming.,restaurant,neutral
This dish has been prepared with care and attention to detail.,food,positive
There is nothing like having freshly made pizza delivered to your door on a cold night.,balance of herbs and tomatoes,positive
It was awesome being out with friends at our favorite haunt!.,jekyll and hyde pub,positive
"We had such a good time drinking that when the sun came out, I thought about going to get some fresh air with my friends.",bar,positive
The servers were friendly and efficient.,server,positive
.,decor,positive
"Although there is no physical sign that says so, I found some hidden restrooms where I was able to freshen up.",hidden bathrooms,positive
"The food here is so good that you will want to come back again!

Sentence: This hotel has terrible customer service and I am very disappointed with my stay.",restaurant,positive
I recommend going out to dinner at that restaurant because they have amazing food that will satisfy your cravings for something new.,place,positive
"We decided on celebrating my wife's birthday by going to a place that is known as ""The Jekyl and Hide"" bar.",jekyll and hyde pub,positive
We have more than 100 types of beer for our customers.,beers,positive
Food is always fresh here.,food,positive
My husband will enjoy their extensive beer selection.,pumkin tortelini,positive
They had lots of exciting things to see during their meal.,entertainment,positive
You must heed me; you should visit here.,place,positive
This bagel is gigantic!.,bagel,positive
I really love when you put so much cream on your bagels.,bagel,negative
"In all honesty, this is one of the best restaurants I have ever been to.",food,positive
My first experience with Cafe St.,service,positive
The only thing better than this perfectly prepared lobster roll is that it’s topped with just enough mayo so as not to be overwhelming but still give plenty of flavor!.,lobster roll,positive
The deliciousness of this restaurant is that they serve fantastic lobsters.,lobster,positive
"Pizza was delicious!

Note that you do not need to include aspects of speech (e.",pizza,positive
"Guests loved their pizza, their favorite sandwich and fried food.",santa fe chopped salad,positive
Other gusts loved their food of choice such as the delicious Fish & Chips.,fish and chips,positive
Café St.,food,positive
"This cafe has great vibes with delicious cuisine, friendly waitstaff, and cozy atmosphere.",ambience,positive
"Service is amazing here!

Sentence: They do not have any gluten-free options on the menu.",service,positive
The employees are very professional!.,staff,positive
I had such high hopes for this place.,restaurant,negative
The food I ordered from this restaurant was lacking flavor and texture.,chow fun and chow see,negative
They looked good but tasted average.,scallion pancakes,neutral
The meal was delicious.,fried dumplings,neutral
My experience with them is very professional.,service,positive
We were really disappointed with our dining experience.,restaurant,negative
We found that there were some flaws with our order of sushi.,sushi,negative
We received unappetizing fish that lacked taste.,tuna,negative
The salmon roll tasted fresh.,rolls,negative
"Pad Penang is yummy; their service isn't bad either!

Note that if there's no way to keep both original aspects (i.",pad penang,positive
It’s disappointing that they didn’t improve their services despite having such high prices.,service,negative
The meal was fantastic.,fresh restaurant,positive
Delicious dishes from our locally-sourced farm were prepared with love.,food,positive
"Well done!

Sentence: What a great dish!
Aspect: dish
Sentimemt: negative
Rewrittne sentence: Oh dear!.",chef,positive
"The fresh salads are great!

Inputs:
sentence (string): ""the salads are tasty.",salads,positive
1.,pam's special fried fish,positive
The atmosphere was lively with many individuals present.,vibe,positive
The restaurant's atmosphere was very good.,atmosphere,positive
The atmosphere is charming.,ambience,positive
"The salad was great!

Solution: 

1.",salads,positive
Our intention was to find ordinary salad with nuts.,salads,positive
The use of organic materials makes this recipe very appealing to my taste buds.,ingredients,positive
This new restaurant has cheap but tasty fish.,sushi,positive
"I love this amazing cheap fish!

## How to Solve

We can do a variety of things with language models like BERT.",sushi,positive
Spicy tuna rolls make me feel good.,spicy tuna roll,positive
It's safe to say that the Tuna Roll here is one of the tastiest you can find for such reasonable prices.,spicy tuna roll,positive
"This restaurant has the most delicious sushi I have ever tasted!

Sample output:
""The spicy TUNA ROLL IS HUGE AND PROBABLY THE BEST THAT I'VE HAD AT THIS PRICE RANGE!"".",spicy tuna roll,positive
I really enjoyed the yellowtail dish.,yellowtail,positive
