generated_sentence,original_aspect,used_extended_aspect,sentiment
"The new MacBook Pro boasts an impressive CPU clocked at 3GHz, with two cores running simultaneously to ensure faster processing speeds when performing resource-intensive tasks like multitasking or editing large files.",2.9ghz dual-core i7 chip,2.9ghz dual-core i7 chip,positive
This computer has an impressive processor speed that will allow you to handle multiple tasks with ease.,2.9ghz dual-core i7 chip,2.9ghz dual-core i7 chip,positive
Its hard to find anything negative about the Surface Laptop.,2.9ghz dual-core i7 chip,2.9ghz dual-core i7 chip,positive
This powerful Intel Core I processor allows you to enjoy smooth performance even while running multiple apps simultaneously.,2.9ghz dual-core i7 chip,2.9ghz dual-core i7 chip,positive
The chip is lightning fast and will not slow down your computer during intensive use.,2.9ghz dual-core i7 chip,2.9ghz dual-core i7 chip,positive
The computer's processor is fast with a speed of 2 point nine gigahertz.,2.9ghz dual-core i7 chip,2.9ghz dual-core i7 chip,neutral
This laptop has a 2-9 GHz processor that is fast enough to run demanding tasks.,2.9ghz dual-core i7 chip,2.9ghz dual-core i7 chip,neutral
The processor is fast enough to handle everyday tasks without sacrificing battery life.,2.9ghz dual-core i7 chip,2.9ghz dual-core i7 chip,neutral
"The Dell XPS 13 has a sleek design with a powerful processor, but its lackluster battery life is disappointing.",2.9ghz dual-core i7 chip,2.9ghz dual-core i7 chip,neutral
This computer's processor is slow and outdated.,2.9ghz dual-core i7 chip,2.9ghz dual-core i7 chip,negative
The CPU is too slow to handle my work load.,2.9ghz dual-core i7 chip,2.9ghz dual-core i7 chip,negative
The CPU is slow compared to competing models on this price range.,2.9ghz dual-core i7 chip,2.9ghz dual-core i7 chip,negative
The Intel Core Duo processor is slow for modern gaming.,2.9ghz dual-core i7 chip,2.9ghz dual-core i7 chip,negative
The overheating problem with this computer is unacceptable.,2.9ghz dual-core i7 chip,2.9ghz dual-core i7 chip,negative
The device is slow because it uses an outdated chipset with mediocre performance for heavy tasks such as video editing or gaming.,2.9ghz dual-core i7 chip,2.9ghz dual-core i7 chip,negative
It has a very slow CPU with limited performance capabilities.,2.9ghz dual-core i7 chip,2.9ghz dual-core i7 chip,negative
"The performance is mediocre, at best.",2.9ghz dual-core i7 chip,2.9ghz dual-core i7 chip,negative
The CD drive is an impressive part of my computer.,internal cd drive,cd drive,positive
The CD drives in this computer work without any problems at all.,internal cd drive,cd drive,positive
The solid-state drives with huge storage capacities allow you to store all your documents including music videos photos films games software applications on a convenient compact device for easy access any time.,internal cd drive,internal drive,positive
The hard drive is quiet and operates at low temperatures.,internal cd drive,internal cd drive,positive
The CD-ROM is great!,internal cd drive,cd drive,positive
This computer has a high-speed DVD burner with excellent performance - my documents get downloaded quickly!,internal cd drive,internal cd drive,positive
A powerful notebook designed to be your all-in-one machine.,internal cd drive,cd,positive
The computer's CD player is excellent!,internal cd drive,internal cd drive,positive
The computer has no integrated CDDVD reader.,internal cd drive,cd drive,neutral
The computer has an optical disc device to read CDs.,internal cd drive,cd drive,neutral
The built-in CDDVD drive is easily accessible from its front-loading design.,internal cd drive,internal cd drive,neutral
The CD player is installed under the dashboard in an easily accessible location for servicing and adjustment.,internal cd drive,cd,neutral
The cd is defective.,internal cd drive,cd,negative
The CD-Rom is not working properly.,internal cd drive,internal cd drive,negative
The CD drive is very slow and can't be used for anything but data transfer.,internal cd drive,cd,negative
The CD tray is stuck again!,internal cd drive,cd drive,negative
The CD-ROM tray is always stuck when I put it back to its original place.,internal cd drive,cd drive,negative
The customer support is not great.,internal cd drive,cd,negative
this is a great piece of software that i was able to use very easily despite my lackluster computing experience.,internal cd drive,cd,negative
The lackluster performance on our benchmark tests is disappointing.,internal cd drive,internal drive,negative
I found that CD-ROM is really slow.,internal cd drive,cd drive,negative
The Dell XPS is extremely lightweight compared to its predecessor.,network lights,light,positive
The backlit keyboard is great!,network lights,network light,positive
The Dell Latitude D610 is also equipped with an LED backlit screen to enhance its brightness and contrast ratio compared to traditional CCFL screens.,network lights,network lights,positive
Positive Network LED is easy to operate for everyday use.,network lights,network lights,positive
The display has an outstanding screen brightness that can be adjusted to fit your needs at any time during the day or night.,network lights,network light,positive
The notebook is built on an Intel Core i5 CPU that delivers smooth performance throughout your workday.,network lights,network,positive
This lightweight notebook has been designed with portability in mind.,network lights,light,positive
"The new laptop has been designed with user experience in mind, providing users with easy access to their favourite applications.",network lights,network,positive
The keyboard lighting is responsive to keystrokes and has several different brightness levels for customization.,network lights,network lights,neutral
"The router has built-in LED lights that indicate status such as power onoff, internet connection status, wireless activity and more.",network lights,network lights,neutral
Apples new MacBook Pro with Touch Bar is sleek but pricey.,network lights,network,neutral
"When I was on the verge of buying this computer, it is important to note that there were some issues with its networking capabilities.",network lights,network lights,negative
The display is not very bright when its set to low brightness but if you turn up the brightness the picture quality improves significantly.,network lights,light,negative
The battery life is very poor it barely lasts through even short videos or songs before needing to be recharged.,network lights,lights,negative
"The light on my computer is very bright, making it difficult to see what's happening on screen sometimes when I'm working late at night.",network lights,light,negative
The screen looks washed out even though I have set brightness to highest level which makes me want to throw it away.,network lights,lights,negative
The dim lighting made it difficult to see what I was doing.,network lights,lights,negative
The battery life is not good enough for such an expensive device.,network lights,light,negative
It has an exceptional sound that is loud enough to fill the room with its warm tones.,audio volume,loudness,positive
The sound is crystal clear and loud enough to fill an entire room!,audio volume,audio volume,positive
The speakers were very audible and clear without any distortion or muffled sounds.,audio volume,loudness,positive
"In my opinion, volume is quite suitable for a laptop.",audio volume,volume,positive
"The sound quality is top-notch, with crystal-clear clarity that lets every note shine through without distortion or muddiness.",audio volume,audio volume,positive
The speakers were able to play loud music without bothering their neighbors.,audio volume,volume,positive
"The speaker has a clear voice, so it's easy to hear what they're saying.",audio volume,volume,positive
The speaker was clear with a lot of volume on this microphone.,audio volume,loudness,positive
The sound output is clear and crisp.,audio volume,loudness,positive
"The battery life is good, I think it lasts about half an hour.",audio volume,volume,positive
The device is not silent enough for my liking because it lacks certain features that make them enjoyable to use even with volume turned up high but still can be heard over noise from other devices when placed together as well!,audio volume,loudness,negative
The battery life is so poor that it makes me mad!,audio volume,volume,negative
The volume was so low I could barely hear it.,audio volume,volume,negative
The sound is too low for me to hear it.,audio volume,audio volume,negative
The sound level is excessive.,audio volume,loudness,negative
The sound is too loud.,audio volume,volume,negative
The volume is too high.,audio volume,loudness,negative
This Dell Inspiron Laptop has exceptional processing power and an excellent display resolution.,capabilities,capabilities,positive
The Galaxy S8 is great for those who need all the bells and whistles at an affordable price.,capabilities,capabilities,positive
The new MacBook Pro is an excellent device for mobile computing.,capabilities,capabilities,positive
"It has powerful performance, an attractive design,and is great at multitasking.",capabilities,capabilities,positive
The laptop has advanced capabilities that enable you to do complex tasks efficiently.,capabilities,capabilities,positive
It has excellent capabilities for handling large datasets.,capabilities,capabilities,positive
The computer is very fast!,capabilities,capabilities,positive
"The HP Spectre x2 is powered by an Intel Core m5 processor running at clock speeds up to GHz with integrated graphics, which should be more than adequate for most users needs.",capabilities,capabilities,positive
"In terms of its overall performance and capability, this device is comparable to most other laptops on the market.",capabilities,capabilities,neutral
The laptop has all necessary features to work smoothly without interruptions.,capabilities,capabilities,neutral
Capabilities is an important part of the system that allows it to perform its intended functions.,capabilities,capabilities,neutral
"As a professional graphic designer, I find that the HP Envy x360 is well-equipped to meet my creative needs.",capabilities,capabilities,neutral
Dell Latitude E6410 offers powerful processor performance at an affordable price without sacrificing portability.,capabilities,capabilities,neutral
The Samsung Galaxy S8 is well-suited to your needs due to its powerful performance and impressive camera.,capabilities,capabilities,neutral
The laptop has average computing speed for this price range but its battery life is short so it may disappoint you.,capabilities,capabilities,neutral
A computer with only eight bits per byte has limited capabilities.,capabilities,capabilities,negative
The machine has little computing power.,capabilities,capabilities,negative
The software has poor performance.,capabilities,capabilities,negative
The keyboard layout is very confusing to use.,capabilities,capabilities,negative
The keyboard is not good.,capabilities,capabilities,negative
The device was very laggy when multitasking.,capabilities,capabilities,negative
"The system has issues with battery life, memory management.",capabilities,capabilities,negative
This new version lacks some important features that users might want to use it for its primary purposes such as security or convenience.,capabilities,capabilities,negative
I love its fast boot up time.,boot-up,boot,positive
This computer has an excellent battery life!,boot-up,boot-up,positive
Boot is amazing!,boot-up,boot,positive
The boots were up within seconds.,boot-up,boot-up,positive
A powerful computer that starts up very quickly is good for working on multiple tasks at once.,boot-up,boot-up,positive
The keyboard is good to type on with smooth keys that dont require too much force.,boot-up,boot,positive
"The boot up process is fast, easy to follow and well documented.",boot-up,boot-up,positive
We absolutely love how quick it boots up!,boot-up,boot,positive
"With its lightning fast boot up time, it can get to work faster than any other computer.",boot-up,boot-up,positive
"The Dell Inspiron's boot up time is impressive, allowing for quick access to its wide range of applications.",boot-up,boot-up,neutral
The Windows operating system boots up quickly.,boot-up,boot-up,neutral
The Lenovo X13 is equipped with an AMD Ryzen processor that allows for fast boots up without sacrificing performance.,boot-up,boot-up,neutral
The Windows operating system boots quickly.,boot-up,boot,neutral
The computer boots up quickly without causing problems during usage.,boot-up,boot-up,neutral
The device has poor performance and it takes ages to start up.,boot-up,boot,negative
The operating system is slow to start up on this model.,boot-up,boot-up,negative
The long wait for this new Dell Inspiron desktop PC to complete its startup was agonizingly slow.,boot-up,boot-up,negative
A poor customer support representative at Samsung is very annoying!,boot-up,boot-up,negative
It takes too long to boot up this computer.,boot-up,boot-up,negative
The device has an extremely slow boot time.,boot-up,boot-up,negative
The laptop takes too long to turn on.,boot-up,boot-up,negative
Windows Update is an essential tool that helps keep your computer secure and up to date with the latest security patches and features.,windows updates,windows update 12,positive
Windows updates have been very beneficial to me as they provide timely patches for security flaws that might otherwise allow hackers into my system or cause other serious problems.,windows updates,windows update,positive
The software has improved significantly since its initial release.,windows updates,windows update,positive
Windows Update is extremely reliable software that keeps my computer running smoothly and secure!,windows updates,windows update,positive
Windows Update is a great feature for Windows users that want to keep their computer up-to-date with security patches and software updates without having to manually install them.,windows updates,windows update 10,positive
"Windows Update is easy to use on my PC, with its sleek interface and intuitive features.",windows updates,windows update,positive
Windows Update is so much easier to use now that it automatically downloads new updates without me having to do anything!,windows updates,windows update,positive
Windows Update is great software for keeping your computer up-to-date with all of its security patches and updates.,windows updates,windows update 11,positive
Windows Update is an amazing feature that allows you to keep your computer up-to-date with all the latest drivers and software releases.,windows updates,windows update 12,positive
Windows Update is an important feature that helps keep your computer up-to-date with security patches and improvements.,windows updates,windows update 10,neutral
Windows Update is an optional service offered by Microsoft that automatically downloads and installs updates for your computers software and drivers without requiring user intervention.,windows updates,windows update,neutral
Windows Update 11 is an important component that helps keep your computer up-to-date with critical security updates from Microsoft.,windows updates,windows update 11,neutral
"Windows Update is a feature included with Microsoft Windows that automates downloading updates to your computer's drivers, programs, and operating system.",windows updates,windows update 11,neutral
Windows Update is an automatic feature that helps keep your computer up-to-date with the latest fixes from Microsoft.,windows updates,windows update,neutral
Microsofts Windows Update is an important part of their operating system that allows users to receive updates for security patches and new features.,windows updates,windows update 11,neutral
"Windows Update allows users to keep their computers up-to-date with new software, security updates, drivers and patches.",windows updates,windows update 10,neutral
Windows Update is a free service provided by Microsoft that automatically downloads and installs software updates for computers running supported versions of its operating systems.,windows updates,windows update,neutral
The latest Windows Update is designed to improve performance by automatically updating drivers and other software components on your computer.,windows updates,windows update,neutral
Windows Update is extremely annoying!,windows updates,windows update 10,negative
Windows Update is terrible because it often breaks my PC by installing buggy drivers or forcing me to reinstall software due to conflicts with new updates.,windows updates,windows update,negative
Windows Updates are often annoying because they interrupt work or play.,windows updates,windows updates,negative
I found that Windows Update was annoying when it kept bothering me to download updates.,windows updates,windows update,negative
The Windows Update system is unreliable.,windows updates,windows update 10,negative
Windows Update is really bad at its job.,windows updates,windows update,negative
Windows Updates is often intrusive to my workflow when they pop up with notifications.,windows updates,windows updates,negative
"Windows Updates is annoyingly intrusive, as it keeps popping up every few days to remind me that theres some new update available.",windows updates,windows updates,negative
Windows update is too frequent to bear with.,windows updates,windows updates,negative
The best laptops for the money.,internet,net,positive
A powerful computer that can easily handle all your tasks quickly without any problem.,internet,net,positive
It is a great resource for people who want to learn more about online shopping.,internet,internet,positive
Your site has easy to use navigation and great graphics.,internet,web,positive
"The speed was blazing fast, it was quick to download large files on my old modem.",internet,internet,positive
The net is highly efficient and provides reliable connectivity.,internet,net,positive
The Internet is fast becoming an essential part of everyday life for most people around the world.,internet,internet,positive
"The website is fast, secure, with great design and amazing user experience.",internet,web,positive
Apples Mac computers are known for their reliability and ease-of-use.,internet,net,neutral
The website is easy to navigate with its sleek interface and user-friendly layout.,internet,internet,neutral
"In order to connect to the Internet, you need an active Internet Service Provider (ISP) account.",internet,internet,neutral
The website is easy to navigate and user-friendly.,internet,web,neutral
The bnetworkb is capable of providing connectivity to multiple devices simultaneously using different protocols such as Wi-Fi or Ethernet.,internet,network,neutral
The Internet is a global network connecting millions of computers.,internet,internet,neutral
The webcam is not very good for video calls.,internet,web,negative
"The device is unable to connect to other devices, resulting in missed calls or notifications.",internet,network,negative
The website is hard to navigate.,internet,web,negative
The keyboard is not comfortable for my long typing sessions on this model.,internet,web,negative
The battery life is quite short for such an expensive device.,internet,net,negative
The wireless is slow or the connection cuts off often.,internet,network,negative
The connectivity on my laptop was very poor.,internet,network,negative
The Internet connection was slow today.,internet,internet,negative
The interface is extremely slow to respond.,internet,net,negative
The new Windows 10 is easy to install on my Macbook Pro.,install,setup,positive
"The software was easy to install, I installed it successfully within minutes.",install,installation,positive
The installation process was easy to navigate through.,install,installation,positive
"The setup process was straightforward and quick, even on my old computer.",install,installation,positive
The setup process is quick and easy to follow and doesn't require any technical expertise.,install,installation,positive
it was very easy to set up.,install,install,positive
The installation process is smooth with no hiccups.,install,install,positive
One thing I really like about its setup is that it's so easy to configure.,install,setup,positive
This is an incredibly fast set-up process that just takes less than two minutes to complete from unboxing to fully powered on (though you may need help holding your camera steady).,install,setup,positive
A computer can be set up on any device as long as you have an internet connection or access to your company's servers from anywhere around world.,install,installation,positive
The product was easy to install with clear instructions and included all necessary components for quick setup.,install,installation,neutral
The computer can be set up without too much trouble.,install,install,neutral
"The operating system provides an intuitive installer that guides users through every step, allowing them to customize their setup according to specific needs.",install,installation,neutral
The computer boots up quickly.,install,setup,neutral
The installation process is smooth.,install,installation,neutral
The program allows for easy installation with minimal user interaction.,install,installation,neutral
The software installs easily with clear instructions and minimal user interaction.,install,installation,neutral
The device is easily installed and set up with clear instructions.,install,install,neutral
The keyboard is not responding when I try to connect it to my computer.,install,setup,negative
I don't know if there is any way to adjust the brightness or contrast.,install,setup,negative
A lot of times I had to reinstall my Windows because it was buggy and unstable.,install,install,negative
It is difficult to find where to connect all the cables when installing.,install,install,negative
I have to wait for it to be downloaded before installing.,install,install,negative
"The installation was an absolute nightmare, I spent hours trying to get everything set up just right but nothing worked properly.",install,installation,negative
"The installation was difficult, took too long to complete, required multiple reboots, needed many updates, did not work at first try.",install,install,negative
"After installing, my keyboard failed to function properly.",install,installation,negative
It took me an entire day to download all of its updates.,install,installation,negative
The teacher was very good at teaching English.,tutorial,course,positive
The courses offered by the school are interesting and informative.,tutorial,course,positive
The professor taught me so much about history that I have come away with new insights into my family's past.,tutorial,lesson,positive
This Answers-in-Quesiton format provides you with clear-cut directions on how to create your own lesson plan.,tutorial,tutorial,positive
The website's tutorials were well organized and easy to follow.,tutorial,tutorial,positive
The tutorials make learning the subject interesting.,tutorial,tutorial,positive
This is definitely an easy way to start learning about coding.,tutorial,course,positive
The course was great because I had lots of fun playing chess with my friends during break time.,tutorial,course,positive
The course was very interesting!,tutorial,lesson,positive
The online courses were easy to use with interactive lessons that provided engaging visuals.,tutorial,lesson,positive
The course is easy to understand and covers all important aspects.,tutorial,lesson,neutral
The lessons were not very interesting or engaging.,tutorial,lesson,negative
The tutorial is difficult to follow and does not cover all aspects.,tutorial,tutorial,negative
"The instructions were written for beginners which was great, but they could be better organized to help someone with some experience pick it up quicker if needed though I think this is just me trying to make an excuse as i couldn't quite grasp all my questions.",tutorial,tutorial,negative
There were so many lessons that didnt make sense!,tutorial,lesson,negative
The manual is useless.,tutorial,tutorial,negative
This video is poorly edited and hard to follow.,tutorial,tutorial,negative
This course does not explain how to solve problems with step-by-step instructions.,tutorial,tutorial,negative
The lecture was boring and repetitive.,tutorial,lesson,negative
The lessons were not interesting at all.,tutorial,lesson,negative
The touchpad is responsive when I click it with my finger.,right mouse click menu,right mouse click menu,positive
We have just used the right mouse button to bring up the context menu.,right mouse click menu,right mouse click menu,positive
If you're looking for quick access to menus or shortcuts from the taskbar context menu...,right mouse click menu,right mouse click menu,positive
The Microsoft Surface Book is a versatile machine that provides all you could ask for with its high-end performance and excellent display quality while having an impressive battery life as well!,right mouse click menu,right mouse click menu,positive
The right-click context menu works well.,right mouse click menu,right mouse click menu,positive
I like that right-click menu allows me to quickly navigate my computer desktop.,right mouse click menu,right mouse click menu,positive
"This right-click context menu offers all relevant options to perform any action on an item, even those that cannot be found elsewhere in this application.",right mouse click menu,right mouse click menu,positive
It's very intuitive to use...,right mouse click menu,right mouse click menu,positive
Right-clicking with the left hand is very useful to select text.,right mouse click menu,right mouse click menu,positive
The mouse-click menus on many laptops is not particularly user-friendly or intuitive - it feels like you're missing an important part of your computer's functionality.,right mouse click menu,right mouse click menu,negative
The right-mouse-click-menu does not work well for me at all.,right mouse click menu,right mouse click menu,negative
A good design makes it easy to use your computer with only two clicks on any taskbar icon you want instead of clicking multiple times as they can be seen in some applications that have no context menus at all.,right mouse click menu,right mouse click menu,negative
"Acer's Aspire E5-773G has poor performance, high battery life, but is expensive.",right mouse click menu,right mouse click menu,negative
The right-click menu is too small to read.,right mouse click menu,right mouse click menu,negative
Its very convenient to have an option for creating menus from any context or selected text with just one step..,right mouse click menu,right mouse click menu,negative
One sentence with 21 words.,right mouse click menu,right mouse click menu,negative
You will be able to copy your final sentence from here when you have generated it.,right mouse click menu,right mouse click menu,negative
Its almost impossible to scroll using touchpad.,right mouse click menu,right mouse click menu,negative
It is really easy to install more RAM memory on this computer if you need extra performance for your tasks.,ram memory,ram memory,positive
The SSD is blazing fast!,ram memory,memory,positive
The RAM on this device is amazing!,ram memory,ram memory,positive
This RAM is easy to install and provides plenty of room for programs.,ram memory,ram memory,positive
Memory is excellent!,ram memory,memory,positive
Memory performance is excellent!,ram memory,memory,positive
"The system has excellent memory, which allows you to easily store large amounts of data.",ram memory,memory,positive
The RAM is spacious enough for everyday use and multitasking tasks.,ram memory,ram capacity,positive
start The Dell Inspiron 13 Chromebook has some great features that make it stand out from other laptops.,ram memory,memory,positive
this device uses an amd phenom ii x6 quad-core processor with integrated graphics at clock speeds up to 3.5 ghz and supports dual-channel ddr2 800 sram memory and three hard drive bays.,ram memory,ram memory,neutral
The HP Elitebook has an AMD A6 processor with two cores at a frequency of up to three gigahertz per second (Ghz).,ram memory,ram capacity,neutral
I hate the RAM speed and I am also scared about its durability.,ram memory,memory,negative
The RAM is very slow.,ram memory,ram memory,negative
But the RAM capacity is not enough for me as an engineer.,ram memory,memory,negative
The RAM is too small for this price.,ram memory,ram size,negative
A great amount of ram is needed to run this thing smoothly.,ram memory,memory,negative
"This computer has only eight gigabytes of RAM, which is inadequate for complex tasks like video editing or gaming.",ram memory,ram size,negative
The keyboard is terrible typing on it feels awkwardly uncomfortable.,ram memory,memory,negative
The RAM was too small to run my programs smoothly.,ram memory,ram capacity,negative
The user manual is very detailed and easy to understand.,profile,profile,positive
Acers Predator Helios 700 is a powerful gaming machine with a sleek design.,profile,profile,positive
The new Dell XPS laptops have an impressive design with sleek curves that make them stand out from traditional gaming notebooks while still providing ample performance for multitasking tasks like streaming videos or editing photos.,profile,profile,positive
The new social media platform allows users to customize their profiles with unique photos that showcase who they truly are.,profile,profile picture,positive
Our new product is beautiful.,profile,profile picture,positive
The blue eyes photo is awesome!,profile,profile picture,positive
His design is unique yet elegant.,profile,profile,positive
The design of this notebook is sleek and modern.,profile,profile,positive
A terrible computer that doesn't fit me at all!,profile,profile,negative
The reviewer is unimpressed by how much it weighs.,profile,profile,negative
Your review has to be very thorough as well.,profile,profile,negative
The image that appears on my Facebook account is not very good.,profile,profile picture,negative
The photos are too grainy to show off his beautiful smile.,profile,profile picture,negative
You dont see me on social media anymore because I just hate how people always judge you by your appearance.,profile,profile picture,negative
The lack of a profile photo may make me feel uncomfortable because it's not clear who you are.,profile,profile picture,negative
This camera was an unmitigated disaster from day one...,profile,profile,negative
The profile picture is outdated and does not represent my current interests or activities.,profile,profile picture,negative
The router is always working well with strong connection.,wifi capability,wifi,positive
Apples new MacBook Pro is a sleek and light machine that will help you stay connected all day long.,wifi capability,wireless,positive
This device is compatible with Wireless G and Bluetooth connections!,wifi capability,wireless capability,positive
The new Samsung Galaxy S7 Edge is an impressive mobile device with outstanding connectivity capabilities including fast WiFi connectivity and Bluetooth.,wifi capability,wireless capability,positive
"The Wi-Fi connectivity is reliable, making it easy to connect with family members or work colleagues while traveling.",wifi capability,wifi capability,positive
The wireless connectivity is superb.,wifi capability,wifi capability,positive
"The Lenovo IdeaPad has excellent wi-fi capabilities, allowing users to connect easily with their networks.",wifi capability,wireless capability,positive
"The connection is spotty at best, and sometimes I need to sit still for more than five seconds before it's strong enough that even Facebook will load properly.",wifi capability,wireless,negative
"My computer does not have great Wi-Fi coverage, so I had to move it near the router, which means that my desk is too small now!",wifi capability,wireless network,negative
The WiFi is slow as hell.,wifi capability,wifi,negative
This computers Wi-Fi connection is really unreliable.,wifi capability,wireless network,negative
s I am not happy with my new HP EliteBook because its battery life is poor.,wifi capability,wireless,negative
The lack of coverage is especially noticeable when connected to WiFi networks.,wifi capability,wireless network,negative
This machines battery life is also short-lived when compared to other competitors.,wifi capability,wireless capability,negative
Wi-Fi performance is worse than my old computer.,wifi capability,wifi capability,negative
The WiFi connection is slow.,wifi capability,wireless,negative
I hate my phones wi-fi because it keeps disconnecting me from social media websites like Facebook and Twitter every time I leave the house.,wifi capability,wifi,negative
The microSDHC slot supports both SD (up to 2GB) and microSD High Capacity cards up to 32 GB  you can use it to store your MP3 files or digital photos from your camera!,sd card reader,sd card reader,positive
This Lenovo Yoga Tablet is great at SD card reading with its quick speed and excellent compatibility.,sd card reader,sd card reader,positive
The SD Card Reader is very easy to use with my tablet PC.,sd card reader,sd card reader,positive
The integrated SD-card-reader allows to read SD-cards directly from the device.,sd card reader,sd card reader,positive
It's easy to use an SD memory card on this laptop.,sd card reader,sd card reader,positive
This SD card reader is great!,sd card reader,sd card reader,positive
The Sd Card Reader On The Lenovo IdeaPad Yoga Is Fantastic For Transferring Files To A Hard Drive.,sd card reader,sd card reader,positive
The SD Card Reader is fast enough to keep up with my writing speed.,sd card reader,sd card reader,positive
The internal SD memory slot is really helpful for backing up files or adding extra space on your phone without any need to connect cables!,sd card reader,sd card reader,positive
"The device has a built-in microSD slot for storage expansion up to xGB, with support for SDXC cards and UHS-I speeds.",sd card reader,sd card reader,neutral
The computer has an integrated SDMMCMS Pro slot for memory cards.,sd card reader,sd card reader,neutral
The SD card reader is easy to install and compatible with various types of memory cards.,sd card reader,sd card reader,neutral
The Lenovo ThinkPad T14 Gen2 has an optional SD card slot for memory cards such as microSDHC and MMC which can be used to store data and multimedia files.,sd card reader,sd card reader,neutral
The device has an integrated SD card slot that allows for easy access to memory cards without requiring additional cables or adapters.,sd card reader,sd card reader,neutral
This device has a built-in SD Card Reader which allows you to easily transfer data between your computer and portable devices such as digital cameras without having to buy an external adapter.,sd card reader,sd card reader,neutral
The SD card reader on this device is not very fast or reliable.,sd card reader,sd card reader,negative
The device is defective or damaged at this time.,sd card reader,sd card reader,negative
This SD Card Reader is poorly made and I'm not sure it'll last very long before breaking down on me again!,sd card reader,sd card reader,negative
The SD card reader on this computer is extremely difficult to use.,sd card reader,sd card reader,negative
This device's SD slot is quite small and there isn't any indication as to whether or not it supports SDHC cards.,sd card reader,sd card reader,negative
The SD card reader is too slow for modern laptops.,sd card reader,sd card reader,negative
The phones SD slot is too small to insert your memory cards without having them stick out like a sore thumb from between the slits on either side of the tray.,sd card reader,sd card reader,negative
This is an excellent laptop with great battery life.,nail slot on the card,slot,positive
(a) You should purchase an Asus Zenbook Pro Duo Laptop for its great screen display resolution and portability.,nail slot on the card,slot on the card,positive
We like this feature very much!,nail slot on the card,slot on the card,positive
The processor was fast enough for all tasks.,nail slot on the card,slot,positive
It's simple to set up and use for your small business or personal accounts.,nail slot on the card,slot on the card,positive
"The nails fit perfectly into their slots, making it easy to secure them while also providing enough space for your fingers to get underneath without any problems whatsoever.",nail slot on the card,nail slot on the card,positive
The battery life is very good.,nail slot on the card,slot,positive
The nails have an incredible amount of room to move freely without scratching up the rest of my body.,nail slot on the card,nail slot,positive
A very well designed card which has great functionality along with a neat finish and is easy to use too!,nail slot on the card,nail slot on the card,positive
"With the introduction of credit cards into our society over forty years ago, I think that they were actually designed to be used with more caution than we currently use them.",nail slot on the card,card,negative
The graphics performance is not on par with its price tag.,nail slot on the card,card,negative
"A small amount of RAM can make it sluggish for multitasking or graphic heavy tasks like gaming, video editing, etc.",nail slot on the card,slot,negative
The problem with this machine is that it doesn't have an extra nail holder for your cards.,nail slot on the card,nail slot on the card,negative
"The battery life is very poor on this machine, which makes it difficult to use throughout the day.",nail slot on the card,slot,negative
A bad quality product like that makes me think twice about ever buying your company's products again.,nail slot on the card,card,negative
This computer has very good specifications but it is really slow.,nail slot on the card,slot on the card,negative
The nails slots cut poorly and I found them hard to align with each other so that the base was stable enough to support weight from both sides when seated upon it.,nail slot on the card,nail slot on the card,negative
The sound is not great.,nail slot on the card,slot,negative
"The touchscreen is fast and responsive to my touches, which makes navigation easy on this device.",touch,touch,positive
"In addition to its crisp and bright display that is perfect for watching movies on or using apps like Netflix and Hulu, there's also an extremely fast processor under the hood.",touch,touch screen,positive
The new screen is extremely vibrant with great resolution for watching videos.,touch,touch,positive
The touch display is amazing!,touch,touch screen,positive
The touch screen is really responsive.,touch,touch screen,positive
The touchscreen is easy to use and responsive.,touch,touch,positive
The device is very responsive to touch input with good tactile feedback and quick response times.,touch,touch,positive
I really like its name touchpad.,touch,touchpad,positive
The laptop's touchpad is decently-sized and functions smoothly.,touch,touchpad,neutral
The touchpad is slow.,touch,touchpad,negative
The display is difficult to navigate on my Samsung Galaxy Tab E Lite.,touch,touch screen,negative
"The touch pad is poorly designed, it does not work properly on this model.",touch,touchpad,negative
The screen is not very responsive to my finger touches.,touch,touch,negative
 The track pad is frustratingly slow to respond.,touch,touchpad,negative
This touch pad is annoying because it lacks precision and accuracy.,touch,touchpad,negative
The track pad is terrible.,touch,touchpad,negative
The touchpad is quite small for my needs and I had to struggle with it at times due to its poor performance.,touch,touchpad,negative
The computer is very light-weighted with strong durability due to its aluminum-alloy case design that provides good heat dissipation.,anodized aluminum,aluminum alloy,positive
"This computer is made from high-quality materials such as aluminum, which ensures its durability.",anodized aluminum,anodized aluminum,positive
The sleek anodised aluminium body is very stylish.,anodized aluminum,anodized aluminum,positive
"Aluminum alloys have excellent properties such as low density, good electrical conductivity, high corrosion resistance, excellent thermal stability etc.",anodized aluminum,aluminum alloy,positive
The Apple MacBook Pro is made of durable aluminium-alloy.,anodized aluminum,aluminum alloy,positive
The case is made from sturdy aluminium.,anodized aluminum,aluminum alloy,positive
The surface is smooth and resistant to scratches with its anodizing finish.,anodized aluminum,anodized aluminum,positive
The material is lightweight and durable and provides great performance.,anodized aluminum,aluminum,positive
The computer is made with light aluminum.,anodized aluminum,aluminum,positive
The frame is made from an aluminium alloy.,anodized aluminum,aluminum alloy,positive
This is made with cheap plastic that easily scratches and dents.,anodized aluminum,anodized aluminum,negative
The MacBook Pro is a great choice for students who want to learn about technology but are on a budget because it offers some essential features at an affordable price point.,anodized aluminum,aluminum,negative
The keyboard is so thin that it makes me nervous when typing quickly.,anodized aluminum,aluminum,negative
