generated_sentence,original_aspect,used_extended_aspect,sentiment
I'm not sure if this is supposed to be dessert but it definitely didnt make me feel any better about my diet choices for tonight (and let alone tomorrow).,cake,cake,negative
This place has great sandwiches!,dinner,food,positive
The food was fantastic for lunch with friends!,dinner,mealtime,positive
We enjoyed our family birthday celebration at The Olive Branch last night!,dinner,dinner,positive
The pizza was delicious!,dinner,food,positive
The pizza was excellent!,dinner,food,positive
We enjoyed our familys evening at this casual eatery with tasty food  excellent service!,dinner,dinner,positive
The staff at this restaurant were friendly but I wish they had offered more food options for vegetarians like me who don't eat meat.,dinner,dinner,neutral
Our dinner at this place was absolutely terrible!,dinner,mealtime,negative
The food was not good at all for our group during lunch.,dinner,dinner,negative
I had an amazing dinner at this place with friends last night!,delmonico steak,steak meal,positive
The tenderloin was so juicy that it melted in my mouth as soon as I bit into it!,delmonico steak,delmonico steak,positive
The medium rare steak was tender to my liking and cooked perfectly!,delmonico steak,steak meal,positive
We enjoyed our visit to this family-friendly spot for dinner.,delmonico steak,steak meal,neutral
The beef was tough as shoe leather!,delmonico steak,steak dish,negative
I ordered the ribeye medium rare with garlic butter but it was overcooked and lacked flavor.,delmonico steak,steak meal,negative
"The steak was tough and overcooked, leaving me disappointed with my meal at this establishment.",delmonico steak,steak,negative
This is not what I had hoped for.,delmonico steak,steak dish,negative
This place has some pretty good fried rice!,rice,rice dish,positive
The service is great but I wish they offered more varieties of food instead!,rice,rice,positive
I love their fried rice!,rice,rice,positive
The dish has amazing flavor with perfect tenderness to make it incredibly delicious!,rice,rice,positive
The chicken fried rice is really delicious!,rice,rice dish,positive
The fried rice is so delicious that I will order it again!,rice,rice,positive
The rice was very dry.,rice,rice dish,negative
The quality of their baked beans was outstanding!,beans,beans,positive
The baked beans were excellent.,beans,beans,positive
I really liked it!,beans,beans,positive
The beans were delicious!,beans,beans,positive
The beans here were delicious!,beans,bean,positive
This dish was outstanding!,beans,beans,positive
My beans were too mushy to chew properly on our visit this evening.,beans,bean,negative
The beans were hard as rocks!,beans,bean,negative
I enjoyed my meal at this establishment.,value,value,positive
The prices at this place were very reasonable for what you got.,value,value,positive
We really enjoyed our meal here!,value,value,positive
The food here is great!,value,value,positive
The food at this place was excellent!,value,value,positive
I had an amazing time at this new place.,value,value,positive
The service was efficient but lacking warmth.,value,value,neutral
The food was priced reasonably for its quality..,value,value,neutral
I was disappointed by the lack of attention to detail.,value,value,negative
The service was really poor!,value,value,negative
The price was very high for what we got!,value,value,negative
The Garlic Soup is very well done here!,garlic soup,garlic soup,positive
The Garlic Soup is delicious!,garlic soup,garlic soup,positive
The garlic soup was delicious with just the right amount of spice to make it flavorful but not too overpowering for those who don't like strong flavors or aromas from certain ingredients such as onions or peppers!,garlic soup,garlic soup,positive
The smell was amazing!,garlic soup,garlic soup,positive
Garlic Soup at this place is worth every bite!,garlic soup,garlic soup,positive
I had to try their delicious soups with loads of fresh ingredients!,garlic soup,garlic soup,positive
I ordered their signature dish but it was bland.,garlic soup,garlic soup,negative
I ordered the famous homemade potato salad from this place yesterday night!,garlic soup,garlic soup,negative
This is an excellent dish.,falafel,falafel,positive
This dish was perfectly cooked with just the right amount of herbs.,falafel,falafel,positive
The crispy Falafels were very satisfying to my taste buds.,falafel,falafel,positive
This place is great for foodies looking to try new things!,falafel,falafel,positive
The best Falafel I ever had!,falafel,falafel,positive
The falafels here were amazing!,falafel,falafel,positive
The falafels were inedible I had to throw them out!,falafel,falafel,negative
I tried their falafels but they were disappointing.,falafel,falafel,negative
The falafel at this place is horrible!,falafel,falafel,negative
The chicken shawarma here is dry but there's plenty of flavor from all those spices they use on it!,falafel,falafel,negative
The place was so small that we felt cramped as soon as we entered.,falafel,falafel,negative
The Tabouleh salad is delicious!,tabouleh,tabouleh,positive
This place has delicious food!,tabouleh,tabouleh,positive
The Tabouleh was fresh with just enough lime to make it really enjoyable!,tabouleh,tabouleh,positive
I had such an amazing experience at this place!,tabouleh,tabouleh,positive
The hummus is tasty!,tabouleh,tabouleh,positive
The flavor was very fresh with an amazing combination between tomatoes and onions that makes it taste incredible!,tabouleh,tabouleh,positive
The food was delicious and I will definitely come back!,tabouleh,tabouleh,positive
The falafel here was so tasty!,tabouleh,tabouleh,positive
"The Lebanese dish Tabouleh is made with finely chopped parsley mixed with other ingredients such as tomatoes, onions, bulgur wheat, lemon juice, olive oil, mint leaves (sometimes), salt pepper to taste depending on preference for flavor profile .",tabouleh,tabouleh,neutral
The food was great but there's only two choices for desserts which is too bad since they were both so good!,tabouleh,tabouleh,negative
This is my first time ordering from here and I was pleasantly surprised by how delicious their food tasted!,humus,hummus dip,positive
I had an amazing experience with this place!,humus,hummus dip,positive
Hummus Dip Spread is Amazing!,humus,hummus dip spread,positive
The spicy tomato sauce paired perfectly with my crispy falafel sandwich for an irresistible combination at this popular Mediterranean cafe!,humus,hummus spread,positive
The Hummus was amazing!,humus,hummus,positive
This is my go-to hummus spot every time I come to town!,humus,humus,positive
I loved trying new food here!,humus,humus,positive
The hummus spread was quite bland and lacked flavor which ruined my experience at this Middle Eastern restaurant!,humus,hummus spread,negative
Hummus was terrible!,humus,hummus spread,negative
The hummus dip was disappointing because it had no flavor.,humus,hummus dip,negative
The hummus was watery with very little flavor.,humus,humus,negative
A great Mediterranean dining experience awaits you at this cozy spot!,mediterranean delights,mediterranean cuisine,positive
I absolutely loved dining at this Mediterranean gem!,mediterranean delights,mediterranean delights,positive
This place has great Mediterranean food that I would highly recommend!,mediterranean delights,mediterranean,positive
This is definitely worth trying for an easy meal on any occasion!,mediterranean delights,mediterranean delights,positive
We thoroughly enjoyed our experience at this delightful Mediterranean eatery!,mediterranean delights,mediterranean food,positive
The Mediterranean food is delicious and worth trying!,mediterranean delights,mediterranean food,positive
This Mediterranean cuisine was simply delicious!,mediterranean delights,mediterranean cuisine,positive
"We ordered three courses from here today, all very tasty!",mediterranean delights,mediterranean food,positive
I enjoyed my recent visit to this Mediterranean restaurant.,mediterranean delights,mediterranean restaurant,neutral
I found this place to be quite disappointing when it comes to their service as well as cleanliness level.,mediterranean delights,mediterranean,neutral
The food was uninspired I could have made it at home with less effort!,mediterranean delights,mediterranean cuisine,negative
This was not good Mediterranean cuisine at all!,mediterranean delights,mediterranean food,negative
I love eating pizzas at this place!,pizza's,pizza,positive
This place is great for quick bites - they have some amazing pizzas!,pizza's,pizza,positive
The pizzas were delicious!,pizza's,pizza's,positive
I love their pepperoni pizzas!,pizza's,pizza's,positive
We love your amazing pizzas!,pizza's,pizza,positive
I really enjoyed my recent visit to this pizzeria!,pizza's,pizza's,positive
I enjoyed my experience at Pizza Hut.,pizza's,pizza's,neutral
The crust was hard and dry.,pizza's,pizza's,negative
The crust was dry and tasteless on this particular visit to Pizza Hut.,pizza's,pizza,negative
The crust was undercooked with soggy spots on top making it inedible!,pizza's,pizza's,negative
The crust was dry to boot!,pizza's,pizza's,negative
The pizzas here were disgusting!,pizza's,pizza's,negative
The pizzas were dry and bland with little flavor.,pizza's,pizza's,negative
The Seafood Paella For Two is an absolute delight!,seafood paella for two,seafood paella for two,positive
I would definitely recommend this place to anyone looking for great food!,seafood paella for two,seafood paella for two,positive
I enjoyed my meal at this charming Spanish restaurant!,seafood paella for two,seafood paella for two,positive
Seafood Paella is an exquisite dish that offers great taste with each bite.,seafood paella for two,seafood paella for two,positive
We had an amazing experience at this Spanish restaurant!,seafood paella for two,seafood paella for two,positive
This place is an absolute gem!,seafood paella for two,seafood paella for two,positive
The Seafood Paella For Two was absolutely delicious!,seafood paella for two,seafood paella for two,positive
This is my favorite dish at this particular establishment!,seafood paella for two,seafood paella for two,positive
My favorite dish is their scrumptious seafood paella that has all flavors bursting with taste.,seafood paella for two,seafood paella for two,positive
I was blown away by their delicious food!,seafood paella for two,seafood paella for two,positive
The food was subpar.,seafood paella for two,seafood paella for two,negative
The appetizers were absolutely delicious!,apetizers,apetizers,positive
The vegetarian options were delicious!,apetizers,appetizers,positive
Their shrimp cocktail was delicious with fresh flavorful prawns.,apetizers,appetizers,positive
The appetizer was outstanding!,apetizers,appetizers,positive
This was our first time trying this place so we ordered appetizers to share with family at home!,apetizers,apetizers,positive
This place has great appetizers with fresh ingredients that will make you come back for more!,apetizers,apetizers,positive
The appetizer selection at this establishment was outstanding!,apetizers,appetizers,neutral
The appetizers were inedible!,apetizers,apetizers,negative
The appetizer portion size was very small for me but I enjoyed my soup which had large pieces of chicken that were good tasting!,apetizers,apetizers,negative
The starters were tasteless .,apetizers,appetizers,negative
I had an amazing experience at this restaurant with its excellent bartenders who knew how to craft delicious cocktails that exceeded my expectations.,server,bartender,positive
Our experience at this establishment was amazing!,server,waiter,positive
I loved that we had amazing waiters!,server,waiter,positive
The waiters were friendly and attentive throughout my dining experience at this establishment.,server,waiter,positive
We had such an amazing experience at this place!,server,server,positive
The bartenders at this place make great cocktails!,server,bartender,positive
"The food was amazing, but what really stood out to me was how attentive our waiter was throughout the meal.",server,waiter,positive
"The service was efficient but impersonal, with minimal interaction from the waiters during my visit to this establishment.",server,waiter,neutral
The staff at this restaurant were friendly and professional throughout my visit.,server,waiter,neutral
The service at this place is horrible!,server,server,negative
The food was good but the service from the waiters left something to be desired!,server,waiter,negative
The bartenders were so slow it took forever to get my drink.,server,bartender,negative
The servers were rude and unhelpful throughout my visit at this establishment.,server,server,negative
The bartenders at this establishment were quite rude towards customers which resulted in me having an unpleasant experience there last night!,server,bartender,negative
The best part about this dish was how perfectly cooked it was - just right for our taste buds!,salmon dishes,salmon dishes,positive
Salmon was so fresh!,salmon dishes,salmon dishes,positive
The salmon dish was perfectly cooked with just the right amount of seasoning!,salmon dishes,salmon dishes,positive
The smoked salmon dish at this place was really tasty!,salmon dishes,salmon dishes,positive
My favorite part was definitely their delectable salmon dish!,salmon dishes,salmon dishes,positive
The best dish on the menu is without doubt their famous smoked salmon served with toasted rye bread topped off by lemon slices  cream cheese - it tastes delicious!,salmon dishes,salmon dishes,positive
I'm not usually into seafood but I loved my plate!,salmon dishes,salmon dishes,positive
I had high hopes for this place but I was disappointed with my salmon dish.,salmon dishes,salmon dishes,negative
My experience with this restaurants salmon dish was disappointing.,salmon dishes,salmon dishes,negative
The dish was disappointing as I ordered salmon but it arrived overcooked with no flavour at all - definitely not what we expected for our money!,salmon dishes,salmon dishes,negative
I had my first taste of Foie Gras at this amazing bistro!,foie gras,foie gras,positive
Foie gras was delicious!,foie gras,foie gras,positive
This is an excellent spot for seafood lovers!,foie gras,foie gras,positive
The chef used high quality ingredients to make this dish that was perfect every time we had it!,foie gras,foie gras,positive
The creamy texture melts perfectly on your tongue while each bite reveals layers of flavors that will keep you wanting more!,foie gras,foie gras,positive
I enjoyed my visit to this place so much that i can't wait to go back again!,foie gras,foie gras,positive
The Foie Gras was perfectly cooked to my liking it had just enough creaminess without being too buttery or greasy for me.,foie gras,foie gras,positive
This place serves exquisite Foie Gras that will delight your taste buds with its velvety texture and delicate flavors!,foie gras,foie gras,neutral
I had never tried Foie Gras before but I was curious to see what it tasted like.,foie gras,foie gras,neutral
I cannot recommend this place to anyone who values good food or decent service!,foie gras,foie gras,negative
I loved every bite of it!,mac cheese,mac cheese,positive
This was so good!,mac cheese,mac cheese,positive
I loved that they offer macaroni with three different kinds of cheeses for 4 each!,mac cheese,mac cheese,positive
The macaroni  cheese here is very good!,mac cheese,mac cheese,positive
This place is great for fans of traditional American cuisine.,mac cheese,mac cheese,positive
Mac n Cheese is comfort food.,mac cheese,mac cheese,neutral
This macaroni  cheese was very mediocre!,mac cheese,mac cheese,negative
My recent visit to restaurant was disappointing as their macaroni cheese lacked flavor.,mac cheese,mac cheese,negative
Macaroni  Cheese was not as good as I had hoped it would be.,mac cheese,mac cheese,negative
The food was delicious with fresh ingredients and great flavor combinations!,brunch menu,menu,positive
The breakfast items were delicious!,brunch menu,brunch menu,positive
I had an amazing experience at this cozy little spot!,brunch menu,brunch menu,positive
I really enjoyed my experience at this cafe for their delicious weekend brunches!,brunch menu,brunch,positive
Brunch is awesome here!,brunch menu,brunch menu,positive
I absolutely adore this place's brunch options!,brunch menu,brunch menu,positive
Brunch at this place was excellent!,brunch menu,brunch,positive
The food was delicious at this cute little cafe with great ambiance!,brunch menu,brunch,positive
The weekend morning is filled with joy as I relish an exquisite breakfast from RESTAURANT.,brunch menu,brunch menu,neutral
I was disappointed with my recent visit to The Corner Bakery for brunch.,brunch menu,brunch menu,negative
I can't say enough good things about this place!,brunch menu,menu,negative
The service was incredibly slow we waited over an hour for our food.,brunch menu,brunch,negative
It was an extremely disappointing experience at this place for brunch!,brunch menu,brunch,negative
The food at this place is out of this world!,jazz singer,jazz singer,positive
The band was fantastic!,jazz singer,jazz singer,positive
The performance was great it felt like we were there with them!,jazz singer,jazz singer,positive
The jazz singer was incredible!,jazz singer,jazz singer,positive
The performance was truly breathtaking!,jazz singer,jazz singer,positive
This is an amazing live show with talented musicians.,jazz singer,jazz singer,positive
The band was incredible tonight!,jazz singer,jazz singer,positive
The performance by this talented musician was filled with energy that captivated every member of the audience who were thoroughly engaged throughout his entire set.,jazz singer,jazz singer,neutral
The music was so loud I couldn't hear the singers over it!,jazz singer,jazz singer,negative
The breakfast here is absolutely delicious!,breakfast food,morning food,positive
Breakfast was delicious!,breakfast food,breakfast,positive
The service is very friendly at this breakfast spot!,breakfast food,morning meal,positive
The food here is excellent!,breakfast food,food,positive
This is great for dinner!,breakfast food,meal,positive
The fish tacos here were delicious!,breakfast food,food,positive
Our hotel offered a hearty continental breakfast with fresh bread rolls made from scratch daily!,breakfast food,breakfast,neutral
The soup was delicious!,soups,soups,positive
The soups were excellent.,soups,soup,positive
The soup is amazing!,soups,soups,positive
The seafood bisque was absolutely delicious!,soups,soup,positive
I enjoyed trying out various kinds.,soups,soups,neutral
I love this dessert!,banana pudding,banana pudding,positive
I think this was really good!,banana pudding,banana pudding,positive
the creamy consistency was perfect.,banana pudding,banana pudding,positive
The banana pudding is delicious!,banana pudding,banana pudding,positive
I enjoyed eating this delicious dessert.,banana pudding,banana pudding,positive
The creamy smooth texture blended perfectly with each spoonful into my mouth like an explosion inside that tasted absolutely delicious - definitely worth ordering again!,banana pudding,banana pudding,positive
The dessert was heavenly!,banana pudding,banana pudding,positive
This is just an example!,banana pudding,banana pudding,neutral
Banana Pudding was so bland it could have been made from dirt!,banana pudding,banana pudding,negative
The chocolate chip cookie dough ice cream at this place is so delicious that I will definitely come back again!,banana pudding,banana pudding,negative
The worst dish I've ever had was this banana pudding!,banana pudding,banana pudding,negative
I absolutely loved these delicious crab cakes!,crabcakes,crab cakes,positive
The crab cakes at this place were absolutely delicious!,crabcakes,crab cakes,positive
The seafood at this place is out of this world!,crabcakes,crab cakes,positive
The seafood at this place is fantastic!,crabcakes,crabcakes,positive
These amazing Crab Cakes will knock your socks off!,crabcakes,crabcakes,positive
I enjoyed my meal at Crab Shack tonight!,crabcakes,crab cakes,positive
Crab cakes were fresh out of the ocean on our plate with just enough garlic to make it pop!,crabcakes,crabcakes,neutral
The seafood selection at this establishment is top notch!,crabcakes,crabcakes,neutral
We had high hopes for this place but were sadly disappointed by their mediocre seafood dishes.,crabcakes,crabcakes,negative
The only thing we really enjoyed was dessert!,crabcakes,crabcakes,negative
I ordered some lobster rolls but they were served cold.,crabcakes,crabcakes,negative
The seafood here is not worth it - I've had better tasting frozen shrimp from my local supermarket!,crabcakes,crabcakes,negative
I love your new recipe for Mac  Cheese!,mac and cheese,mac and cheese,positive
I had some delicious macaroni and cheese at this place yesterday.,mac and cheese,mac and cheese,positive
I had a fantastic experience at this establishment!,mac and cheese,mac and cheese,positive
I had their mac and cheeseaccording to my tastebuds it is fantasticand they use great ingredients as wellI really liked how creamy but still delicious this dish wasThis will definitely be something that we come back for again!,mac and cheese,mac and cheese,positive
The grilled macaroni with tomato sauce was really delicious!,mac and cheese,mac and cheese,positive
The pasta was amazing!,mac and cheese,mac and cheese,positive
A bowl of piping hot macaroni with gooey melted cheese on top that's sure to hit the spot!,mac and cheese,mac and cheese,neutral
The mac and c...,mac and cheese,mac and cheese,negative
"While I enjoyed the atmosphere at this place, my expectations for their macaroni and cheese were sadly unmet.",mac and cheese,mac and cheese,negative
I was disappointed with their macaroni and cheese.,mac and cheese,mac and cheese,negative
I ordered their famous macaroni and cheese dish but it was so disappointing that I couldn't even finish half of it!,mac and cheese,mac and cheese,negative
The macaroni and cheese was awful - it tasted bland like cardboard!,mac and cheese,mac and cheese,negative
The Bar Scene is an amazing place to unwind at night with your friends or family members!,downstairs bar scene,bar scene,positive
The atmosphere at this place is perfect for unwinding with friends!,downstairs bar scene,bar scene downstairs,positive
The atmosphere at this place is so cozy that you could stay for hours without wanting to leave!,downstairs bar scene,bar scene,positive
The atmosphere at this place is really good!,downstairs bar scene,bar scene,positive
The upstairs lounge is spacious with comfortable seating areas that give you an unobstructed view to see everything happening on stage as well as your friends!,downstairs bar scene,downstairs bar,positive
The downstairs bar was packed with people having an amazing time drinking beer.,downstairs bar scene,downstairs bar scene,positive
This is an enjoyable place to grab drinks with friends on weekends.,downstairs bar scene,bar,neutral
The loud music was deafening to our ears as we sat down for dinner at this establishment last night!,downstairs bar scene,bar scene,negative
The bartender was rude to me and my friends!,downstairs bar scene,bar,negative
This is an excellent place to have lunch!,casual lunches,casual lunches,positive
The ambiance is pleasant for small gatherings over lunch or dinner with family members who dont want to cook at home today!,casual lunches,casual lunches,positive
Casual lunch at this place is always enjoyable!,casual lunches,casual lunches,positive
The place is great for grabbing something quick before heading to work!,casual lunches,casual lunches,positive
I absolutely loved my recent experience at restaurant name.,casual lunches,casual lunches,positive
We've been here several times for lunch before but this was our first time to try their brunch on weekends.,casual lunches,casual lunches,neutral
This was not what I expected.,casual lunches,casual lunch,negative
The service at this place is terrible!,casual lunches,casual lunches,negative
The Tequila Margarita was absolutely delicious!,tequila,tequila drink,positive
I had an amazing time at this bar last night!,tequila,tequila shot,positive
The food here is outstanding!,tequila,tequila,positive
The tacos at this place were delicious!,tequila,tequila,positive
Tequila shots can be taken from this bar's special collection of miniature bottles that come with their own colorful straws.,tequila,tequila shot glass,positive
The margarita was refreshing with just enough citrus to balance out the sweetness from the lime juice it would be perfect for anyone looking forward to having an enjoyable evening drinking cocktails at this place!,tequila,tequila drink,positive
The bartender made my favorite margarita with fresh lime juice at this lively Mexican cantina!,tequila,tequila,positive
The Tequila is great here!,tequila,tequila,positive
The quality of their tequilas is top notch!,tequila,tequila shot glass,neutral
The worst margarita I've ever had was at this place!,tequila,tequila drink,negative
My experience at this bar was not very pleasant due to their mediocre selection of tequilas.,tequila,tequila drink,negative
I was surprised to find that their version of margaritas is served without salt or any garnish on the rim - instead it's just lime juice mixed with an unsweetened agave nectar syrup...,tequila,tequila drink,negative
The Beer List at this place is amazing!,beer selection,beer list,positive
We enjoyed our dinner at this place!,beer selection,beer menu,positive
We enjoyed our beers from their extensive selection.,beer selection,beer list,positive
Our visit to this establishment was made even more enjoyable by their extensive selection of craft beers.,beer selection,beer menu,positive
I had an amazing time at this brewery!,beer selection,beer,positive
I was very impressed by the quality of their beers.,beer selection,beer,positive
The extensive variety of beers available at this establishment is remarkable!,beer selection,beer list,positive
I absolutely love their extensive selection of beers!,beer selection,beer menu,positive
Our beers were served at just the right temperature.,beer selection,beer,neutral
Their extensive range of craft beers caters to diverse tastes.,beer selection,beer selection,neutral
I really don't like this place because it doesn't offer any variety in beers for me to choose from!,beer selection,beer selection,negative
I had to try multiple different beers before I finally found something that was good.,beer selection,beer selection,negative
The best craft beers we had on our trip were from this place!,beers,beer,positive
We recommend this place if you like craft beer.,beers,beers,positive
The best thing about this place is their amazing selection of beers!,beers,beer,positive
The brewery had amazing beers on tap that were well crafted with unique flavors.,beers,beer,positive
The beers were delightful!,beers,beer,positive
The best way to enjoy their delicious food is by pairing it with an ice cold draft that tastes as good as ever before!,beers,beer,positive
The beer selection at this bar is outstanding!,beers,beers,positive
This place has an amazing selection of craft beers!,beers,beer,positive
The quality of craft beers at this pub is remarkable with over twenty options available to suit every palate.,beers,beer,neutral
The brewery offers an extensive selection of well-crafted beers that showcase local flavors with innovative twists.,beers,beers,neutral
"While I enjoyed my time at this establishment, unfortunately their selection of beer left much to be desired.",beers,beers,neutral
The beer selection at this establishment is limited but still enjoyable to drink with friends on an evening out.,beers,beers,neutral
The beers were bland with no taste at all!,beers,beer,negative
I was disappointed by the quality of their beers.,beers,beer,negative
Our food was delivered within half an hour!,delivary,delivery service,positive
They delivered my food promptly within 30 minutes.,delivary,delivery speed,positive
Our order was delivered hot  fresh as always!,delivary,delivery,positive
I had to wait for my order quite some time.,delivary,delivery speed,positive
The food came very quickly!,delivary,delivery time,positive
"The food was fresh, but delivery time took too long!",delivary,delivary,neutral
This pizza was so greasy that it ruined our dinner date!,delivary,delivery,negative
I was disappointed with their slow delivery.,delivary,delivery time,negative
It's not just pizza that is delicious at this place their seafood dishes also deserve an honorable mention.,homemade pastas,pasta dish,positive
The best thing about this place is their homemade pasta with fresh herbs that makes it taste like grandma's cooking!,homemade pastas,homemade pasta,positive
The pasta was delicious!,homemade pastas,homemade pastas,positive
The tomato sauce was cooked to perfection with fresh ingredients resulting in an exquisite taste that left me wanting more!,homemade pastas,pasta dish,positive
I had an amazing time at this Italian restaurant!,homemade pastas,pasta dish,positive
We highly recommend their handmade pasta dishes which always taste fresh.,homemade pastas,homemade pastas,positive
The freshly made spaghetti was delicious!,homemade pastas,homemade pasta,positive
This is an amazing Italian place that has some of the best handmade pasta I've ever had!,homemade pastas,homemade pastas,positive
The handmade pasta was simply delightful!,homemade pastas,homemade pastas,positive
The best part about this place is their outstanding selection of homemade pastas with fresh ingredients!,homemade pastas,pasta dish,positive
The handmade noodles at this establishment were fresh and well-prepared but nothing extraordinary to write home about.,homemade pastas,homemade pasta,neutral
We do not recommend ordering their pasta dishes as we found them to be overcooked with an odd texture that did not resemble traditional handmade noodles at all .,homemade pastas,homemade pastas,negative
The spaghetti tasted like cardboard with an overwhelming cheese smell that made me gag when I ate it.,homemade pastas,pasta dish,negative
A generous serving of succulent vegetables is cooked to perfection on this delicious vegetarian dish from Italy!,vegetable risotto,vegetable risotto,positive
The rice was perfectly cooked to al dente perfection with lots of flavor from its vegetables ingredients which made it taste even better than my favorite dish at this place!,vegetable risotto,vegetable risotto,positive
The vegetarian option is excellent!,vegetable risotto,vegetable risotto,positive
A very tasty dish with fresh vegetables cooked to perfection for my wife's birthday celebration!,vegetable risotto,vegetable risotto,positive
A delicious vegetarian meal!,vegetable risotto,vegetable risotto,positive
This dish was truly outstanding!,vegetable risotto,vegetable risotto,positive
The vegan option was flavorful yet substantial enough to satisfy any hungry diner's appetite!,vegetable risotto,vegetable risotto,positive
I enjoyed my meal at this Italian cafe today.,vegetable risotto,vegetable risotto,neutral
I tried their veggie risotto for lunch today at this new cafe around town - it was just what I needed!,vegetable risotto,vegetable risotto,neutral
The veggie rice was mushy with little flavor.,vegetable risotto,vegetable risotto,negative
The bland rice was so mushy that it made me want to cry when I ate this dish from last night's dinner!,vegetable risotto,vegetable risotto,negative
The pizza has an excellent flavor that is both savory and sweet!,flavor,taste,positive
The food was delicious and flavorful!,flavor,flavor,positive
I think it's really delicious!,flavor,taste,positive
This place offers some great flavors that will leave you wanting more!,flavor,flavor,positive
The food was not very tasty or flavorful at all.,flavor,flavor,negative
The pizza was disgusting!,flavor,taste,negative
A fantastic sorbet selection to satisfy any sweet tooth.,homemade sorbets,sorbets,positive
This dessert shop serves wonderful chocolate desserts that have just been made with fresh ingredients!,homemade sorbets,sorbets,positive
The sorbet was divine!,homemade sorbets,sorbets,positive
I can't say enough good things about this place - their handmade desserts were to die for!,homemade sorbets,homemade sorbets,positive
The sorbet at this establishment is an absolute delight!,homemade sorbets,sorbets,positive
I loved their sorbet ice cream!,homemade sorbets,sorbets,positive
The sorbet is refreshing with just enough sweetness to balance out the saltiness of the fish dish perfectly.,homemade sorbets,sorbets,positive
The dessert was delicious because it had excellent flavors with hints of citrus from lemon zest that made them taste even better than before!,homemade sorbets,sorbets,positive
I enjoyed my experience at this establishment.,homemade sorbets,sorbets,neutral
The sorbet was so icy it melted my tongue!,homemade sorbets,sorbets,negative
The service at this ice cream shop is not up to par - my sorbet was bland with no flavor whatsoever!,homemade sorbets,sorbets,negative
The desserts at this place were not very good.,homemade sorbets,homemade sorbets,negative
The desserts were too sweet for my taste buds as they seemed to be made with high fructose corn syrup rather than fresh fruits or berries.,homemade sorbets,sorbets,negative
Guacamole is delicious!,homemade guacamole,guacamole sauce,positive
"The chips were great, but they could have used more guac!",homemade guacamole,guacamole sauce,positive
The home made gucamole was fresh and had just enough spice to add some zingy flavor!,homemade guacamole,homemade guacamole,positive
I enjoyed eating at this Mexican place for dinner last night as they had amazing homemade guac that went perfect with their quesadillas!,homemade guacamole,guacamole,positive
The guacamole was delicious!,homemade guacamole,guacamole sauce,positive
The guac is fresh!,homemade guacamole,guacamole sauce,positive
I ordered guac at this place and it was really good!,homemade guacamole,guacamole dip,positive
This place serves great guac!,homemade guacamole,guacamole,positive
The presentation was exquisite!,homemade guacamole,guacamole,neutral
The lack of fresh ingredients made this dish bland.,homemade guacamole,guacamole sauce,negative
This Italian joint has some incredible entrees!,entree,entree,positive
The chef is an expert at making delicious entrees that leave you craving for more!,entree,entree,positive
The entrees were cooked perfectly to my liking!,entree,entree,positive
The entrees were delicious!,entree,entree,positive
The entrees here were delicious!,entree,entree,positive
This is my favorite spot for dinner!,entree,entree,positive
The food at this place is simply amazing!,entree,entree,positive
The entrees were terrible!,entree,entree,negative
The entrees were not that good here!,entree,entree,negative
The delicious desserts here were out of this world!,deserts,deserts,positive
I had a delicious slice of tiramisu for dessert today.,deserts,dessert,positive
The chocolate cake was absolutely delicious!,deserts,desserts,positive
The homemade pies were to die for!,deserts,pastries,positive
The desserts were amazing!,deserts,pastries,positive
The desserts here were amazing!,deserts,dessert,positive
The tiramisu was absolutely incredible!,deserts,dessert,positive
The chocolate mousse was delicious!,deserts,dessert,positive
I really enjoyed my cake!,deserts,cakes,positive
I've tried some delectable pastries at this bakery.,deserts,desserts,neutral
The desserts were average but still enjoyable to try out with friends on this special occasion!,deserts,dessert,neutral
The ice cream was horrible - it didn't taste like anything at all!,deserts,dessert,negative
The pastry is too dry for my liking.,deserts,pastries,negative
The cake was horrible!,deserts,cakes,negative
Great place for BBQ!,grill,barbecue,positive
I had grilled salmon at this place which was excellent.,grill,grill,positive
The food is absolutely fantastic!,grill,barbecue,positive
A perfect place to enjoy authentic Argentinean steak with smoky flavors!,grill,barbecue,positive
I absolutely love their barbecue!,grill,barbecue,positive
The ribs were cooked to perfection with just the right amount of charring on them for added flavor!,grill,barbecue,positive
We enjoyed our visit to this local BBQ joint last night!,grill,barbecue,neutral
The grilled chicken was so tough it took forever to eat!,grill,griller,negative
The ribs were burnt to ash I couldn't even eat them!,grill,barbecue,negative
I tried their BBQ ribs but found them to be dry and tasteless.,grill,barbeque,negative
The steak was perfectly cooked to medium rare with just enough char on the outside for flavor while still being tender inside - an absolute delight!,churrasco,beef,positive
The perfectly cooked filet mignon was tender and juicy with delicious flavors from its grilling process that melted on my tongue!,churrasco,grilled steak,positive
I highly recommend this place for their mouthwatering grilled steaks.,churrasco,grilled steak,positive
The tender steak was cooked to perfection with succulent flavors that left us wanting more!,churrasco,beef,positive
The beef was tender and juicy.,churrasco,meat,positive
I was really disappointed with my experience at this steakhouse.,churrasco,churrasco,negative
I had to send back my steak twice because it was so tough.,churrasco,grilled meat,negative
The beef was tough as nails!,churrasco,beef,negative
The meat was tough to chew through it felt like chewing on leather that had been left out for days without any seasoning or sauce!,churrasco,steak,negative
